FX 77-W-121
  0.4589694 -0.01307397
  0.4655801 -0.01301474
  0.4721955 -0.01295993
  0.4788162 -0.01290939
  0.4854427 -0.01286171
  0.492075 -0.01281543
  0.4987128 -0.01276911
  0.5053557 -0.01272147
  0.5120025 -0.01267261
  0.5186516 -0.01262318
  0.5253005 -0.01257389
  0.5319461 -0.01252542
  0.5385845 -0.01247853
  0.5452125 -0.01243438
  0.5518295 -0.01239423
  0.5584371 -0.0123593
  0.5650396 -0.01233083
  0.5716434 -0.01230958
  0.5782549 -0.01229446
  0.5848779 -0.01228381
  0.5915134 -0.01227601
  0.5981594 -0.0122694
  0.6048111 -0.01226285
  0.6114629 -0.01225688
  0.6181104 -0.0122523
  0.62475 -0.01224992
  0.6313795 -0.01225053
  0.6379977 -0.01225373
  0.6446049 -0.01225709
  0.6512031 -0.01225805
  0.6577958 -0.01225404
  0.6643882 -0.01224264
  0.6709858 -0.0122241
  0.677592 -0.01220099
  0.6842065 -0.01217597
  0.690826 -0.01215177
  0.6974436 -0.01213034
  0.7040528 -0.01210987
  0.7106505 -0.01208738
  0.7172377 -0.01205988
  0.7238194 -0.01202447
  0.7304031 -0.01198105
  0.736993 -0.0119331
  0.743588 -0.01188441
  0.7501814 -0.01183882
  0.7567616 -0.01179834
  0.7633187 -0.01175829
  0.7698509 -0.01171248
  0.7763642 -0.01165482
  0.7828721 -0.01158025
  0.7893891 -0.01149214
  0.7959202 -0.01139801
  0.802459 -0.01130565
  0.8089877 -0.01122191
  0.8154854 -0.01114249
  0.8219445 -0.01105668
  0.8283724 -0.01095382
  0.8347901 -0.01082523
  0.8412195 -0.01067726
  0.8476632 -0.0105235
  0.8541006 -0.01037825
  0.8604917 -0.0102481
  0.8668073 -0.01011511
  0.8730497 -0.009957329
  0.8792504 -0.009754485
  0.8854544 -0.009510948
  0.8916837 -0.00925439
  0.8979245 -0.009015059
  0.904134 -0.008805473
  0.9102893 -0.008595621
  0.9164178 -0.008349428
  0.9225883 -0.008040945
  0.9288495 -0.007678615
  0.9351695 -0.007282204
  0.9414465 -0.006863819
  0.9476218 -0.006413431
  0.9537211 -0.005917811
  0.9597616 -0.005382015
  0.9656506 -0.004826392
  0.9712492 -0.00426453
  0.9764918 -0.003700209
  0.9813175 -0.003167364
  0.9855734 -0.002710523
  0.9892195 -0.002269454
  0.9924082 -0.001782711
  0.9953535 -0.001464004
  0.9980454 -0.001306299
  1.0 0.0
