AH 83-159
  1.0 0.0
  0.9967806 0.0008938653
  0.9927206 0.001981277
  0.9882249 0.00308057
  0.9833511 0.004194396
  0.9781272 0.005294971
  0.9725237 0.006404338
  0.9665964 0.007543999
  0.9604578 0.008711967
  0.954199 0.00990572
  0.9479087 0.01111223
  0.941689 0.01231992
  0.9355916 0.01354332
  0.9295793 0.01481436
  0.9235635 0.01615483
  0.917484 0.01756496
  0.911334 0.01903337
  0.9051457 0.02054652
  0.8989458 0.02209589
  0.892744 0.02367684
  0.8865372 0.02528853
  0.8803202 0.02693106
  0.8740889 0.02860445
  0.8678396 0.03030787
  0.8615699 0.03203892
  0.8552797 0.03379442
  0.8489711 0.03557057
  0.8426478 0.03736419
  0.8363126 0.03917286
  0.8299668 0.04099458
  0.8236105 0.04282771
  0.8172436 0.04467088
  0.8108665 0.04652249
  0.804481 0.04838059
  0.7980898 0.05024298
  0.791696 0.05210736
  0.7853027 0.05397149
  0.7789126 0.05583319
  0.7725283 0.05769039
  0.7661517 0.05954105
  0.7597843 0.06138338
  0.7534267 0.06321578
  0.7470789 0.06503689
  0.7407401 0.06684548
  0.7344101 0.06864032
  0.7280884 0.07042009
  0.7217751 0.07218345
  0.7154704 0.07392896
  0.7091746 0.07565514
  0.7028873 0.07736061
  0.6966076 0.07904415
  0.6903345 0.08070466
  0.6840662 0.08234126
  0.6778017 0.08395321
  0.6715404 0.08553961
  0.665283 0.08709937
  0.6590305 0.08863123
  0.6527849 0.09013357
  0.6465473 0.09160449
  0.640318 0.09304231
  0.6340964 0.09444561
  0.6278807 0.0958132
  0.6216686 0.09714431
  0.6154581 0.0984386
  0.6092479 0.09969566
  0.6030374 0.1009149
  0.5968267 0.1020955
  0.5906164 0.1032367
  0.5844072 0.1043374
  0.5781996 0.105397
  0.5719933 0.1064144
  0.5657876 0.1073891
  0.5595814 0.1083205
  0.5533736 0.1092085
  0.5471628 0.1100532
  0.5409477 0.1108546
  0.5347268 0.1116126
  0.5284988 0.1123272
  0.5222622 0.1129989
  0.5160162 0.1136284
  0.5097604 0.1142162
  0.5034949 0.114763
  0.4972204 0.1152692
  0.4909379 0.1157352
  0.4846484 0.1161613
  0.478353 0.1165476
  0.4720524 0.1168944
  0.4657476 0.1172021
  0.4594391 0.1174709
  0.4531276 0.1177008
  0.4468133 0.117892
  0.4404963 0.1180445
  0.4341765 0.1181586
  0.4278537 0.1182344
  0.4215275 0.1182721
  0.4151977 0.1182723
  0.4088642 0.1182352
  0.4025271 0.1181611
  0.3961866 0.1180505
  0.3898431 0.1179037
  0.383497 0.1177209
  0.3771492 0.1175026
  0.3708008 0.117249
  0.364453 0.1169605
  0.358107 0.1166371
  0.3517638 0.1162787
  0.3454239 0.1158852
  0.3390878 0.1154565
  0.3327554 0.1149924
  0.3264266 0.114493
  0.3201013 0.1139582
  0.3137793 0.113388
  0.3074606 0.1127823
  0.3011452 0.1121411
  0.2948335 0.1114644
  0.2885268 0.1107521
  0.2822268 0.1100045
  0.2759361 0.1092216
  0.2696575 0.1084034
  0.2633932 0.1075492
  0.2571441 0.1066581
  0.2509096 0.105729
  0.2446883 0.1047607
  0.2384783 0.1037526
  0.2322791 0.1027041
  0.2260915 0.1016151
  0.2199178 0.1004856
  0.2137611 0.09931563
  0.2076239 0.09810449
  0.201507 0.09685119
  0.1954095 0.09555442
  0.1893291 0.0942127
  0.1832638 0.09282523
  0.1772134 0.09139173
