NACA 63A210
  0.2372379 0.05674976
  0.2310015 0.0562457
  0.2247704 0.0557198
  0.2185451 0.05517172
  0.2123264 0.05460111
  0.2061146 0.05400761
  0.1999102 0.05339088
  0.1937135 0.05275052
  0.1875247 0.05208591
  0.1813443 0.05139636
  0.175173 0.05068121
  0.1690113 0.04993979
  0.1628602 0.04917151
  0.1567204 0.04837576
  0.1505931 0.04755201
  0.1444794 0.0466997
  0.1383808 0.04581779
  0.1322987 0.04490503
  0.1262349 0.04396019
  0.1201911 0.0429821
  0.1141689 0.04196965
  0.1081703 0.04092181
  0.102197 0.0398376
  0.09625094 0.03871609
  0.09033532 0.03755557
  0.08445872 0.03635408
  0.07863555 0.03511119
  0.07288513 0.03382828
  0.06722946 0.03250778
  0.06168499 0.03115059
  0.0562579 0.02975591
  0.05094592 0.02832142
  0.04574114 0.02684315
  0.04065784 0.0253171
  0.03577815 0.02375814
  0.03122035 0.02220283
  0.0270789 0.02069313
  0.02339029 0.01926056
  0.02014252 0.01791555
  0.01731502 0.01665351
  0.01487289 0.01547295
  0.01276618 0.01437069
  0.01094077 0.01334062
  0.009349314 0.0123777
  0.007954905 0.01147924
  0.006726445 0.01064078
  0.005638357 0.009850637
  0.00467231 0.00907326
  0.003815106 0.008283708
  0.003060952 0.007485907
  0.00240562 0.006695245
  0.001841691 0.005919267
  0.001361581 0.005160899
  0.0009587709 0.004420715
  0.000628141 0.003698106
  0.0003659905 0.002991868
  0.0001699841 0.002300503
  3.911582e-05 0.001622351
  -2.626013e-05 0.0009556348
  -2.430053e-05 0.0002984589
  4.834517e-05 -0.0003512869
  0.0001922812 -0.0009964384
  0.0004057652 -0.001640047
  0.0006885942 -0.002284789
  0.001042111 -0.002933053
  0.00146918 -0.00358698
  0.00197425 -0.00424842
  0.002563444 -0.004918756
  0.003244562 -0.005598479
  0.004026677 -0.00628626
  0.004918513 -0.006977004
  0.00592355 -0.007657974
  0.007039827 -0.008314656
  0.008281832 -0.008961226
  0.00967825 -0.009631043
  0.01126331 -0.01033811
  0.01307659 -0.0110872
  0.01516365 -0.01188163
  0.0175798 -0.01272327
  0.02038247 -0.0136113
  0.02361523 -0.01454159
  0.02729692 -0.0155113
  0.03144313 -0.01652008
  0.03604885 -0.01755187
  0.04104998 -0.01858191
  0.04633447 -0.01958633
  0.0517914 -0.0205529
  0.05736651 -0.02148348
  0.06304772 -0.02237807
  0.06882558 -0.02323557
  0.07468962 -0.02405533
  0.08062865 -0.02483726
  0.08663105 -0.02558249
  0.09268571 -0.02629313
  0.09878276 -0.02697193
  0.1049139 -0.02762208
  0.1110727 -0.0282453
  0.1172539 -0.02884202
  0.1234528 -0.0294128
  0.1296655 -0.02995834
  0.1358888 -0.03047951
  0.1421205 -0.03097726
  0.1483588 -0.03145269
  0.1546031 -0.03190693
  0.1608533 -0.03234083
  0.1671098 -0.03275494
  0.1733725 -0.03314978
  0.1796415 -0.03352587
  0.1859167 -0.03388373
  0.1921982 -0.03422388
  0.1984857 -0.03454684
  0.2047791 -0.0348531
  0.2110781 -0.03514309
  0.2173823 -0.0354171
  0.2236913 -0.03567544
  0.2300044 -0.03591841
  0.2363209 -0.03614634
  0.24264 -0.03635953
  0.2489607 -0.03655831
  0.255282 -0.03674295
  0.2616026 -0.03691342
  0.2679219 -0.03706946
  0.2742392 -0.03721081
  0.2805544 -0.03733726
  0.2868674 -0.03744856
  0.2931785 -0.03754449
  0.2994884 -0.03762484
  0.3057979 -0.0376894
  0.312108 -0.03773829
  0.3184195 -0.03777173
  0.3247329 -0.03778995
  0.3310487 -0.03779316
  0.3373669 -0.03778158
  0.3436876 -0.03775541
  0.3500104 -0.03771489
  0.3563348 -0.0376602
  0.3626602 -0.03759144
  0.3689862 -0.03750864
  0.3753124 -0.03741186
  0.3816386 -0.03730114
  0.3879647 -0.03717653
  0.3942906 -0.03703807
  0.4006164 -0.03688582
  0.4069424 -0.03671983
  0.413269 -0.03654027
  0.4195962 -0.03634734
  0.4259246 -0.03614121
  0.4322543 -0.03592207
  0.4385856 -0.03569011
  0.4449188 -0.03544551
  0.4512543 -0.03518843
  0.4575922 -0.03491911
  0.4639329 -0.0346379
  0.4702764 -0.03434516
  0.4766229 -0.03404127
  0.4829724 -0.0337266
  0.4893248 -0.03340154
  0.4956798 -0.03306648
  0.5020372 -0.03272182
  0.5083967 -0.03236789
  0.5147579 -0.03200494
  0.5211206 -0.03163319
  0.5274846 -0.03125286
  0.5338498 -0.03086416
  0.5402162 -0.03046733
  0.5465838 -0.03006255
  0.5529528 -0.02965004
  0.5593233 -0.02923002
  0.5656955 -0.02880272
  0.5720695 -0.02836837
  0.5784453 -0.02792721
  0.5848229 -0.02747949
  0.5912021 -0.02702546
  0.5975829 -0.02656538
  0.603965 -0.0260995
  0.6103482 -0.02562805
  0.6167323 -0.02515121
  0.6231173 -0.02466918
  0.6295032 -0.02418214
  0.6358904 -0.02369024
  0.642279 -0.02319366
  0.6486695 -0.02269253
  0.6550624 -0.02218706
  0.6614583 -0.02167771
  0.6678575 -0.02116511
  0.6742604 -0.02064986
  0.6806668 -0.02013262
  0.6870767 -0.01961404
  0.6934898 -0.0190948
  0.6999055 -0.01857558
  0.7063232 -0.01805708
  0.7127418 -0.01753991
  0.7191601 -0.0170247
  0.7255765 -0.01651211
  0.7319892 -0.0160028
  0.7383959 -0.01549748
  0.7447942 -0.01499684
  0.7511812 -0.0145016
  0.7575544 -0.01401276
  0.7639118 -0.01353174
  0.7702532 -0.01305985
  0.7765799 -0.0125983
  0.7828944 -0.01214816
  0.789201 -0.01171043
  0.7955048 -0.01128603
  0.8018129 -0.01087578
  0.8081328 -0.01047917
  0.8144705 -0.01009414
  0.8208298 -0.009718616
  0.8272117 -0.009350702
  0.8336148 -0.008988599
  0.8400347 -0.008630619
  0.8464643 -0.008275188
  0.8528938 -0.00792093
  0.859312 -0.007567745
  0.8657122 -0.007216359
  0.8720924 -0.006867255
  0.8784554 -0.006520638
  0.8848087 -0.006176465
  0.8911646 -0.005834447
  0.8975398 -0.005494061
  0.9039547 -0.005154601
  0.9103512 -0.004819002
  0.9166816 -0.004489288
  0.9229572 -0.004164384
  0.9292038 -0.003842513
  0.9354606 -0.003521229
  0.9417829 -0.003197304
  0.9481672 -0.002870507
  0.9543536 -0.00255376
  0.9602586 -0.002251222
  0.9658514 -0.001964494
  0.9711248 -0.001693984
  0.976087 -0.001439296
  0.9807553 -0.001199566
  0.9851513 -0.0009737049
  0.9892979 -0.0007605567
  0.9932176 -0.0005589873
  0.9969313 -0.000367933
  1.0 -0.00021
