NACA 63A210
  1.0 0.00021
  0.9969611 0.0006649114
  0.9932839 0.001215755
  0.9894029 0.001797539
  0.9852976 0.002413434
  0.9809459 0.003066834
  0.9763253 0.003761218
  0.9714145 0.004499891
  0.9661966 0.005285533
  0.9606636 0.00611949
  0.954823 0.007000793
  0.948705 0.007925006
  0.9423863 0.008880482
  0.936119 0.0098285
  0.9299165 0.01076638
  0.9237238 0.01170179
  0.9175016 0.01264
  0.9112246 0.01358417
  0.9048818 0.01453517
  0.8985356 0.01548292
  0.8922287 0.0164209
  0.8859397 0.01735286
  0.8796523 0.01828191
  0.8733543 0.01921042
  0.8670387 0.02014009
  0.8607027 0.02107194
  0.8543485 0.02200629
  0.8479832 0.02294268
  0.8416178 0.02387891
  0.8352617 0.02481142
  0.8289217 0.02573705
  0.8226016 0.02665311
  0.8163022 0.02755737
  0.8100218 0.02844804
  0.803756 0.02932372
  0.797498 0.03018341
  0.7912395 0.031028
  0.7849737 0.03185978
  0.7786954 0.03268083
  0.7724011 0.03349296
  0.7660893 0.03429774
  0.7597604 0.03509655
  0.7534165 0.03589052
  0.747062 0.03668049
  0.7407023 0.03746608
  0.7343422 0.03824603
  0.7279855 0.03901918
  0.721635 0.03978455
  0.7152922 0.04054127
  0.7089577 0.04128864
  0.7026311 0.04202606
  0.6963108 0.04275309
  0.6899948 0.04346962
  0.6836812 0.04417566
  0.6773687 0.0448712
  0.6710562 0.04555614
  0.6647429 0.04623038
  0.6584286 0.04689374
  0.6521134 0.04754601
  0.6457975 0.04818695
  0.6394818 0.04881629
  0.6331665 0.04943377
  0.6268522 0.05003913
  0.6205389 0.05063216
  0.6142268 0.05121263
  0.6079156 0.05178036
  0.601605 0.05233517
  0.5952945 0.05287689
  0.5889838 0.05340551
  0.5826723 0.05392102
  0.5763598 0.05442342
  0.5700463 0.05491269
  0.5637318 0.0553888
  0.5574165 0.05585171
  0.5511007 0.05630137
  0.544785 0.05673769
  0.5384699 0.05716043
  0.5321559 0.05756929
  0.5258432 0.05796397
  0.5195322 0.05834417
  0.513223 0.05870964
  0.5069158 0.05906009
  0.5006106 0.05939525
  0.4943073 0.05971489
  0.4880058 0.06001872
  0.481706 0.06030649
  0.4754079 0.06057793
  0.4691114 0.06083278
  0.4628166 0.06107078
  0.4565236 0.06129165
  0.4502322 0.06149513
  0.4439428 0.06168095
  0.4376553 0.06184887
  0.4313699 0.06199864
  0.4250864 0.06213003
  0.418805 0.0622428
  0.4125254 0.0623367
  0.4062475 0.06241151
  0.3999711 0.06246698
  0.393696 0.06250288
  0.3874219 0.06251911
  0.3811486 0.06251557
  0.3748761 0.06249217
  0.3686045 0.06244881
  0.3623337 0.06238542
  0.356064 0.06230189
  0.3497956 0.06219815
  0.3435288 0.06207409
  0.337264 0.0619296
  0.3310015 0.06176452
  0.3247412 0.06157873
  0.3184833 0.06137206
  0.3122275 0.06114438
  0.3059735 0.06089551
  0.2997212 0.0606253
  0.2934698 0.0603336
  0.287219 0.0600204
  0.2809685 0.05968576
  0.2747182 0.05932976
  0.268468 0.05895247
  0.2622185 0.05855397
  0.2559699 0.05813437
  0.249723 0.0576938
  0.2434787 0.05723234
