FX 84-W-097
  1.0 0.0
  0.9967973 0.0002018035
  0.9926335 0.000511905
  0.9880014 0.000891384
  0.9829391 0.001351978
  0.9775179 0.001881803
  0.9718507 0.002472735
  0.9660075 0.003119953
  0.9600292 0.003815621
  0.9539547 0.004551093
  0.9478184 0.005318769
  0.9416475 0.006112454
  0.9354593 0.006930172
  0.9292594 0.007771866
  0.9230444 0.008637103
  0.916812 0.009524176
  0.9105636 0.01043088
  0.9043025 0.01135525
  0.8980314 0.01229559
  0.8917521 0.01325037
  0.8854655 0.01421849
  0.8791719 0.0151991
  0.8728714 0.01619141
  0.8665633 0.01719457
  0.8602471 0.01820763
  0.8539226 0.01922958
  0.8475896 0.02025941
  0.8412483 0.0212961
  0.8348995 0.02233859
  0.8285443 0.0233857
  0.8221844 0.02443638
  0.8158215 0.02549003
  0.8094565 0.02654622
  0.8030897 0.02760465
  0.7967208 0.02866498
  0.7903498 0.02972663
  0.7839774 0.03078886
  0.7776053 0.03185077
  0.7712356 0.03291135
  0.7648705 0.03396942
  0.7585116 0.03502393
  0.7521595 0.03607394
  0.7458142 0.03711868
  0.7394749 0.03815758
  0.7331408 0.03919027
  0.7268102 0.04021642
  0.7204814 0.04123575
  0.7141525 0.04224816
  0.707822 0.04325385
  0.70149 0.04425286
  0.6951579 0.04524505
  0.6888284 0.04623004
  0.6825049 0.04720681
  0.6761899 0.04817388
  0.6698839 0.04913001
  0.6635856 0.05007426
  0.6572918 0.05100598
  0.6509987 0.05192537
  0.6447032 0.05283312
  0.6384039 0.05372969
  0.6321008 0.05461535
  0.6257952 0.05549011
  0.6194896 0.05635344
  0.6131861 0.05720448
  0.6068864 0.05804245
  0.6005915 0.05886665
  0.5943018 0.05967648
  0.5880175 0.06047134
  0.5817381 0.06125066
  0.5754627 0.06201393
  0.5691901 0.06276068
  0.5629184 0.06349047
  0.5566457 0.06420324
  0.5503706 0.0648993
  0.5440924 0.06557893
  0.5378111 0.06624231
  0.5315273 0.06688956
  0.5252425 0.06752051
  0.5189584 0.06813457
  0.5126765 0.06873109
  0.5063983 0.06930943
  0.5001254 0.069869
  0.4938592 0.07040916
  0.4876005 0.07092907
  0.481349 0.07142795
  0.4751034 0.07190508
  0.4688611 0.07235983
  0.4626187 0.07279169
  0.4563725 0.073201
  0.4501205 0.0735884
  0.4438624 0.07395438
  0.4375999 0.07429937
  0.4313365 0.07462366
  0.4250767 0.07492671
  0.4188239 0.07520736
  0.4125798 0.07546455
  0.4063444 0.0756973
  0.400116 0.07590473
  0.3938918 0.07608641
  0.387669 0.07624246
  0.3814454 0.07637304
  0.3752198 0.07647823
  0.3689914 0.07655808
  0.3627604 0.0766126
  0.3565273 0.07664175
  0.350294 0.0766455
  0.3440628 0.07662385
  0.3378371 0.07657684
  0.3316205 0.07650414
  0.325416 0.07640461
  0.3192244 0.07627699
  0.3130444 0.07612004
  0.3068731 0.07593242
  0.3007058 0.07571334
  0.2945386 0.07546309
  0.2883689 0.07518206
  0.2821961 0.07487068
  0.2760208 0.07452944
  0.2698453 0.07415849
  0.2636726 0.07375758
  0.2575061 0.07332655
  0.2513497 0.0728653
  0.2452076 0.07237376
  0.2390831 0.07185115
  0.2329765 0.07129613
  0.2268845 0.07070704
  0.2208009 0.07008182
  0.2147166 0.06941893
  0.2086251 0.06871893
  0.2025257 0.06798315
  0.1964236 0.06721373
  0.19033 0.0664132
  0.1842573 0.06558151
  0.1782125 0.06471707
  0.1721968 0.06381757
  0.1662057 0.06288
  0.1602318 0.06190225
  0.1542709 0.06088337
  0.1483232 0.05982305
  0.1423924 0.05872165
  0.1364849 0.05757897
  0.1306054 0.05639399
  0.1247564 0.05516539
  0.1189379 0.05389149
  0.1131492 0.05257071
  0.1073897 0.05120164
  0.1016594 0.04978295
  0.09595911 0.04831356
  0.09029261 0.04679333
  0.08466783 0.04522339
  0.07909631 0.04360584
  0.07359108 0.04194128
  0.06816323 0.04022972
  0.06282169 0.03847116
  0.05758019 0.0366672
  0.05246487 0.03482485
  0.04751086 0.03295602
  0.04275704 0.03107235
  0.03823725 0.02918605
  0.0339771 0.02731051
  0.03001136 0.02546677
  0.02638058 0.02368474
  0.02310668 0.02198859
  0.02018703 0.02038601
  0.01759592 0.01887622
  0.01529678 0.01745385
  0.01325878 0.01611327
  0.01145783 0.01485258
  0.009868923 0.01366979
  0.008466394 0.01256058
  0.007226938 0.01151545
  0.006127491 0.01052302
  0.005147173 0.009573188
  0.004268536 0.008657605
  0.003479369 0.007769103
  0.002777362 0.00690187
  0.002162311 0.006053983
  0.001632644 0.005225919
  0.001184872 0.004419057
  0.0008141458 0.003635157
  0.0005171796 0.002877425
  0.000290235 0.002145392
  0.0001294798 0.001434902
  3.262919e-05 0.000740099
  -2.063995e-07 5.404009e-05
  3.304839e-05 -0.0006310552
  0.0001320391 -0.00132123
  0.000297923 -0.002020216
  0.0005346406 -0.002729619
  0.000848225 -0.003447998
  0.001245476 -0.004169041
  0.001731209 -0.00488511
  0.002307415 -0.005592635
  0.002974033 -0.006288833
  0.003729043 -0.006971903
  0.004569014 -0.007641716
  0.005495346 -0.008299974
  0.006518906 -0.008949051
  0.007653365 -0.009591987
  0.0089142 -0.0102328
  0.01031722 -0.01087668
  0.0118802 -0.01152612
  0.01362532 -0.01218003
  0.01557725 -0.01283813
  0.01776389 -0.01350266
  0.0202191 -0.01417604
  0.02298341 -0.01485611
  0.02609485 -0.01554015
  0.02958262 -0.01622582
  0.03346093 -0.01690366
  0.03771912 -0.01756083
  0.04233183 -0.01818801
  0.04726863 -0.01877675
  0.0524843 -0.01932144
  0.0579303 -0.01982052
  0.06355959 -0.0202723
  0.06932769 -0.02067821
  0.07520032 -0.02104051
  0.08115293 -0.02136015
  0.08717088 -0.02163942
  0.09324886 -0.02188179
  0.09938212 -0.0220914
  0.1055628 -0.02227262
  0.1117804 -0.02242882
  0.1180256 -0.02256181
  0.1242919 -0.02267344
  0.1305756 -0.02276561
  0.1368748 -0.02283963
  0.1431884 -0.02289674
  0.1495158 -0.0229382
  0.1558566 -0.02296528
  0.1622103 -0.02297923
  0.1685754 -0.02298133
  0.1749494 -0.02297283
  0.1813301 -0.02295447
  0.187716 -0.02292669
  0.1941069 -0.02288996
  0.2005038 -0.02284473
  0.2069082 -0.0227918
  0.213321 -0.02273209
  0.2197419 -0.02266653
  0.2261698 -0.02259607
  0.2326029 -0.02252128
  0.2390394 -0.02244248
  0.2454781 -0.02235998
  0.2519181 -0.02227408
  0.2583588 -0.02218497
  0.2648 -0.02209266
  0.2712414 -0.02199714
  0.2776829 -0.02189839
  0.2841244 -0.02179642
  0.290566 -0.02169128
  0.2970082 -0.02158309
  0.3034516 -0.02147193
  0.3098971 -0.0213579
  0.3163456 -0.02124115
  0.3227978 -0.02112204
  0.3292534 -0.02100096
  0.3357116 -0.02087829
  0.3421705 -0.02075446
  0.3486277 -0.02062951
  0.3550815 -0.02050304
  0.3615314 -0.02037463
  0.3679779 -0.02024381
  0.3744226 -0.02011014
  0.3808677 -0.01997359
  0.387315 -0.01983446
  0.3937655 -0.0196931
  0.4002194 -0.01954986
  0.4066763 -0.01940509
  0.4131351 -0.01925893
  0.4195946 -0.0191114
  0.4260537 -0.01896249
  0.4325113 -0.0188122
  0.4389662 -0.01866052
  0.4454176 -0.01850725
  0.4518653 -0.01835202
  0.4583097 -0.01819447
  0.4647523 -0.01803421
  0.4711949 -0.01787087
  0.4776398 -0.01770448
  0.4840884 -0.01753542
  0.4905408 -0.01736411
  0.4969961 -0.01719101
  0.5034518 -0.0170166
  0.5099049 -0.01684083
  0.5163535 -0.0166632
  0.5227966 -0.01648314
  0.5292347 -0.01630006
  0.5356697 -0.01611333
  0.5421043 -0.01592274
  0.5485406 -0.01572854
  0.5549799 -0.01553105
  0.5614226 -0.0153306
  0.5678681 -0.01512756
  0.5743149 -0.01492211
  0.5807615 -0.01471418
  0.5872069 -0.01450366
  0.5936503 -0.01429044
  0.6000911 -0.01407442
  0.6065292 -0.01385543
  0.6129649 -0.01363331
  0.6193989 -0.01340788
  0.6258324 -0.01317892
  0.6322669 -0.01294622
  0.6387043 -0.01270982
  0.6451455 -0.01247009
  0.6515906 -0.01222749
  0.6580383 -0.01198248
  0.6644862 -0.01173557
  0.6709315 -0.01148676
