FX 84-W-097
  0.6773725 -0.01123563
  0.6838089 -0.01098167
  0.6902419 -0.01072432
  0.6966744 -0.01046305
  0.7031094 -0.01019799
  0.7095485 -0.009929565
  0.715992 -0.009658296
  0.7224385 -0.009384752
  0.728885 -0.009109321
  0.7353293 -0.008831814
  0.7417704 -0.008551905
  0.7482091 -0.008269199
  0.7546477 -0.007983313
  0.761089 -0.007694599
  0.7675353 -0.007403882
  0.7739871 -0.007112048
  0.7804438 -0.006820038
  0.7869038 -0.006528354
  0.7933652 -0.006236884
  0.7998267 -0.005945459
  0.8062872 -0.005653898
  0.8127459 -0.005362227
  0.8192027 -0.00507085
  0.8256573 -0.004780193
  0.83211 -0.004490669
  0.838561 -0.004202612
  0.84501 -0.003916276
  0.8514557 -0.003631945
  0.8578959 -0.003349987
  0.8643284 -0.003071289
  0.8707519 -0.002797002
  0.8771667 -0.002528213
  0.8835742 -0.002265776
  0.8899758 -0.002010151
  0.8963718 -0.00176178
  0.902762 -0.001521212
  0.9091441 -0.001289375
  0.915514 -0.001067353
  0.9218655 -0.0008565418
  0.9281947 -0.0006594785
  0.9345034 -0.0004787905
  0.9407978 -0.0003157962
  0.9470767 -0.0001696593
  0.9533252 -3.984666e-05
  0.9595163 7.163478e-05
  0.9656134 0.0001617528
  0.971571 0.0002257315
  0.9773324 0.0002586861
  0.9828255 0.0002603382
  0.987959 0.0002335365
  0.9926313 0.0001806734
  0.9967889 9.177709e-05
  1.0 0.0
