AH 94-145
  0.4089391 0.1274202
  0.4023427 0.1273986
  0.3957366 0.1273283
  0.3891244 0.1272097
  0.3825079 0.1270429
  0.3758875 0.1268279
  0.3692618 0.1265644
  0.3626279 0.1262523
  0.3559838 0.1258926
  0.3493306 0.1254865
  0.3426727 0.1250352
  0.3360144 0.1245389
  0.3293575 0.1239971
  0.3227012 0.1234095
  0.3160442 0.1227763
  0.3093865 0.122098
  0.3027288 0.1213751
  0.2960731 0.120608
  0.2894224 0.1197975
  0.2827805 0.118944
  0.2761495 0.1180472
  0.2695291 0.1171064
  0.2629175 0.1161213
  0.2563154 0.1150923
  0.2497277 0.1140207
  0.2431611 0.112907
  0.2366173 0.1117496
  0.2300908 0.1105459
  0.2235731 0.1092948
  0.2170636 0.1079985
  0.2105731 0.1066613
  0.2041168 0.105285
  0.1977005 0.103867
  0.1913175 0.1024029
  0.1849571 0.1008907
  0.1786186 0.09933245
  0.1723136 0.09773258
  0.1660563 0.09609262
  0.1598509 0.0944103
  0.1536909 0.0926814
  0.1475696 0.09090525
  0.1414919 0.08908552
  0.1354737 0.08722809
  0.1295315 0.08533452
  0.1236708 0.08340257
  0.1178882 0.08142871
  0.112181 0.07941338
  0.1065551 0.07736056
  0.1010233 0.07527612
  0.09560122 0.07316529
  0.09030316 0.0710335
  0.08514198 0.06888582
  0.08012906 0.06672636
  0.07527338 0.06455925
  0.07058202 0.06238929
  0.06606382 0.06022397
  0.06172949 0.05807285
  0.05758953 0.05594533
  0.05365239 0.05384787
  0.04992166 0.05178561
  0.04639633 0.04976262
  0.04307305 0.04778249
  0.03994701 0.04584869
  0.03701162 0.04396408
  0.03425912 0.04213074
  0.03168178 0.04035052
  0.02927147 0.03862501
  0.02701941 0.03695503
  0.02491734 0.03533917
  0.02295655 0.03377454
  0.02112749 0.03225793
  0.01942042 0.03078622
  0.01782604 0.02935728
  0.01633607 0.02796969
  0.01494299 0.02662227
  0.0136403 0.02531357
  0.01242347 0.02404062
  0.01128797 0.02280011
  0.01022904 0.02158891
  0.009241643 0.0204046
  0.008320449 0.01924619
  0.007460689 0.01811308
  0.006658167 0.01700471
  0.005910183 0.01591997
  0.005215016 0.01485716
  0.004570779 0.01381463
  0.003975477 0.01279095
  0.003427074 0.01178528
  0.002923574 0.01079694
  0.002463079 0.009825277
  0.002044065 0.008869768
  0.001665245 0.007930019
  0.001325379 0.007005701
  0.001024052 0.006096494
  0.0007616039 0.005201861
  0.0005381574 0.004321012
  0.0003535377 0.003453458
  0.0002073579 0.002599698
  9.920914e-05 0.001760801
  2.922264e-05 0.0009377171
  -1.601437e-06 0.0001283334
  8.328757e-06 -0.0006736034
  6.180814e-05 -0.001476356
  0.000162952 -0.002284946
  0.0003168899 -0.003099409
  0.0005273328 -0.003914931
  0.0007959255 -0.004725645
  0.00112443 -0.00552686
  0.001514276 -0.006315396
  0.001966081 -0.007088388
  0.00248041 -0.007842199
  0.00305692 -0.008573747
  0.003694386 -0.009280921
  0.004391471 -0.009961539
  0.005146919 -0.01061501
  0.005959346 -0.01124219
  0.006826955 -0.01184405
  0.007748841 -0.0124224
  0.008724837 -0.01298
  0.009754302 -0.0135201
  0.01083789 -0.01404471
  0.01197798 -0.01455453
  0.01317713 -0.01505049
  0.01443845 -0.01553385
  0.01576576 -0.01600627
  0.01716284 -0.01646986
  0.01863363 -0.01692663
  0.02018352 -0.01737622
  0.02181883 -0.01781782
  0.02354678 -0.01825066
  0.02537576 -0.01867439
  0.02731504 -0.01908906
  0.02937446 -0.019495
  0.0315643 -0.01989263
  0.03389622 -0.02028037
  0.03638348 -0.02065579
  0.0390412 -0.02101624
  0.04188683 -0.02135914
  0.04493994 -0.02168268
  0.04822138 -0.02198556
  0.05175288 -0.02226737
  0.05555613 -0.02252772
  0.0596517 -0.02276475
  0.06405734 -0.02297745
  0.06878763 -0.02316666
  0.07385408 -0.02333358
  0.07925845 -0.02347911
  0.08498659 -0.02360638
  0.09100656 -0.02372009
  0.09727361 -0.02381891
  0.1037414 -0.02389925
  0.1103749 -0.0239581
  0.1171553 -0.02399467
  0.1240656 -0.02401027
  0.1310859 -0.02400683
  0.138194 -0.02398601
  0.1453715 -0.0239488
  0.1526066 -0.02389624
  0.159895 -0.02382985
  0.1672311 -0.02375197
  0.1746039 -0.02366525
  0.181997 -0.02357136
  0.1893975 -0.02346913
  0.1968026 -0.02335682
  0.2042185 -0.02323342
  0.2116525 -0.02310027
  0.2191062 -0.02295926
  0.2265751 -0.02281204
  0.2340528 -0.02265904
  0.2415348 -0.02250042
  0.2490186 -0.02233623
  0.2565041 -0.02216618
  0.2639936 -0.02198986
  0.2714913 -0.02180714
  0.2790001 -0.02161903
  0.286519 -0.0214269
  0.2940426 -0.02123183
  0.3015664 -0.02103359
  0.3090903 -0.02083156
  0.3166186 -0.02062541
  0.3241545 -0.02041599
  0.3316952 -0.02020456
  0.3392326 -0.01999182
  0.3467605 -0.01977645
  0.3542803 -0.01955658
  0.3618003 -0.01933098
  0.3693283 -0.01910069
  0.3768667 -0.01886722
  0.3844127 -0.01863184
  0.3919607 -0.01839492
  0.3995046 -0.01815667
  0.4070388 -0.0179168
  0.414562 -0.01767378
  0.4220796 -0.01742575
  0.4296018 -0.0171719
  0.437135 -0.01691387
  0.4446756 -0.0166539
  0.4522122 -0.01639303
  0.4597373 -0.01612961
  0.467254 -0.0158614
  0.4747728 -0.0155874
  0.4823016 -0.01530902
  0.4898397 -0.01502816
  0.4973796 -0.01474591
  0.5049144 -0.01446172
  0.5124413 -0.01417479
  0.5199614 -0.01388432
  0.5274773 -0.01358966
  0.5349927 -0.01329013
  0.5425116 -0.01298564
  0.5500358 -0.0126769
  0.5575641 -0.01236478
  0.5650934 -0.0120496
  0.5726226 -0.01173093
  0.5801543 -0.01140817
  0.5876935 -0.01108146
  0.5952428 -0.01075186
  0.6028016 -0.01042061
  0.6103665 -0.01008855
  0.6179342 -0.009756054
  0.6255026 -0.009423443
  0.63307 -0.009091003
  0.6406341 -0.008759058
  0.6481916 -0.008428016
  0.6557395 -0.008098838
  0.6632777 -0.00777274
  0.6708093 -0.007450707
  0.6783391 -0.007132737
  0.6858693 -0.006818355
  0.6933992 -0.006507261
  0.700927 -0.006199724
  0.7084533 -0.005896206
  0.7159818 -0.005596932
  0.723517 -0.005301027
  0.7310605 -0.005007172
  0.7386102 -0.004714281
  0.7461616 -0.004422197
  0.7537095 -0.004131195
  0.7612481 -0.003841355
  0.7687733 -0.003551137
  0.7762849 -0.003258133
  0.7837875 -0.002960042
  0.7912867 -0.002656445
  0.7987852 -0.002347893
  0.8062816 -0.002035283
  0.8137725 -0.001720927
  0.821255 -0.00140768
  0.8287267 -0.001098113
  0.8361835 -0.0007931172
  0.8436164 -0.0004930277
  0.8510115 -0.0001987394
  0.8583543 8.620692e-05
  0.8656345 0.0003575113
  0.8728462 0.0006112944
  0.8799864 0.0008439864
  0.8870512 0.00105226
  0.8940365 0.001233001
  0.9009362 0.001383041
  0.9077416 0.001499422
  0.9144415 0.001579265
  0.9210257 0.001618283
  0.9274874 0.001612322
  0.9338232 0.00155814
  0.940028 0.00145382
  0.9460924 0.001298447
  0.9520036 0.001091817
  0.9577486 0.0008336597
  0.9633167 0.0005244772
  0.9686994 0.0001656835
  0.9738847 -0.0002403124
  0.9788547 -0.0006893473
  0.983592 -0.001179685
  0.9880914 -0.001719244
  0.9923636 -0.002315143
  0.996428 -0.002966408
  0.9998 -0.00357
