FX 84-W-175
  1.0 0.0
  0.9961536 0.0006057933
  0.9915647 0.001449429
  0.986772 0.00240866
  0.9817806 0.003465889
  0.9765813 0.004634812
  0.971157 0.005908519
  0.9655163 0.007278047
  0.9596733 0.008744867
  0.95363 0.01031092
  0.9473881 0.01197287
  0.940959 0.0137244
  0.9343593 0.01556027
  0.9276036 0.01747555
  0.9207034 0.01946593
  0.9136684 0.02152716
  0.9065062 0.02365443
  0.8992258 0.02584083
  0.8918406 0.02807759
  0.884367 0.03035692
  0.8768192 0.0326732
  0.8692062 0.03502198
  0.8615355 0.03739853
  0.8538178 0.0397967
  0.8460676 0.04220887
  0.8382999 0.04462704
  0.8305257 0.04704427
  0.8227518 0.0494552
  0.8149835 0.05185664
  0.8072267 0.05424566
  0.7994887 0.05661899
  0.7917759 0.05897251
  0.7840915 0.0613025
  0.7764346 0.06360643
  0.7688016 0.06588327
  0.7611891 0.06813306
  0.7535956 0.07035548
  0.7460219 0.07254958
  0.7384693 0.07471374
  0.7309387 0.07684616
  0.7234297 0.0789455
  0.7159403 0.08101077
  0.7084684 0.08304161
  0.7010118 0.08503779
  0.6935685 0.08699903
  0.686137 0.08892499
  0.6787162 0.09081539
  0.6713057 0.09266984
  0.6639062 0.09448775
  0.6565191 0.09626834
  0.6491459 0.09801039
  0.6417872 0.09971263
  0.6344419 0.1013741
  0.6271078 0.1029943
  0.6197816 0.1045731
  0.612461 0.106111
  0.6051452 0.107608
  0.5978351 0.109064
  0.5905328 0.1104783
  0.5832405 0.1118498
  0.5759589 0.1131774
  0.5686873 0.1144604
  0.5614235 0.1156983
  0.5541648 0.1168911
  0.5469096 0.1180393
  0.5396576 0.1191428
  0.5324104 0.1202015
  0.5251707 0.1212149
  0.517941 0.1221818
  0.5107222 0.1231014
  0.5035139 0.1239726
  0.4963139 0.124795
  0.4891196 0.1255685
  0.481929 0.1262934
  0.4747413 0.12697
  0.4675573 0.1275984
  0.4603787 0.1281784
  0.4532076 0.1287095
  0.4460458 0.129191
  0.438894 0.1296224
  0.4317528 0.1300032
  0.4246219 0.1303329
  0.4175012 0.1306113
  0.4103902 0.130838
  0.4032885 0.1310128
  0.3961957 0.1311353
  0.3891115 0.1312053
  0.3820364 0.131223
  0.3749713 0.1311881
  0.367918 0.1311007
  0.3608784 0.1309606
  0.3538542 0.130767
  0.3468461 0.1305195
  0.339854 0.1302173
  0.3328769 0.1298598
  0.3259136 0.1294469
  0.3189635 0.1289785
  0.3120263 0.1284546
  0.305102 0.1278752
  0.2981914 0.1272403
  0.2912957 0.1265499
  0.2844167 0.1258042
  0.2775571 0.1250035
  0.2707197 0.1241479
  0.2639068 0.1232369
  0.2571194 0.1222698
  0.2503567 0.1212457
  0.2436168 0.1201637
  0.236898 0.1190239
  0.2302002 0.117827
  0.2235257 0.1165741
  0.2168785 0.1152665
  0.2102638 0.113905
  0.2036866 0.1124903
  0.1971509 0.1110228
  0.1906603 0.109503
  0.1842183 0.1079314
  0.1778289 0.1063086
  0.1714965 0.1046354
  0.1652258 0.102913
  0.1590223 0.1011424
  0.1528911 0.0993248
  0.1468372 0.09746156
  0.1408656 0.09555428
  0.1349818 0.09360498
  0.1291922 0.09161634
  0.1235042 0.08959177
  0.1179255 0.08753505
  0.1124642 0.08544996
  0.1071276 0.08334053
  0.1019224 0.08121105
  0.09685433 0.07906637
  0.09193026 0.0769128
  0.08715796 0.07475765
  0.08254513 0.07260874
  0.07809892 0.07047312
  0.07382527 0.06835655
  0.06972783 0.06626435
  0.06580775 0.06420121
  0.06206428 0.06217094
  0.05849571 0.06017668
  0.05509907 0.05822121
  0.05187006 0.0563068
  0.04880325 0.05443505
  0.04589293 0.05260668
  0.04313299 0.05082209
  0.04051681 0.04908137
  0.03803737 0.04738429
  0.03568762 0.04573015
  0.03346122 0.04411742
  0.03135192 0.0425445
  0.02935341 0.04100981
  0.02745945 0.03951181
  0.02566391 0.03804898
  0.02396122 0.03661972
  0.02234627 0.03522234
  0.02081407 0.03385524
  0.01935981 0.03251686
  0.01797892 0.03120574
  0.01666704 0.02992047
  0.01542048 0.02865962
  0.01423646 0.02742172
  0.01311241 0.02620558
  0.01204588 0.02501019
  0.01103449 0.02383469
  0.01007591 0.02267836
  0.009167928 0.02154053
  0.008308959 0.0204204
  0.007497815 0.01931682
  0.006733057 0.01822847
  0.006013102 0.01715396
  0.005336322 0.01609183
  0.004701104 0.01504067
  0.004105905 0.01399905
  0.003549933 0.01296582
  0.003033647 0.01194051
  0.002557696 0.01092326
  0.002122691 0.009914595
  0.001729105 0.008915392
  0.001377196 0.007926725
  0.001066955 0.006949798
  0.0007980885 0.005986038
  0.0005699357 0.005036972
  0.0003814604 0.004102853
  0.0002315422 0.003182747
  0.0001192217 0.002274858
  4.387496e-05 0.001376727
  5.353325e-06 0.0004853246
  4.097728e-06 -0.0004029378
  4.061939e-05 -0.001291677
  0.000115443 -0.002183641
  0.0002297322 -0.003080804
  0.000385214 -0.00398438
  0.0005840579 -0.004894734
  0.0008287201 -0.005811212
  0.001121713 -0.006731904
  0.001464791 -0.007653858
  0.00185808 -0.008574333
  0.002301271 -0.009490754
  0.002793892 -0.01040068
  0.00333541 -0.01130187
  0.003925344 -0.01219228
  0.004563408 -0.01307017
  0.005249756 -0.01393491
  0.00598484 -0.01478692
  0.006769112 -0.01562657
  0.007602944 -0.01645408
  0.008486546 -0.01726954
  0.009419861 -0.01807284
  0.01040261 -0.01886373
  0.01143546 -0.01964219
  0.01251956 -0.02040846
  0.01365606 -0.02116287
  0.01484602 -0.02190593
  0.01609048 -0.02263828
  0.01739035 -0.02336081
  0.01874717 -0.02407433
  0.02016376 -0.02477925
  0.02164321 -0.02547605
  0.02318873 -0.02616533
  0.02480362 -0.02684791
  0.02649118 -0.02752483
  0.02825487 -0.02819713
  0.03009925 -0.02886502
  0.03202945 -0.0295285
  0.03405091 -0.03018773
  0.03616939 -0.03084303
  0.03839096 -0.03149499
  0.04072229 -0.03214414
  0.04317111 -0.03279016
  0.04574578 -0.03343263
  0.04845514 -0.03407123
  0.05130851 -0.03470581
  0.05431579 -0.03533637
  0.05748781 -0.03596237
  0.06083574 -0.03658318
  0.06437064 -0.03719834
  0.06810317 -0.0378077
  0.07204356 -0.03841068
  0.07620148 -0.03900539
  0.08058523 -0.0395898
  0.08520174 -0.04016217
  0.09005679 -0.04072081
  0.09515416 -0.04126361
  0.100494 -0.04178862
  0.1060729 -0.04229446
  0.1118839 -0.04277921
  0.1179172 -0.0432402
  0.1241606 -0.04367536
  0.1306016 -0.04408329
  0.1372272 -0.04446287
  0.1440226 -0.04481354
  0.1509727 -0.04513541
  0.1580625 -0.0454286
  0.1652769 -0.04569329
  0.1726012 -0.04593021
  0.1800219 -0.04614011
  0.1875272 -0.04632329
  0.1951071 -0.04648034
  0.2027542 -0.04661213
  0.210462 -0.04671982
  0.2182238 -0.04680482
  0.2260318 -0.04686864
  0.2338783 -0.04691223
  0.2417566 -0.04693597
  0.2496624 -0.04694024
  0.2575933 -0.04692557
  0.2655476 -0.04689274
  0.2735221 -0.04684264
  0.2815124 -0.04677621
  0.2895128 -0.04669388
  0.297519 -0.04659524
  0.3055295 -0.04647978
  0.3135452 -0.04634702
  0.3215683 -0.04619714
  0.3296004 -0.04603085
  0.3376412 -0.04584891
  0.3456886 -0.04565206
  0.3537396 -0.0454405
  0.3617917 -0.04521421
  0.3698428 -0.04497313
  0.3778913 -0.04471718
  0.3859366 -0.04444607
  0.3939787 -0.04415939
  0.4020188 -0.0438567
  0.4100591 -0.04353764
  0.4181014 -0.04320243
  0.4261463 -0.04285152
  0.434193 -0.04248542
  0.4422391 -0.04210459
  0.4502822 -0.04170887
  0.4583211 -0.04129789
  0.4663562 -0.04087118
  0.4743893 -0.04042831
  0.4824224 -0.03996928
  0.4904566 -0.03949434
  0.4984913 -0.03900381
  0.506525 -0.03849804
  0.5145556 -0.03797693
  0.5225824 -0.03744009
  0.5306063 -0.03688706
  0.5386294 -0.03631731
  0.5466547 -0.03573081
  0.5546838 -0.03512792
  0.5627172 -0.03450906
  0.5707537 -0.03387478
  0.5787915 -0.03322529
  0.5868303 -0.03256048
  0.5948711 -0.03188011
  0.6029167 -0.03118386
  0.6109704 -0.03047189
  0.6190337 -0.02974491
  0.6271057 -0.02900386
  0.6351831 -0.02824981
  0.6432621 -0.02748299
  0.651342 -0.02670287
  0.6594258 -0.02590851
  0.6675201 -0.02509886
  0.6756324 -0.02427456
  0.6837656 -0.02343739
  0.6919177 -0.02258969
  0.7000818 -0.02173373
  0.7082509 -0.02086986
  0.7164226 -0.01999757
  0.7245996 -0.01911585
  0.7327882 -0.01822495
  0.7409926 -0.01732738
  0.7492125 -0.01642631
  0.7574426 -0.01552499
  0.7656742 -0.01462459
  0.773897 -0.01372562
  0.7820997 -0.0128288
  0.7902713 -0.01193681
  0.7984038 -0.01105386
  0.8064923 -0.01018373
  0.8145351 -0.009329466
  0.8225322 -0.008493299
  0.830484 -0.007677228
  0.8383916 -0.006882771
  0.846253 -0.006110578
  0.854061 -0.005361539
  0.8618044 -0.004637642
  0.869473 -0.003943241
  0.8770608 -0.003282496
  0.8845653 -0.002658534
  0.8919835 -0.002073248
  0.8993098 -0.001528339
  0.9065362 -0.001025579
  0.9136519 -0.0005668106
  0.9206443 -0.0001537758
  0.9275007 0.000210395
  0.9342116 0.0005224059
  0.94077 0.0007805257
  0.9471676 0.0009850841
  0.9533932 0.001136796
  0.959435 0.001234833
  0.9652813 0.00127837
  0.9709248 0.001265618
  0.9763685 0.001194707
  0.9816161 0.001070304
  0.9866534 0.0008987532
  0.9914781 0.0006565076
  0.9961232 0.0003406235
  1.0 0.0
