EH 1.0/9.0
  0.3280545 0.05420855
  0.3220433 0.05434649
  0.3160348 0.0544672
  0.3100291 0.05457017
  0.3040263 0.0546549
  0.2980264 0.05472084
  0.2920295 0.0547675
  0.2860355 0.05479433
  0.2800447 0.05480081
  0.274057 0.05478635
  0.2680728 0.05475036
  0.2620926 0.05469227
  0.256117 0.05461148
  0.2501466 0.05450733
  0.2441819 0.05437904
  0.2382227 0.05422582
  0.2322685 0.05404687
  0.2263186 0.0538414
  0.2203724 0.0536088
  0.2144302 0.05334853
  0.2084934 0.05306008
  0.2025645 0.05274303
  0.196646 0.0523964
  0.1907396 0.05201874
  0.1848449 0.05160849
  0.1789602 0.05116399
  0.1730824 0.05068392
  0.1672101 0.05016765
  0.1613443 0.04961479
  0.1554883 0.04902522
  0.1496471 0.04839838
  0.1438238 0.0477327
  0.1380181 0.04702622
  0.132226 0.04627654
  0.1264432 0.04548147
  0.1206714 0.04463994
  0.1149207 0.04375223
  0.1092077 0.04281945
  0.1035425 0.04183943
  0.09791531 0.04080594
  0.09229599 0.03970878
  0.08665009 0.03854182
  0.0809841 0.03731211
  0.0753619 0.03604004
  0.06987488 0.03473794
  0.06454863 0.03338772
  0.05932844 0.03195332
  0.05411956 0.03040356
  0.04888546 0.02874313
  0.04369482 0.02700882
  0.03866495 0.02522822
  0.03384724 0.02339948
  0.0292432 0.0215121
  0.02489673 0.01958386
  0.02089471 0.01766208
  0.01731364 0.01579789
  0.01417923 0.01403044
  0.01149563 0.01238801
  0.009269076 0.01090611
  0.007451031 0.009594339
  0.005959193 0.008426744
  0.004712783 0.007368018
  0.003651786 0.006390692
  0.002744634 0.005471229
  0.001987151 0.004595427
  0.00137268 0.003762111
  0.0008862547 0.002972631
  0.0005140565 0.002229481
  0.0002479182 0.001530641
  7.90466e-05 0.000865092
  3.766647e-06 0.0002194092
  2.533549e-05 -0.0004212495
  0.0001434333 -0.001071027
  0.0003585003 -0.001740387
  0.0006784682 -0.002436072
  0.001115356 -0.003156558
  0.001681426 -0.003891245
  0.0023906 -0.004636101
  0.003250428 -0.005391137
  0.004259872 -0.006165327
  0.00542891 -0.006976117
  0.006800508 -0.007836637
  0.008435889 -0.00876309
  0.0104096 -0.009774084
  0.01279479 -0.01087465
  0.0156369 -0.01205206
  0.01895642 -0.01329045
  0.02276722 -0.01456597
  0.02702868 -0.01584374
  0.03166129 -0.01708797
  0.0365787 -0.01827218
  0.04173519 -0.01939256
  0.04708844 -0.02045362
  0.05255345 -0.02145546
  0.0580508 -0.02238236
  0.06357139 -0.02322592
  0.06916817 -0.02399689
  0.07488138 -0.0247174
  0.0806974 -0.0254044
  0.08655648 -0.02605988
  0.09241318 -0.02667679
  0.09825974 -0.02725238
  0.1041164 -0.02778967
  0.1100007 -0.02829417
  0.115917 -0.02877018
  0.1218571 -0.02922029
  0.1278107 -0.02964527
  0.1337717 -0.03004614
  0.1397392 -0.0304243
  0.1457152 -0.0307813
  0.151701 -0.03111857
  0.1576967 -0.03143749
  0.1637008 -0.03173923
  0.1697113 -0.03202457
  0.1757271 -0.03229422
  0.1817472 -0.03254891
  0.1877714 -0.03278938
  0.1937997 -0.03301623
  0.199832 -0.03323
  0.2058679 -0.03343128
  0.2119072 -0.03362059
  0.2179494 -0.03379833
  0.2239942 -0.03396491
  0.2300415 -0.03412069
  0.2360911 -0.03426608
  0.2421431 -0.03440141
  0.2481973 -0.03452702
  0.2542535 -0.03464321
  0.2603115 -0.03475031
  0.2663709 -0.03484858
  0.2724313 -0.03493817
  0.2784925 -0.03501922
  0.2845547 -0.03509186
  0.2906179 -0.03515625
  0.2966823 -0.03521256
  0.302748 -0.03526099
  0.3088151 -0.03530172
  0.3148831 -0.03533497
  0.3209518 -0.03536091
  0.3270207 -0.0353796
  0.3330897 -0.03539105
  0.3391586 -0.03539528
  0.3452277 -0.03539229
  0.3512973 -0.03538212
  0.3573679 -0.03536485
  0.3634393 -0.03534059
  0.3695113 -0.03530943
  0.3755834 -0.03527149
  0.3816547 -0.03522684
  0.3877244 -0.03517538
  0.3937925 -0.035117
  0.3998596 -0.03505153
  0.4059272 -0.03497882
  0.411997 -0.03489881
  0.418071 -0.03481191
  0.4241496 -0.03471871
  0.4302319 -0.03461981
  0.4363154 -0.03451584
  0.4423967 -0.0344073
  0.4484718 -0.03429354
  0.4545389 -0.03417339
  0.4605979 -0.03404569
  0.4666507 -0.03390921
  0.4727012 -0.03376274
  0.4787544 -0.03360622
  0.484814 -0.03344077
  0.4908818 -0.03326758
  0.4969572 -0.03308792
  0.5030378 -0.03290311
  0.5091194 -0.0327136
  0.5151987 -0.03251892
  0.5212735 -0.03231854
  0.5273433 -0.03211186
  0.5334087 -0.03189827
  0.5394715 -0.0316774
  0.5455336 -0.03144924
  0.5515963 -0.03121389
  0.5576603 -0.03097143
  0.5637259 -0.03072195
  0.5697928 -0.0304656
  0.5758604 -0.03020247
  0.5819284 -0.02993269
  0.5879963 -0.02965637
  0.5940638 -0.02937362
  0.6001304 -0.02908452
  0.606196 -0.028789
  0.6122605 -0.02848696
  0.618324 -0.02817826
  0.6243869 -0.02786279
  0.6304498 -0.02754045
  0.6365133 -0.02721131
  0.6425773 -0.0268755
  0.6486419 -0.02653317
  0.6547066 -0.02618448
  0.6607705 -0.02582958
  0.666833 -0.0254684
  0.672894 -0.02510081
  0.6789538 -0.02472666
  0.6850133 -0.02434574
  0.6910739 -0.023958
  0.6971368 -0.02356375
  0.7032023 -0.02316344
  0.70927 -0.02275755
  0.7153388 -0.02234662
  0.7214069 -0.0219309
  0.7274732 -0.02151022
  0.7335369 -0.02108428
  0.7395987 -0.02065276
  0.7456595 -0.02021533
  0.7517209 -0.01977203
  0.757784 -0.01932315
  0.7638489 -0.01886901
  0.7699156 -0.01840997
  0.775983 -0.01794633
  0.7820506 -0.01747823
  0.788118 -0.01700575
  0.7941854 -0.01652892
  0.8002533 -0.01604782
  0.8063223 -0.01556265
  0.8123927 -0.01507366
  0.8184646 -0.01458114
  0.8245374 -0.01408539
  0.8306111 -0.0135866
  0.8366853 -0.01308493
  0.8427602 -0.01258053
  0.8488363 -0.01207356
  0.8549141 -0.01156431
  0.8609938 -0.01105312
  0.8670755 -0.01054036
  0.8731593 -0.01002641
  0.8792447 -0.009511708
  0.885331 -0.008996736
  0.8914172 -0.008481976
  0.8975023 -0.007967845
  0.9035856 -0.00745471
  0.909667 -0.006942896
  0.9157468 -0.006432671
  0.9218254 -0.005924262
  0.9279039 -0.00541781
  0.9339826 -0.004913199
  0.940061 -0.004410323
  0.9461371 -0.00390936
  0.9522079 -0.003410887
  0.9582684 -0.00291576
  0.9643081 -0.002425817
  0.9703056 -0.001944283
  0.9762173 -0.00147825
  0.9819635 -0.001040208
  0.9874113 -0.0006516649
  0.9923947 -0.000338604
  0.9967648 -0.0001188423
  1.0 0.0
