AH 80-136
  0.4974996 0.08847962
  0.4913831 0.08957342
  0.4852723 0.09062203
  0.4791656 0.09162477
  0.4730612 0.09258093
  0.4669572 0.09348977
  0.4608517 0.09435071
  0.454743 0.09516387
  0.4486299 0.09592942
  0.4425115 0.09664743
  0.436387 0.09731792
  0.430256 0.09794086
  0.4241186 0.0985164
  0.4179747 0.09904483
  0.4118243 0.09952639
  0.4056676 0.09996132
  0.3995046 0.1003499
  0.3933357 0.1006923
  0.3871611 0.1009889
  0.380981 0.10124
  0.3747956 0.1014458
  0.3686054 0.1016067
  0.3624105 0.101723
  0.3562111 0.1017951
  0.3500073 0.1018233
  0.3437988 0.1018081
  0.3375856 0.1017499
  0.3313671 0.101649
  0.3251434 0.1015061
  0.3189147 0.1013217
  0.3126819 0.1010966
  0.3064465 0.1008313
  0.3002101 0.1005263
  0.2939749 0.1001816
  0.2877431 0.09979717
  0.2815168 0.09937314
  0.2752986 0.09890959
  0.2690909 0.09840614
  0.2628956 0.09786195
  0.2567144 0.09727618
  0.2505481 0.096648
  0.2443972 0.09597649
  0.2382622 0.09526069
  0.2321434 0.09449959
  0.2260414 0.09369225
  0.2199569 0.09283772
  0.2138905 0.0919352
  0.2078419 0.09098391
  0.20181 0.08998289
  0.1957923 0.08893091
  0.1897854 0.0878267
  0.1837866 0.08666998
  0.177796 0.08546121
  0.1718167 0.08420145
  0.1658545 0.08289235
  0.1599166 0.08153435
  0.1540085 0.08012682
  0.1481325 0.07866862
  0.1422888 0.07715813
  0.1364765 0.07559369
  0.1306956 0.07397415
  0.1249481 0.07229883
  0.1192373 0.07056743
  0.1135673 0.06877921
  0.1079419 0.06693311
  0.1023636 0.06502791
  0.09683436 0.06306234
  0.09135471 0.06103491
  0.08592364 0.05894356
  0.08053858 0.05678564
  0.07519846 0.05456035
  0.06990987 0.05227105
  0.06468793 0.04992526
  0.05955472 0.04753176
  0.05453306 0.04509779
  0.04964229 0.0426307
  0.04490243 0.04013982
  0.04034697 0.03764382
  0.03601837 0.0351702
  0.03196181 0.03274527
  0.0282178 0.03039277
  0.02480737 0.02813384
  0.02173256 0.02598188
  0.01898114 0.02394353
  0.01652853 0.02201959
  0.01434668 0.02020683
  0.0124156 0.01850535
  0.01071597 0.01691697
  0.009224289 0.01543985
  0.007915277 0.01406721
  0.00676318 0.01278686
  0.005743286 0.01158494
  0.004834575 0.01044884
  0.004020058 0.009367852
  0.00328924 0.008332544
  0.002639262 0.00733722
  0.002068403 0.006380949
  0.001573734 0.005464643
  0.001150601 0.004589243
  0.0007939575 0.003755142
  0.0005040503 0.002961773
  0.0002805323 0.002203938
  0.0001218722 0.001473787
  2.754166e-05 0.0007626807
  -7.978159e-07 6.148022e-05
  4.040594e-05 -0.0006391801
  0.0001516502 -0.001344904
  0.0003349652 -0.002058019
  0.0005955158 -0.002778128
  0.00094084 -0.003500817
  0.001379064 -0.004216197
  0.0019142 -0.004917564
  0.0025463 -0.005603226
  0.003272792 -0.006272644
  0.00408829 -0.006926956
  0.00498623 -0.007569372
  0.00597119 -0.008202296
  0.007055088 -0.008827479
  0.008251904 -0.009447382
  0.009577322 -0.01006552
  0.0110483 -0.0106858
  0.01268606 -0.01130866
  0.01451559 -0.01193397
  0.01656525 -0.01256319
  0.01886904 -0.01320068
  0.02147356 -0.01385003
  0.02443428 -0.01451506
  0.02780805 -0.01520415
  0.03164563 -0.01592585
  0.03597299 -0.01668127
  0.04076997 -0.01747239
  0.04597419 -0.01829186
  0.05148977 -0.01911971
  0.05722682 -0.01993938
  0.06311987 -0.02073849
  0.0691164 -0.02150777
  0.07518276 -0.02224175
  0.08129823 -0.02293758
  0.0874515 -0.023594
  0.09363946 -0.02421183
  0.09986113 -0.02479311
  0.1061157 -0.02533999
  0.1124024 -0.02585491
  0.1187201 -0.02634054
  0.1250668 -0.02679962
  0.1314401 -0.02723467
  0.1378369 -0.02764758
  0.1442543 -0.02804021
  0.1506888 -0.02841443
  0.1571372 -0.02877143
  0.163597 -0.02911202
  0.1700665 -0.02943708
  0.1765447 -0.02974749
  0.1830307 -0.03004382
  0.1895231 -0.03032657
  0.1960195 -0.03059621
  0.2025171 -0.03085302
  0.2090138 -0.03109671
  0.2155091 -0.03132692
  0.2220048 -0.03154339
  0.2285042 -0.03174609
  0.235011 -0.03193598
  0.2415273 -0.03211422
  0.2480533 -0.0322819
  0.2545879 -0.03244007
  0.2611284 -0.03258924
  0.2676727 -0.03272963
  0.2742191 -0.03286152
  0.2807662 -0.03298517
  0.2873132 -0.03310072
  0.2938597 -0.03320808
  0.3004055 -0.03330712
  0.3069508 -0.03339774
  0.313496 -0.03347983
  0.3200417 -0.03355336
  0.3265878 -0.03361834
  0.3331336 -0.03367478
  0.3396777 -0.03372267
  0.3462183 -0.03376186
  0.3527537 -0.03379173
  0.3592829 -0.03381155
  0.365806 -0.03382061
  0.3723238 -0.0338182
  0.3788378 -0.03380383
  0.3853497 -0.0337774
  0.3918607 -0.03373883
  0.3983717 -0.03368806
  0.4048832 -0.03362499
  0.4113954 -0.03354964
  0.4179083 -0.03346208
  0.4244219 -0.03336241
  0.430936 -0.03325073
  0.4374503 -0.03312714
  0.4439645 -0.03299172
  0.4504786 -0.0328445
  0.4569929 -0.03268551
  0.4635083 -0.03251476
  0.4700259 -0.03233225
  0.4765474 -0.03213831
  0.4830744 -0.03193368
  0.4896083 -0.03171913
  0.4961504 -0.03149544
  0.502702 -0.03126337
  0.5092642 -0.03102389
  0.5158373 -0.03077819
  0.5224212 -0.03052752
  0.5290147 -0.03027315
  0.5356162 -0.0300164
  0.5422232 -0.02975814
  0.5488335 -0.02949863
  0.5554454 -0.02923811
  0.5620576 -0.0289768
  0.5686692 -0.02871487
  0.5752797 -0.02845232
  0.5818888 -0.02818894
  0.5884962 -0.02792452
  0.5951017 -0.02765885
  0.601705 -0.02739172
  0.6083063 -0.02712295
  0.6149054 -0.02685234
  0.6215029 -0.02657972
  0.6280993 -0.02630489
  0.6346954 -0.02602766
  0.6412919 -0.02574796
  0.6478886 -0.0254658
  0.6544846 -0.02518124
  0.661078 -0.02489436
  0.6676662 -0.0246051
  0.6742469 -0.02431272
  0.6808189 -0.02401628
  0.6873821 -0.02371482
  0.6939378 -0.02340733
  0.7004879 -0.02309296
  0.7070338 -0.02277122
  0.7135755 -0.02244166
  0.7201119 -0.02210392
  0.7266407 -0.02175763
  0.7331596 -0.02140201
  0.7396687 -0.021036
  0.7461703 -0.02065844
  0.7526691 -0.02026802
  0.7591714 -0.01986439
  0.7656828 -0.01944862
  0.7722067 -0.01902198
  0.7787445 -0.01858586
  0.7852956 -0.01814174
  0.7918585 -0.01769105
  0.7984317 -0.01723522
  0.8050132 -0.01677569
  0.8116014 -0.01631371
  0.8181939 -0.01584991
  0.8247884 -0.01538482
  0.8313821 -0.01491898
  0.8379717 -0.01445251
  0.8445536 -0.01398465
  0.8511234 -0.01351461
  0.8576763 -0.01304155
  0.8642077 -0.01256351
  0.8707153 -0.01207761
  0.8771993 -0.01158085
  0.8836625 -0.01107048
  0.8901106 -0.01054457
  0.896552 -0.010001
  0.9029979 -0.009438056
  0.9094575 -0.008857165
  0.9159323 -0.008261202
  0.9224162 -0.007654572
  0.9289 -0.007044816
  0.9353753 -0.00643995
  0.9418326 -0.005844189
  0.9482507 -0.00525726
  0.9545924 -0.004680791
  0.9607861 -0.004123086
  0.9667232 -0.003592571
  0.9723098 -0.003073291
  0.977507 -0.002551744
  0.9822836 -0.002074225
  0.9865895 -0.001668923
  0.990423 -0.001225453
  0.9938639 -0.0007525955
  0.997113 -0.0005889075
  1.0 -0.00029
