FX 84-W-150
  1.0 0.0
  0.9964766 0.0005013027
  0.9921801 0.001196069
  0.9876292 0.001985428
  0.9828207 0.002876585
  0.9777491 0.003872931
  0.9724169 0.004970008
  0.9668428 0.006159549
  0.9610516 0.00743913
  0.9550582 0.008807187
  0.9488762 0.01025653
  0.9425318 0.01177545
  0.9360583 0.01335557
  0.9294793 0.01499194
  0.9228061 0.01668091
  0.9160474 0.01841784
  0.9092125 0.02019749
  0.9023114 0.02201457
  0.8953541 0.02386354
  0.8883506 0.02573926
  0.8813087 0.02763849
  0.8742319 0.02955921
  0.8671198 0.03149982
  0.8599726 0.03345733
  0.8527945 0.03542747
  0.8455936 0.03740527
  0.8383811 0.03938684
  0.8311682 0.04136845
  0.8239664 0.04334618
  0.8167842 0.04531534
  0.8096243 0.04727226
  0.8024833 0.04921494
  0.7953535 0.0511437
  0.7882292 0.05306026
  0.7811098 0.05496516
  0.7739998 0.05685755
  0.7669061 0.05873453
  0.7598337 0.06059267
  0.7527836 0.06242951
  0.7457535 0.06424357
  0.7387392 0.06603469
  0.7317363 0.06780321
  0.7247412 0.06954931
  0.7177508 0.07127303
  0.7107627 0.07297454
  0.7037764 0.07465397
  0.6967934 0.07631098
  0.6898172 0.0779448
  0.6828524 0.07955382
  0.6759026 0.08113567
  0.6689686 0.08268848
  0.6620484 0.084211
  0.6551379 0.08570265
  0.6482321 0.08716416
  0.6413272 0.08859638
  0.6344208 0.08999989
  0.6275116 0.09137492
  0.6205998 0.09272141
  0.6136868 0.09403895
  0.6067748 0.09532695
  0.5998674 0.09658466
  0.5929691 0.09781114
  0.5860842 0.09900459
  0.5792144 0.1001632
  0.5723586 0.1012855
  0.565513 0.1023706
  0.5586713 0.1034183
  0.5518271 0.1044299
  0.5449768 0.1054067
  0.5381188 0.1063494
  0.5312544 0.1072587
  0.5243869 0.1081342
  0.5175203 0.1089751
  0.5106587 0.1097803
  0.5038057 0.1105488
  0.496965 0.1112798
  0.4901395 0.1119722
  0.4833299 0.1126246
  0.4765345 0.1132359
  0.469749 0.113805
  0.462967 0.1143313
  0.4561809 0.1148154
  0.4493861 0.1152588
  0.4425815 0.1156628
  0.4357692 0.1160281
  0.428955 0.1163555
  0.4221458 0.1166441
  0.4153472 0.1168924
  0.4085632 0.1170994
  0.4017961 0.1172641
  0.3950464 0.1173855
  0.3883133 0.1174629
  0.381594 0.1174956
  0.3748842 0.1174827
  0.3681777 0.1174232
  0.3614678 0.117317
  0.3547504 0.1171652
  0.348026 0.116969
  0.3413 0.11673
  0.3345827 0.1164496
  0.3278856 0.1161273
  0.3212157 0.1157612
  0.3145743 0.1153491
  0.307957 0.1148886
  0.301355 0.1143776
  0.2947591 0.1138163
  0.2881634 0.113205
  0.2815659 0.1125447
  0.2749678 0.1118364
  0.2683734 0.1110807
  0.261788 0.110278
  0.2552175 0.1094289
  0.2486683 0.1085341
  0.242147 0.1075941
  0.2356573 0.1066076
  0.2291981 0.1055726
  0.2227639 0.1044862
  0.2163447 0.1033452
  0.2099309 0.1021493
  0.2035191 0.1009
  0.1971128 0.09960009
  0.1907229 0.09825386
  0.1843635 0.0968633
  0.1780455 0.09542859
  0.1717751 0.09394915
  0.1655544 0.09242368
  0.159383 0.09085072
  0.1532609 0.08922906
  0.1471888 0.08755775
  0.1411681 0.08583612
  0.1352009 0.0840642
  0.1292907 0.08224265
  0.1234417 0.0803726
  0.1176593 0.0784556
  0.1119501 0.07649345
  0.1063213 0.0744886
  0.1007812 0.07244419
  0.09533875 0.07036403
  0.09000499 0.06825319
  0.08479258 0.06611812
  0.07971481 0.0639662
  0.07478646 0.06180537
  0.07002337 0.05964491
  0.06544036 0.05749496
  0.06105037 0.05536495
  0.05686426 0.05326307
  0.05288901 0.05119701
  0.0491271 0.04917337
  0.04557821 0.04719765
  0.04224075 0.04527509
  0.03911071 0.04341025
  0.03618136 0.04160628
  0.03344482 0.03986364
  0.03089201 0.0381813
  0.02851224 0.03655763
  0.02629384 0.03499055
  0.02422502 0.03347759
  0.02229483 0.03201616
  0.02049289 0.03060379
  0.01880934 0.02923809
  0.01723487 0.0279167
  0.01576107 0.02663707
  0.01438201 0.02539557
  0.01309259 0.0241888
  0.01188772 0.02301398
  0.01076241 0.02186873
  0.009711773 0.02075102
  0.00873127 0.01965906
  0.007817304 0.01859102
  0.006966236 0.0175448
  0.006174303 0.01651817
  0.005437842 0.01550889
  0.00475341 0.01451479
  0.004117849 0.01353384
  0.003529062 0.01256431
  0.002986744 0.01160543
  0.002490978 0.01065735
  0.002041826 0.009720835
  0.001639147 0.008797068
  0.001282478 0.007887438
  0.0009709845 0.006993396
  0.0007040213 0.006116677
  0.0004811432 0.005258242
  0.0003014174 0.004417206
  0.0001638707 0.003591407
  6.785324e-05 0.002777824
  1.329701e-05 0.001972786
  9.423413e-07 0.001171996
  3.195992e-05 0.0003710722
  0.0001072089 -0.0004328218
  0.0002284361 -0.001241397
  0.0003983447 -0.002055357
  0.0006204433 -0.002874233
  0.0008988283 -0.003696075
  0.001237736 -0.004517109
  0.001639015 -0.005333471
  0.002101698 -0.006142707
  0.002624185 -0.006942567
  0.00320445 -0.007730987
  0.003840175 -0.008506144
  0.004528937 -0.009266534
  0.00526984 -0.01001187
  0.006064253 -0.01074337
  0.006913723 -0.01146235
  0.007819666 -0.01217017
  0.008783187 -0.01286823
  0.0098048 -0.01355798
  0.01088519 -0.01424036
  0.01202707 -0.0149151
  0.01323359 -0.01558187
  0.01450811 -0.01624049
  0.01585423 -0.01689099
  0.01727588 -0.01753374
  0.01877793 -0.01816932
  0.02036703 -0.01879823
  0.02205063 -0.01942113
  0.02383671 -0.02003903
