AH 93-W-300
  1.0 0.0004
  0.9944518 0.002784343
  0.9881465 0.005329443
  0.9815646 0.007617144
  0.9747011 0.009936486
  0.9675211 0.01221693
  0.9598104 0.01454994
  0.9515338 0.01702222
  0.9427114 0.01963012
  0.9332843 0.02239002
  0.9232066 0.02532091
  0.9124868 0.02843097
  0.9011729 0.03171094
  0.8893003 0.03513714
  0.8768841 0.03870341
  0.8640167 0.04239154
  0.8508173 0.04615749
  0.8373175 0.04998237
  0.8235503 0.05386319
  0.8096146 0.05777535
  0.7956029 0.06168912
  0.7815715 0.0655847
  0.767552 0.06944967
  0.7535745 0.07327573
  0.7396982 0.07704794
  0.7259804 0.080745
  0.7124251 0.08435744
  0.6990092 0.08788965
  0.6857373 0.09134275
  0.6726383 0.09470865
  0.6597304 0.09797896
  0.6470129 0.1011507
  0.6344778 0.1042236
  0.6221179 0.1071977
  0.6099265 0.1100731
  0.5978949 0.1128513
  0.5860133 0.1155339
  0.5742751 0.1181232
  0.5626809 0.1206202
  0.5512365 0.1230239
  0.5399468 0.1253325
  0.5288134 0.1275449
  0.517835 0.1296608
  0.5070069 0.1316804
  0.4963218 0.1336044
  0.485771 0.1354348
  0.4753494 0.137174
  0.4650557 0.1388239
  0.4548923 0.1403857
  0.4448646 0.14186
  0.4349801 0.1432471
  0.4252481 0.1445473
  0.4156761 0.1457597
  0.4062679 0.1468837
  0.3970237 0.1479198
  0.3879422 0.1488686
  0.3790221 0.1497309
  0.3702627 0.1505078
  0.3616631 0.1512001
  0.3532212 0.1518086
  0.3449318 0.1523342
  0.3367876 0.152778
  0.3287805 0.1531419
  0.3209048 0.1534283
  0.3131582 0.1536397
  0.3055412 0.1537784
  0.2980554 0.153846
  0.2907009 0.1538436
  0.2834751 0.1537724
  0.2763735 0.1536334
  0.269391 0.1534286
  0.2625248 0.1531606
  0.2557753 0.1528323
  0.2491454 0.1524468
  0.2426394 0.1520064
  0.2362603 0.1515122
  0.2300083 0.1509648
  0.223881 0.1503649
  0.2178742 0.1497132
  0.2119835 0.1490114
