AH 93-W-300
  0.2062061 0.1482622
  0.2005406 0.1474681
  0.1949869 0.1466317
  0.1895456 0.1457558
  0.1842175 0.1448423
  0.1790026 0.1438932
  0.1739006 0.1429105
  0.1689109 0.1418961
  0.1640324 0.1408518
  0.1592639 0.1397792
  0.1546043 0.1386801
  0.1500521 0.1375559
  0.1456058 0.1364083
  0.1412638 0.1352388
  0.1370247 0.1340486
  0.1328867 0.1328392
  0.1288481 0.1316116
  0.1249074 0.1303672
  0.1210624 0.1291072
  0.1173117 0.1278324
  0.1136531 0.1265433
  0.1100846 0.1252405
  0.1066039 0.1239245
  0.1032084 0.1225956
  0.09989575 0.1212545
  0.09666348 0.1199017
  0.09350941 0.118538
  0.09043149 0.1171642
  0.08742773 0.115781
  0.08449625 0.1143892
  0.08163528 0.1129894
  0.07884325 0.1115822
  0.07611869 0.110168
  0.07346007 0.1087473
  0.07086588 0.1073204
  0.06833461 0.1058878
  0.06586477 0.1044499
  0.06345504 0.1030068
  0.06110429 0.1015588
  0.05881131 0.1001057
  0.05657485 0.09864772
  0.05439362 0.09718475
  0.05226634 0.0957168
  0.05019173 0.09424382
  0.0481687 0.09276574
  0.04619635 0.09128245
  0.04427375 0.08979388
  0.04240003 0.08829996
  0.04057431 0.08680065
  0.03879574 0.08529588
  0.0370635 0.08378563
  0.03537732 0.08226954
  0.03373724 0.08074703
  0.03214316 0.07921743
  0.03059488 0.07768003
  0.0290921 0.07613405
  0.02763446 0.07457869
  0.02622159 0.07301308
  0.0248531 0.07143658
  0.02352864 0.06984898
  0.02224788 0.06825007
  0.02101054 0.06663957
  0.01981634 0.06501714
  0.01866505 0.06338236
  0.01755648 0.06173478
  0.01649047 0.06007386
  0.01546627 0.05839953
  0.01448267 0.05671218
  0.01353856 0.05501221
  0.01263299 0.05330005
  0.01176509 0.05157616
  0.01093412 0.04984101
  0.01013941 0.04809509
  0.009380366 0.04633895
  0.008656224 0.04457307
  0.007965856 0.04279793
  0.007308171 0.04101407
  0.006682144 0.03922208
  0.006086805 0.03742265
  0.005521226 0.03561657
  0.00498452 0.03380466
  0.004475826 0.03198788
  0.003994344 0.0301672
  0.003539803 0.02834344
  0.003112325 0.02651728
  0.002712023 0.02468934
  0.002338993 0.02286029
  0.001993312 0.02103078
  0.001675035 0.01920146
  0.001384201 0.01737298
  0.001120827 0.01554599
  0.0008849246 0.01372113
  0.0006765882 0.01189904
  0.0004959308 0.01008022
  0.0003430419 0.008265017
  0.0002179997 0.006453618
  0.0001208832 0.004646066
  5.178298e-05 0.00284226
  1.081275e-05 0.00104196
  -1.879595e-06 -0.0007551998
  1.390402e-05 -0.002549608
  5.841671e-05 -0.004341515
  0.0001319542 -0.00613106
  0.0002348472 -0.007918281
  0.0003674541 -0.009703113
  0.0005301541 -0.01148539
  0.000723339 -0.01326486
  0.0009474061 -0.01504114
  0.001202749 -0.01681377
  0.001489733 -0.01858213
  0.00180871 -0.02034556
  0.002160046 -0.02210343
  0.002544134 -0.0238552
  0.002961393 -0.02560038
  0.003412282 -0.02733854
  0.003897302 -0.02906932
  0.004417008 -0.03079241
  0.004971899 -0.0325075
  0.005562323 -0.03421426
  0.006188656 -0.03591233
  0.006851334 -0.03760137
  0.007550857 -0.03928105
  0.008287791 -0.04095102
  0.00906278 -0.04261093
  0.009876542 -0.04426046
  0.01072962 -0.04589938
  0.0116222 -0.04752767
  0.01255449 -0.0491453
  0.01352678 -0.05075222
  0.01453939 -0.05234831
  0.01559275 -0.05393346
  0.01668731 -0.0555075
  0.01782361 -0.05707026
  0.01900203 -0.05862192
  0.02022291 -0.06016287
  0.02148661 -0.06169348
  0.02279353 -0.06321409
  0.02414411 -0.06472501
  0.02553887 -0.06622652
  0.02697832 -0.06771885
  0.02846306 -0.06920249
  0.02999374 -0.07067832
  0.03157102 -0.0721472
  0.03319547 -0.07361001
  0.03486763 -0.07506757
  0.03658792 -0.07652068
  0.03835661 -0.07797009
  0.04017409 -0.07941637
  0.04204136 -0.08085978
  0.04395956 -0.08230053
  0.04592985 -0.08373887
  0.04795342 -0.08517511
  0.05003151 -0.08660957
  0.05216541 -0.08804262
  0.05435653 -0.0894747
  0.05660647 -0.09090631
  0.05891678 -0.09233792
  0.06128887 -0.09376997
  0.063724 -0.09520286
  0.06622317 -0.09663697
  0.0687871 -0.09807249
  0.0714168 -0.09950894
  0.07411356 -0.1009454
  0.07687875 -0.1023808
  0.0797138 -0.1038143
  0.08262028 -0.105245
  0.08559991 -0.106672
  0.08865459 -0.1080945
  0.0917862 -0.109512
  0.09499653 -0.1109237
  0.09828728 -0.112329
  0.10166 -0.1137271
  0.1051159 -0.115117
  0.1086564 -0.1164979
  0.1122827 -0.1178686
  0.1159956 -0.1192278
  0.1197959 -0.1205743
  0.1236842 -0.1219068
  0.1276604 -0.1232239
  0.1317248 -0.1245236
  0.1358776 -0.1258036
  0.1401191 -0.127062
  0.1444494 -0.1282966
  0.1488692 -0.1295052
  0.153379 -0.1306859
  0.1579794 -0.131837
  0.162671 -0.1329567
  0.1674544 -0.1340431
  0.1723298 -0.1350945
  0.1772978 -0.1361091
  0.1823588 -0.1370853
  0.1875128 -0.1380216
  0.1927598 -0.1389165
  0.1980994 -0.1397682
  0.203531 -0.1405753
  0.2090541 -0.1413357
  0.2146679 -0.1420478
  0.2203715 -0.1427097
  0.2261639 -0.1433196
  0.2320441 -0.1438758
  0.2380116 -0.1443762
  0.2440663 -0.1448188
  0.2502088 -0.1452019
  0.2564406 -0.1455238
  0.2627632 -0.1457831
  0.2691777 -0.1459789
  0.2756841 -0.1461101
  0.2822816 -0.1461756
  0.2889688 -0.146174
  0.2957446 -0.1461035
  0.302609 -0.1459622
  0.3095632 -0.1457482
  0.3166099 -0.1454597
  0.3237521 -0.1450952
  0.3309926 -0.1446533
  0.3383334 -0.1441324
  0.3457757 -0.1435312
  0.3533211 -0.1428478
  0.3609728 -0.14208
  0.3687366 -0.1412252
  0.3766211 -0.1402804
  0.3846367 -0.1392434
  0.3927922 -0.1381127
  0.4010937 -0.1368871
  0.4095429 -0.1355661
  0.4181402 -0.1341475
  0.4268888 -0.132628
  0.4357968 -0.1310032
  0.4448781 -0.1292677
  0.4541527 -0.127416
  0.4636457 -0.125441
  0.4733891 -0.1233341
  0.4834207 -0.1210878
  0.4937749 -0.1186975
  0.5044749 -0.1161626
  0.5155284 -0.1134845
  0.5269348 -0.1106647
  0.5386901 -0.1077063
  0.5507886 -0.1046119
  0.5632307 -0.1013813
  0.5760293 -0.09801211
  0.5891972 -0.09450746
  0.6027151 -0.09088255
  0.6165173 -0.0871639
  0.6305015 -0.08338476
  0.6445434 -0.07958607
  0.6585282 -0.07581029
  0.672376 -0.07209026
  0.686037 -0.0684463
  0.6994807 -0.06489124
  0.7126836 -0.06143438
  0.7256085 -0.05808715
  0.7382172 -0.0548639
  0.7505139 -0.05177196
  0.7625426 -0.04880466
  0.7743259 -0.04595008
  0.7858327 -0.04320849
  0.7970188 -0.04059158
  0.8078757 -0.03810607
  0.8184193 -0.03574957
  0.8286558 -0.033518
  0.8385762 -0.03141092
  0.8481757 -0.02943064
  0.8574662 -0.02757615
  0.866467 -0.02584226
  0.8751877 -0.02422317
  0.8836287 -0.02271574
  0.8917938 -0.02132104
  0.8996988 -0.02003867
  0.9073649 -0.0188654
  0.914813 -0.01779655
  0.9220611 -0.01682794
  0.9291237 -0.01595688
  0.9360097 -0.01518162
  0.942729 -0.01450428
  0.949308 -0.01392965
  0.9557861 -0.01345886
  0.9621828 -0.0130876
  0.9684895 -0.01282368
  0.9747505 -0.01271201
  0.9810983 -0.01275471
  0.9875328 -0.01286502
  0.9940538 -0.01323394
  1.0 -0.01369
