FX 77-W-270
  0.007190642 0.03437362
  0.006439742 0.0326568
  0.005728573 0.03094336
  0.005046987 0.02923949
  0.004385811 0.02755161
  0.003739222 0.02588572
  0.003117394 0.02424369
  0.002535182 0.02262497
  0.002005528 0.02102817
  0.001539719 0.01945125
  0.001147717 0.01789168
  0.0008367807 0.01634663
  0.0006001535 0.01481361
  0.0004254153 0.01329066
  0.0003011714 0.01177621
  0.0002169025 0.01026899
  0.0001628195 0.008768008
  0.0001297568 0.007272499
  0.0001090957 0.005781923
  9.27098e-05 0.004295923
  7.293012e-05 0.002814313
  4.252325e-05 0.001337061
  -5.315004e-06 -0.0001357277
  -7.105069e-05 -0.001602189
  -0.0001373909 -0.003055789
  -0.000184757 -0.004489928
  -0.0001946662 -0.005898847
  -0.0001495266 -0.007277493
  -3.237379e-05 -0.008621384
  0.000173442 -0.009926474
  0.0004846172 -0.01118901
  0.0009183131 -0.01240542
  0.001489064 -0.01357354
  0.002176713 -0.0147052
  0.002940426 -0.01581973
  0.003737911 -0.01693608
  0.004525395 -0.01807262
  0.005280432 -0.01923518
  0.006017808 -0.02040952
  0.006756453 -0.02157971
  0.007516009 -0.02272992
  0.008316903 -0.02384442
  0.009180547 -0.02490748
  0.01012875 -0.02590389
  0.011166 -0.0268342
  0.01227971 -0.02771364
  0.01345575 -0.02855831
  0.01467864 -0.02938489
  0.01593119 -0.03021088
  0.0171942 -0.0310547
  0.018453 -0.03192856
  0.01971069 -0.0328251
  0.02097422 -0.033733
  0.02225134 -0.03464041
  0.02355067 -0.03553497
  0.02488174 -0.03640378
  0.02625518 -0.03723338
  0.02768141 -0.03801182
  0.02916125 -0.03874304
  0.03069059 -0.03943868
  0.03226466 -0.04011123
  0.03387784 -0.0407742
  0.03552352 -0.04144227
  0.03719383 -0.04213147
  0.03887977 -0.0428587
  0.04057798 -0.04362885
  0.04229231 -0.04443281
  0.04402759 -0.04525985
  0.04578947 -0.04609823
  0.04758445 -0.04693516
  0.04942004 -0.04775677
  0.05130498 -0.04854791
  0.05324813 -0.04929499
  0.05525177 -0.05000129
  0.05731516 -0.05067743
  0.0594369 -0.05133524
  0.06161481 -0.05198804
  0.0638456 -0.05265087
  0.06612463 -0.05334068
  0.06844599 -0.0540753
  0.07080857 -0.05485712
  0.07321593 -0.05567555
  0.0756726 -0.05651821
  0.07818424 -0.0573711
  0.08075781 -0.05821848
  0.08340199 -0.05904274
  0.08612705 -0.05982585
  0.08893907 -0.06056756
  0.09184031 -0.06128069
  0.09483211 -0.0619803
  0.09791442 -0.06268391
  0.1010852 -0.06341188
  0.1043398 -0.06418755
  0.1076745 -0.06502222
  0.1110915 -0.06590222
  0.1145953 -0.06680892
  0.1181922 -0.06772087
  0.1218917 -0.06861372
  0.125707 -0.06946044
  0.1296508 -0.07025226
  0.1337303 -0.07100732
  0.1379503 -0.07174881
  0.1423122 -0.07250426
  0.1468119 -0.07330618
  0.1514408 -0.07417863
  0.1561951 -0.07510417
  0.161076 -0.0760531
  0.1660899 -0.07699154
  0.1712507 -0.07788146
  0.1765785 -0.07869958
  0.1820881 -0.07946811
  0.1877873 -0.08022051
  0.1936741 -0.08099618
  0.1997321 -0.08183627
  0.2059403 -0.08273462
  0.2122868 -0.08364986
  0.218772 -0.08453614
  0.2254134 -0.08534563
  0.2322391 -0.08606995
  0.2392672 -0.08674746
  0.2464974 -0.08742394
  0.2539035 -0.08814843
  0.2614412 -0.08892132
  0.2690809 -0.08969256
  0.2768191 -0.09040871
  0.2846833 -0.09102188
  0.2927129 -0.09154513
  0.3009245 -0.09202659
  0.3092994 -0.09251895
  0.3177787 -0.09305502
  0.3263059 -0.09359353
  0.3348634 -0.09407894
  0.3434787 -0.09445877
  0.3522078 -0.09472855
  0.361082 -0.09493457
  0.3700827 -0.09512839
  0.3791357 -0.09534868
  0.3881621 -0.09555975
  0.3971391 -0.09570588
  0.4061035 -0.09573465
  0.4151326 -0.09563626
  0.4242754 -0.09545606
  0.4335185 -0.09524674
  0.4427791 -0.09505347
  0.4519609 -0.09484936
  0.4610336 -0.09458147
  0.4700363 -0.09419832
  0.479056 -0.09368098
  0.4881522 -0.09306882
  0.4973112 -0.09241261
  0.5064399 -0.09176392
  0.5154191 -0.09110553
  0.5242106 -0.09037839
  0.532862 -0.08952233
  0.5414848 -0.08849017
  0.5501897 -0.08730347
  0.5590115 -0.08600975
  0.5678885 -0.08467424
  0.5766733 -0.08333216
  0.5852575 -0.0819382
  0.5936364 -0.08043185
  0.6018864 -0.07874592
  0.6101394 -0.07686665
  0.618514 -0.07484186
  0.6270844 -0.07273557
  0.6358683 -0.07062735
  0.6448195 -0.06853377
  0.6538785 -0.06642492
  0.6629956 -0.06426482
  0.6721434 -0.06204409
  0.6813277 -0.05981084
  0.6905789 -0.05761629
  0.6999477 -0.05549602
  0.7094641 -0.05342284
  0.719104 -0.05135666
  0.7287846 -0.04927514
  0.738424 -0.04721988
  0.7480135 -0.04524544
  0.7576169 -0.04338184
  0.7673018 -0.04159423
  0.7770567 -0.0398324
  0.7867849 -0.03807524
  0.7964023 -0.03637636
  0.8059236 -0.03479216
  0.8154367 -0.0333329
  0.824989 -0.03193788
  0.8345271 -0.03055258
  0.8439512 -0.02919651
  0.8532458 -0.02793903
  0.8624863 -0.02681501
  0.8717258 -0.02577367
  0.880905 -0.02475833
  0.8899192 -0.02379404
  0.8987683 -0.02295572
  0.9075394 -0.02225903
  0.9162525 -0.02163291
  0.9248149 -0.02103912
  0.9331692 -0.02054178
  0.9413669 -0.02018546
  0.9494392 -0.01991953
  0.9573285 -0.01971265
  0.9650111 -0.01961971
  0.9725275 -0.01965008
  0.9798664 -0.01976755
  0.9870216 -0.02003374
  0.994031 -0.02043417
  1.0 -0.02081
