FX 77-W-270
  1.0 0.02135
  0.9945212 0.02267858
  0.9881112 0.02401378
  0.9814706 0.02540943
  0.9745536 0.02678878
  0.9673603 0.02818775
  0.95993 0.02964895
  0.9522822 0.0311818
  0.9444311 0.03274407
  0.9364168 0.0343368
  0.9282697 0.03602018
  0.9199812 0.0377878
  0.9115472 0.0395639
  0.903001 0.04133776
  0.8943721 0.04318372
  0.8856479 0.0451393
  0.8768024 0.04714231
  0.8678452 0.04912516
  0.8588172 0.05111848
  0.8497337 0.05319584
  0.8405672 0.05537998
  0.8312887 0.05761346
  0.8219091 0.05983248
  0.8124739 0.06205077
  0.8030093 0.06432474
  0.7935028 0.0666918
  0.7839265 0.06911468
  0.7742792 0.07153511
  0.7645965 0.0739288
  0.7549185 0.07633474
  0.7452583 0.07880164
  0.7355979 0.08133533
  0.7259181 0.0838898
  0.7162209 0.08641281
  0.7065352 0.08889536
  0.6968961 0.09137619
  0.6873254 0.09389682
  0.6778233 0.0964578
  0.6683742 0.09900894
  0.6589624 0.1014986
  0.6495806 0.1039057
  0.6402405 0.1062764
  0.6309574 0.1086648
  0.6217449 0.1111118
  0.612597 0.1135876
  0.603498 0.1160358
  0.5944294 0.1184034
  0.5853819 0.1206828
  0.5763626 0.1229312
  0.5673798 0.1252097
  0.5584397 0.1275698
  0.5495294 0.1299906
  0.5406258 0.1324159
  0.5317048 0.1347902
  0.5227482 0.1370822
  0.5137621 0.1393308
  0.5047668 0.1415852
  0.4957937 0.1438902
  0.4868676 0.1462413
  0.4779886 0.148586
  0.4691399 0.1508749
  0.4602918 0.1530715
  0.4514304 0.155196
  0.4425755 0.1572883
  0.4337771 0.159381
  0.4251025 0.1614785
  0.4165886 0.1635291
  0.4082325 0.1654847
  0.4000008 0.1673101
  0.3918479 0.1689939
  0.3837541 0.1705501
  0.3757332 0.1719882
  0.367827 0.1733127
  0.3600863 0.1745095
  0.3525244 0.1755469
  0.3451107 0.1764021
  0.3377825 0.1770569
  0.3304572 0.1775105
  0.3230742 0.1777994
  0.3156191 0.1779609
  0.3081287 0.178033
  0.3006869 0.1780393
  0.2933662 0.1779513
  0.2861834 0.1777346
  0.2791073 0.1773566
  0.2720698 0.1767923
  0.2650027 0.176061
  0.2578794 0.1751964
  0.2507231 0.1742399
  0.2436089 0.1732322
  0.2366206 0.1721607
  0.2297893 0.1709916
  0.2230955 0.1696867
  0.2164805 0.168209
  0.209874 0.1665693
  0.2032452 0.164805
  0.196614 0.1629685
  0.190052 0.161118
  0.1836488 0.1592536
  0.1774447 0.1573427
  0.1714302 0.1553448
  0.1655613 0.1532185
  0.1597765 0.1509711
  0.1540439 0.1486414
  0.1483697 0.1462818
  0.142795 0.1439533
  0.1373871 0.1416668
  0.132188 0.1393906
  0.1272021 0.1370864
  0.1224109 0.1347124
  0.1177734 0.1322517
  0.1132451 0.1297323
  0.1088026 0.127192
  0.104441 0.1246752
  0.1001718 0.1222257
  0.09603028 0.119843
  0.09204479 0.1174997
  0.08822601 0.1151662
  0.08457287 0.1128119
  0.08107357 0.1104127
  0.07769731 0.1079791
  0.07441747 0.1055348
  0.07121688 0.1031061
  0.06808556 0.1007208
  0.06502068 0.09840481
  0.0620395 0.09615792
  0.05916373 0.09396096
  0.05640586 0.09179349
  0.05377189 0.08963533
  0.05126411 0.08746726
  0.04887596 0.08527846
  0.04658438 0.0830802
  0.04436847 0.08088801
  0.04221174 0.07871782
  0.04010127 0.07658568
  0.038027 0.07450719
  0.03598629 0.07249203
  0.03399519 0.0705299
  0.03206989 0.0686059
  0.03022246 0.06670564
  0.02846178 0.06481534
  0.02679436 0.06292189
  0.02522255 0.06101487
  0.02373195 0.05909839
  0.02230411 0.05718249
  0.02092325 0.05527734
  0.01957579 0.05339319
  0.01825006 0.05154016
  0.01693606 0.04972806
  0.01563145 0.04796211
  0.0143527 0.04623415
  0.01311703 0.0445334
  0.01193878 0.04284921
  0.01082993 0.04117121
  0.009800679 0.03948932
  0.00885782 0.03779483
  0.0079925 0.03608805
