S4083 (8%)
  1.0 0.0
  0.9972121 0.0008461233
  0.9936911 0.002002083
  0.9897951 0.003207088
  0.985536 0.00438343
  0.9809357 0.005518111
  0.9759962 0.006615816
  0.9707386 0.007688027
  0.9652101 0.008740677
  0.9594784 0.009778741
  0.953619 0.01080409
  0.9476916 0.01180907
  0.9417259 0.01279086
  0.9357241 0.0137519
  0.9296849 0.01469554
  0.9236129 0.01562437
  0.9175175 0.01653943
  0.9114074 0.0174405
  0.9052883 0.01832776
  0.8991623 0.01920194
  0.8930293 0.02006385
  0.8868885 0.02091428
  0.8807393 0.02175402
  0.874581 0.02258384
  0.8684133 0.02340464
  0.8622365 0.02421722
  0.8560524 0.02502227
  0.8498635 0.02582035
  0.8436729 0.02661141
  0.8374826 0.027395
  0.8312934 0.02817081
  0.8251045 0.02893872
  0.8189139 0.02969885
  0.8127189 0.0304519
  0.8065182 0.03119864
  0.8003113 0.03193975
  0.7940991 0.03267572
  0.7878835 0.03340685
  0.7816669 0.03413291
  0.7754507 0.03485357
  0.7692356 0.0355686
  0.7630214 0.03627786
  0.7568072 0.03698134
  0.7505916 0.03767933
  0.7443733 0.03837227
  0.7381518 0.03906057
  0.7319266 0.03974456
  0.7256981 0.04042454
  0.7194669 0.04110069
  0.7132336 0.04177301
  0.706999 0.04244147
  0.7007638 0.04310606
  0.6945286 0.04376676
  0.6882941 0.04442357
  0.6820608 0.04507636
  0.6758289 0.04572494
  0.6695984 0.04636914
  0.6633688 0.04700882
  0.6571394 0.04764387
  0.6509092 0.04827425
  0.6446771 0.04890015
  0.6384423 0.04952192
  0.6322046 0.05013984
  0.6259641 0.05075416
  0.6197216 0.05136509
  0.6134782 0.05197275
  0.6072352 0.05257696
  0.6009937 0.05317738
  0.5947541 0.05377368
  0.5885166 0.05436561
  0.5822809 0.05495294
  0.5760462 0.0555355
  0.5698116 0.05611327
  0.5635764 0.05668633
  0.5573402 0.05725472
  0.5511032 0.05781842
  0.544866 0.05837741
  0.5386293 0.05893161
  0.5323944 0.05948073
  0.5261621 0.06002432
  0.5199328 0.06056196
  0.5137065 0.06109327
  0.5074827 0.06161789
  0.5012606 0.06213553
  0.4950388 0.06264604
  0.4888166 0.0631495
  0.4825933 0.06364595
  0.4763691 0.0641354
