AH 63-K-127/24
  1.0 0.0
  0.9977557 0.001299334
  0.9945399 0.002068892
  0.9907217 0.003025964
  0.9864079 0.004080557
  0.9814493 0.005243764
  0.9760423 0.006503337
  0.9704953 0.007751547
  0.9648205 0.008965387
  0.9589766 0.01015864
  0.9529711 0.01134202
  0.9468477 0.01252757
  0.9406754 0.01372006
  0.934508 0.01491746
  0.92836 0.01612366
  0.9222208 0.01734329
  0.9160833 0.0185784
  0.9099478 0.01982803
  0.903815 0.0210839
  0.8976807 0.02233667
  0.8915353 0.02357903
  0.8853742 0.02480958
  0.8792096 0.0260264
  0.8730713 0.02722403
  0.8669945 0.02839076
  0.860989 0.02951457
  0.8550324 0.03058974
  0.8490761 0.03161699
  0.8430674 0.03261273
  0.8369854 0.03359601
  0.8308507 0.03458005
  0.8247289 0.03557185
  0.8186971 0.03657742
  0.8127941 0.03760732
  0.8070195 0.03867632
  0.8013437 0.03980285
  0.7957206 0.04099944
  0.790111 0.04227059
  0.7844875 0.04361962
  0.7788341 0.04504839
  0.7731459 0.04655615
  0.7674251 0.04813841
  0.7616753 0.04978899
  0.7559017 0.0515008
  0.7501106 0.05326586
  0.7443092 0.05507394
  0.7385026 0.05690832
  0.7326954 0.05875041
  0.7268917 0.06058166
  0.7210951 0.06238381
  0.7153094 0.06414119
  0.7095386 0.06584713
  0.7037822 0.0674985
  0.6980355 0.06909356
  0.6922891 0.07063167
  0.6865293 0.07211363
  0.680743 0.07354431
  0.6749219 0.07492881
  0.6690627 0.0762708
  0.663168 0.07757265
  0.6572465 0.07883547
  0.6513098 0.08005771
  0.6453667 0.08123692
  0.6394219 0.08237163
  0.6334756 0.0834613
  0.6275237 0.08450615
  0.621559 0.08550787
  0.6155749 0.08646959
  0.6095674 0.08739403
  0.6035353 0.08828346
  0.5974798 0.08913973
  0.5914051 0.08996413
  0.585316 0.09075685
  0.5792164 0.09151799
  0.5731093 0.09224788
  0.5669965 0.09294701
  0.5608791 0.09361598
  0.5547572 0.09425513
  0.5486308 0.09486462
  0.5425 0.0954446
  0.5363649 0.09599521
  0.5302256 0.09651659
  0.5240823 0.0970089
  0.5179352 0.09747234
  0.5117843 0.09790708
  0.50563 0.09831333
  0.4994724 0.09869127
  0.4933118 0.09904108
  0.4871483 0.09936289
  0.4809823 0.09965684
  0.4748141 0.09992306
  0.4686438 0.1001617
  0.462472 0.1003728
  0.4562989 0.1005564
  0.4501252 0.1007124
  0.4439516 0.1008406
  0.4377791 0.1009409
  0.4316087 0.1010132
  0.4254417 0.1010572
  0.4192791 0.1010721
  0.4131214 0.1010575
  0.4069687 0.1010126
  0.4008209 0.1009369
  0.3946775 0.1008298
  0.3885379 0.1006911
  0.3824017 0.1005203
  0.3762685 0.1003172
  0.3701381 0.1000815
  0.3640103 0.09981282
  0.357885 0.0995111
  0.3517621 0.09917622
  0.3456418 0.09880812
  0.339524 0.09840671
  0.333409 0.09797192
  0.3272968 0.09750382
  0.3211872 0.09700246
  0.3150798 0.09646788
  0.3089738 0.09590008
  0.3028685 0.09529907
  0.296763 0.09466511
  0.2906574 0.09399859
  0.2845525 0.0933
  0.2784499 0.09256995
  0.2723519 0.09180895
  0.2662608 0.09101681
  0.2601782 0.09019315
  0.2541048 0.08933748
  0.2480405 0.08844925
  0.2419845 0.08752796
  0.2359355 0.08657345
  0.229892 0.08558548
  0.2238522 0.08456377
  0.2178144 0.08350797
  0.2117767 0.08241822
  0.2057392 0.08129517
  0.1997033 0.0801398
  0.1936726 0.07895346
  0.1876517 0.07773719
  0.1816442 0.07649079
  0.1756512 0.07521349
  0.1696711 0.07390396
  0.1637001 0.07256066
  0.1577351 0.07118304
  0.1517759 0.06977139
  0.1458255 0.06832674
  0.1398899 0.0668504
  0.1339751 0.06534217
  0.128084 0.06380094
  0.1222165 0.06222488
  0.1163706 0.06061189
  0.1105451 0.05896073
  0.104742 0.05727104
  0.09896634 0.05554319
  0.09322647 0.05377664
  0.08753374 0.0519711
  0.08190171 0.05012741
  0.07634532 0.04824479
  0.07087611 0.0463188
  0.06549968 0.04434375
  0.06021805 0.04231331
  0.05503637 0.04022296
  0.04996457 0.03807106
  0.04501705 0.03585855
  0.04021263 0.03358924
  0.035572 0.0312702
  0.03112928 0.02891448
  0.02694921 0.02655514
  0.0231018 0.02423859
  0.01963205 0.02199889
  0.0165419 0.01985318
  0.01381356 0.01781119
  0.01145474 0.01590426
  0.009462141 0.01416651
  0.007797485 0.01260383
  0.006403209 0.01119215
  0.005220975 0.009899236
