AH 63-K-127/24
  0.004205059 0.008698064
  0.003324358 0.007567905
  0.002566023 0.006498881
  0.001923395 0.005492915
  0.00138703 0.004553506
  0.0009440729 0.003680948
  0.0005877629 0.002872261
  0.0003178229 0.002117872
  0.000130574 0.001403758
  2.37102e-05 0.000715998
  -1.25338e-06 4.113102e-05
  6.056414e-05 -0.0006335161
  0.0002101875 -0.001313084
  0.0004520344 -0.001997107
  0.0007961908 -0.002679704
  0.001257072 -0.00334595
  0.00184729 -0.003981424
  0.002573381 -0.004586529
  0.003437428 -0.005166488
  0.004433852 -0.005732904
  0.005557625 -0.006301059
  0.006832631 -0.006876826
  0.008295957 -0.007467115
  0.00999551 -0.008085374
  0.01199069 -0.00874869
  0.01434904 -0.00946391
  0.01713495 -0.01023524
  0.02040664 -0.01106707
  0.02420276 -0.01194842
  0.02850137 -0.01285458
  0.03324519 -0.01375928
  0.03834346 -0.01463647
  0.04370372 -0.01546939
  0.04925777 -0.01624891
  0.05495467 -0.01697289
  0.06076628 -0.01764427
  0.06667091 -0.01826778
  0.07264864 -0.01884914
  0.07868258 -0.01939191
  0.08475858 -0.01989951
  0.0908656 -0.02037542
  0.0969958 -0.02082124
  0.103144 -0.02123847
  0.1093076 -0.02162881
  0.1154853 -0.02199361
  0.1216751 -0.02233413
  0.1278746 -0.02265158
  0.1340812 -0.02294676
  0.1402936 -0.02322018
  0.1465123 -0.02347242
  0.1527396 -0.0237043
  0.1589777 -0.02391721
  0.1652273 -0.02411263
  0.1714875 -0.024292
  0.177756 -0.02445655
  0.1840307 -0.024607
  0.190311 -0.02474408
  0.1965978 -0.02486855
  0.2028935 -0.02498139
  0.2092 -0.02508408
  0.215518 -0.02517816
  0.2218464 -0.02526519
  0.2281828 -0.02534652
  0.2345244 -0.02542278
  0.2408693 -0.02549437
  0.2472165 -0.02556171
  0.2535661 -0.02562523
  0.2599189 -0.02568541
  0.2662755 -0.02574279
  0.2726359 -0.02579786
  0.2789995 -0.02585115
  0.2853653 -0.02590305
  0.291732 -0.02595354
  0.2980982 -0.02600249
  0.3044628 -0.02604978
  0.3108243 -0.02609527
  0.3171814 -0.02613856
  0.3235333 -0.02617881
  0.3298791 -0.02621515
  0.3362186 -0.02624671
  0.3425516 -0.02627265
  0.3488786 -0.02629216
  0.3551997 -0.02630451
  0.3615157 -0.02630896
  0.3678272 -0.02630475
  0.3741351 -0.02629118
  0.3804401 -0.0262679
  0.3867436 -0.02623488
  0.3930467 -0.02619208
  0.3993509 -0.02613947
  0.4056578 -0.02607701
  0.4119691 -0.02600508
  0.4182859 -0.02592447
  0.4246085 -0.02583598
  0.4309367 -0.02574043
  0.4372696 -0.02563866
  0.4436055 -0.02553118
  0.449943 -0.02541808
  0.4562807 -0.02529942
  0.4626175 -0.02517527
  0.4689526 -0.02504567
  0.4752854 -0.0249105
  0.4816154 -0.02476931
  0.4879422 -0.02462161
  0.4942651 -0.02446689
  0.5005838 -0.02430468
  0.5068978 -0.02413455
  0.5132073 -0.02395622
  0.5195133 -0.02376942
  0.5258178 -0.02357385
  0.5321237 -0.02336917
  0.5384348 -0.02315517
  0.5447546 -0.02293268
  0.5510844 -0.02270291
  0.5574236 -0.02246719
  0.5637691 -0.02222693
  0.5701157 -0.02198344
  0.5764573 -0.0217364
  0.5827897 -0.02148459
  0.5891109 -0.02122674
  0.5954212 -0.0209615
  0.6017227 -0.02068746
  0.6080189 -0.02040374
  0.614312 -0.02010982
  0.6206026 -0.01980527
  0.6268896 -0.01948973
  0.6331705 -0.01916289
  0.6394418 -0.01882393
  0.6457016 -0.01847155
  0.6519498 -0.01810434
  0.6581881 -0.01772082
  0.6644201 -0.01731943
  0.6706507 -0.01689989
  0.6768844 -0.01646299
  0.6831254 -0.01600951
  0.6893769 -0.01554027
  0.6956416 -0.01505616
  0.7019213 -0.01455861
  0.7082159 -0.0140495
  0.7145228 -0.01353096
  0.7208375 -0.01300531
  0.7271531 -0.01247465
  0.7334631 -0.01193894
  0.739764 -0.0113973
  0.7460559 -0.01084854
  0.752342 -0.01029125
  0.7586283 -0.009724602
  0.7649197 -0.009149104
  0.7712184 -0.00856556
  0.777524 -0.00797503
  0.7838337 -0.007378672
  0.7901436 -0.006777006
  0.7964517 -0.006170202
  0.802758 -0.005558259
  0.809064 -0.004941208
  0.8153713 -0.004320997
  0.8216771 -0.003700974
  0.8279741 -0.003084968
  0.8342502 -0.002477415
  0.8404929 -0.001884673
  0.8466961 -0.001313353
  0.8528602 -0.0007691728
  0.8589916 -0.000256792
  0.8650989 0.0002212619
  0.871189 0.0006629258
  0.8772673 0.001065923
  0.8833372 0.001428399
  0.8894016 0.001749639
  0.8954628 0.002029004
  0.9015234 0.002265961
  0.907586 0.002461246
  0.9136551 0.002616142
  0.9197366 0.002731805
  0.925831 0.002808754
  0.9319181 0.002847145
  0.9379564 0.002846341
  0.9439174 0.002797469
  0.9498298 0.002688197
  0.9557648 0.002513676
  0.9617463 0.002287937
  0.9676977 0.002028077
  0.9735145 0.001737622
  0.9791312 0.001426772
  0.9843803 0.001147564
  0.9890545 0.0008742362
  0.9931968 0.0005099979
  0.9969606 0.0002256301
  1.0 0.0
