E221  (9.39%)                
  1.0 0.0
  0.9970616 8.323565e-05
  0.9931994 0.0002466723
  0.988808 0.0004935321
  0.9839247 0.0008206298
  0.9786118 0.001220021
  0.9729637 0.001682615
  0.9670779 0.002193323
  0.9610158 0.002740263
  0.9548263 0.003314715
  0.9485524 0.003907427
  0.9422255 0.004510449
  0.9358678 0.005120524
  0.9294965 0.0057359
  0.9231233 0.006355284
  0.9167548 0.006977954
  0.9103932 0.007604229
  0.9040397 0.008234933
  0.8976942 0.008870971
  0.8913561 0.009513329
  0.8850237 0.01016303
  0.8786952 0.01082059
  0.8723683 0.01148611
  0.8660417 0.01215968
  0.8597139 0.01284134
  0.8533839 0.0135311
  0.8470513 0.01422893
  0.8407155 0.01493454
  0.8343764 0.01564757
  0.8280338 0.01636762
  0.8216878 0.01709427
  0.8153387 0.01782709
  0.8089868 0.01856563
  0.8026327 0.0193095
  0.7962769 0.02005844
  0.7899195 0.02081222
  0.7835607 0.02157061
  0.7772005 0.02233342
  0.7708386 0.02310046
  0.7644748 0.02387157
  0.7581085 0.02464654
  0.7517393 0.02542509
  0.7453671 0.02620694
  0.7389916 0.02699175
  0.7326131 0.02777919
  0.7262316 0.0285689
  0.7198477 0.0293605
  0.7134619 0.03015358
  0.7070748 0.03094772
  0.7006869 0.03174246
  0.6942989 0.03253739
  0.6879112 0.03333207
  0.6815246 0.03412607
  0.6751394 0.03491896
  0.6687564 0.03571031
  0.6623758 0.03649966
  0.6559983 0.03728656
  0.6496242 0.03807052
  0.6432538 0.0388511
  0.6368874 0.03962786
  0.6305252 0.04040036
  0.6241674 0.04116817
  0.617814 0.04193088
  0.6114651 0.04268801
  0.6051207 0.04343909
  0.5987807 0.04418364
  0.592445 0.04492118
  0.5861134 0.04565127
  0.5797857 0.04637344
  0.5734616 0.04708726
  0.5671408 0.04779229
  0.560823 0.04848819
  0.5545079 0.04917467
  0.5481954 0.04985142
  0.5418852 0.05051815
  0.5355772 0.05117453
  0.5292713 0.05182025
  0.5229675 0.05245499
  0.5166659 0.05307843
  0.5103664 0.05369025
  0.5040691 0.05429012
  0.497774 0.05487774
  0.4914812 0.0554528
  0.4851906 0.05601498
  0.4789021 0.05656398
  0.4726158 0.0570995
  0.4663316 0.05762124
  0.4600494 0.05812889
  0.4537692 0.05862216
  0.447491 0.05910073
  0.4412149 0.05956432
  0.434941 0.0600126
