NACA 16-012
  1.0 0.0012
  0.997008 0.002030792
  0.9933945 0.00302461
  0.98959 0.004059682
  0.9855765 0.0051391
  0.981335 0.006265895
  0.9768464 0.007442795
  0.9720925 0.008671832
  0.9670588 0.009953759
  0.9617375 0.01128724
  0.9561322 0.01266782
  0.9502634 0.01408693
  0.944173 0.01553126
  0.9379202 0.0169843
  0.9316216 0.01841782
  0.9253445 0.01981672
  0.9190446 0.0211912
  0.912718 0.0225421
  0.9064475 0.02385229
  0.9002439 0.02512069
  0.8940986 0.02635019
  0.8879978 0.02754449
  0.881929 0.02870672
  0.8758816 0.02983953
  0.869846 0.03094509
  0.8638142 0.03202523
  0.857779 0.03308142
  0.8517342 0.03411489
  0.8456745 0.0351266
  0.8395955 0.0361173
  0.8334936 0.0370875
  0.8273662 0.03803757
  0.8212115 0.03896765
  0.8150289 0.03987774
  0.8088185 0.04076767
  0.8025818 0.04163713
  0.7963214 0.04248568
  0.7900408 0.04331285
  0.7837433 0.04411828
  0.7774322 0.04490167
  0.7711106 0.04566283
  0.7647811 0.04640162
  0.7584461 0.04711798
  0.7521077 0.04781192
  0.7457679 0.04848351
  0.739428 0.04913287
  0.7330894 0.04976018
  0.7267527 0.05036565
  0.7204187 0.05094955
  0.7140876 0.05151215
  0.7077592 0.05205378
  0.7014333 0.05257477
  0.6951091 0.05307547
  0.6887858 0.05355623
  0.6824625 0.05401736
  0.6761385 0.05445918
  0.669813 0.05488198
  0.6634855 0.05528603
  0.6571555 0.05567161
  0.6508224 0.05603895
  0.6444859 0.05638831
  0.6381456 0.05671993
  0.6318014 0.05703403
  0.6254529 0.05733084
  0.6191002 0.05761057
  0.6127431 0.05787344
  0.6063818 0.05811966
  0.6000164 0.05834943
  0.593647 0.05856298
  0.5872739 0.05876055
  0.5808973 0.0589424
  0.5745173 0.0591088
  0.5681343 0.05926002
  0.5617484 0.05939632
  0.5553599 0.05951797
  0.5489689 0.05962524
  0.5425756 0.05971842
  0.5361803 0.05979778
  0.5297832 0.05986359
  0.5233844 0.05991615
  0.5169843 0.05995573
  0.5105829 0.05998262
  0.5041806 0.0599971
  0.4977775 0.05999946
  0.4913738 0.05998989
  0.4849697 0.05996837
  0.4785654 0.05993491
  0.4721611 0.05988949
  0.4657568 0.05983213
  0.4593526 0.0597628
  0.4529487 0.05968151
  0.4465452 0.05958825
  0.4401421 0.05948302
  0.4337394 0.05936582
  0.4273372 0.05923663
  0.4209356 0.05909547
  0.4145344 0.05894232
  0.4081337 0.05877718
  0.4017335 0.05860004
  0.3953336 0.0584109
  0.3889341 0.05820976
  0.3825349 0.05799661
  0.3761359 0.05777145
  0.3697372 0.05753428
  0.3633387 0.05728511
  0.3569405 0.05702393
  0.3505426 0.05675075
  0.344145 0.05646557
  0.3377479 0.05616839
  0.3313513 0.05585921
  0.3249553 0.05553804
  0.31856 0.0552049
  0.3121655 0.05485978
  0.3057721 0.0545027
  0.2993798 0.05413367
  0.2929889 0.05375263
  0.2865995 0.05335933
  0.280212 0.05295344
