NACA 64(4)-421
  1.0 0.0
  0.9958705 0.0008508318
  0.9909173 0.001882793
  0.9857456 0.002973598
  0.9803409 0.004128112
  0.9746892 0.005351324
  0.9687781 0.006648146
  0.9625982 0.008023092
  0.9561448 0.009479817
  0.9494204 0.0110205
  0.942437 0.01264489
  0.9352142 0.01434984
  0.9277768 0.01613048
  0.9201513 0.01798085
  0.9123636 0.0198947
  0.9044351 0.02186633
  0.8963792 0.02389162
  0.8882018 0.02596808
  0.8799074 0.02809327
  0.8715021 0.03026418
  0.8629931 0.03247717
  0.8543894 0.03472801
  0.8457013 0.03701189
  0.8369408 0.03932414
  0.8281209 0.04166018
  0.8192553 0.04401515
  0.8103585 0.04638394
  0.8014451 0.0487613
  0.7925296 0.05114167
  0.7836246 0.05351876
  0.7747397 0.05588684
  0.7658813 0.05824104
  0.7570529 0.06057743
  0.7482548 0.0628929
  0.7394855 0.06518569
  0.7307435 0.06745489
  0.7220286 0.06969946
  0.7133415 0.07191812
  0.7046838 0.0741094
  0.696058 0.07627162
  0.6874666 0.07840268
  0.6789114 0.08050046
  0.6703929 0.08256321
  0.6619105 0.08458947
  0.6534629 0.0865781
  0.6450476 0.08852822
  0.6366619 0.09043952
  0.6283038 0.09231177
  0.6199719 0.09414462
  0.6116653 0.09593761
  0.6033834 0.09769017
  0.5951266 0.09940162
  0.5868953 0.101071
  0.5786909 0.1026971
  0.5705152 0.1042786
  0.5623708 0.1058143
  0.5542606 0.1073028
  0.5461882 0.1087429
  0.5381569 0.110133
  0.5301684 0.1114716
  0.522222 0.1127578
  0.5143154 0.1139911
  0.5064443 0.1151708
  0.4986026 0.116297
  0.4907835 0.1173698
  0.4829831 0.1183895
  0.4752034 0.1193561
  0.4674518 0.1202686
  0.4597408 0.1211259
  0.4520874 0.1219267
  0.4445124 0.1226696
  0.4370346 0.1233495
  0.429663 0.1239605
  0.4223954 0.124498
  0.4152213 0.1249586
  0.4081231 0.1253394
  0.401077 0.1256371
  0.3940537 0.1258486
  0.3870218 0.1259759
  0.3799556 0.1260241
  0.3728359 0.1259975
  0.3656506 0.1258997
  0.3583948 0.1257343
  0.3510727 0.1255054
  0.343698 0.1252179
  0.3362918 0.1248735
  0.3288738 0.1244716
  0.3214597 0.1240119
  0.3140607 0.123494
  0.3066835 0.1229178
  0.2993304 0.1222827
  0.2919993 0.1215881
  0.2846859 0.1208336
  0.2773869 0.1200194
  0.2701004 0.1191458
  0.2628261 0.1182131
  0.2555651 0.1172217
  0.24832 0.1161724
  0.2410948 0.1150663
  0.2338947 0.1139042
  0.2267261 0.1126874
  0.2195966 0.1114175
  0.2125143 0.1100965
  0.2054884 0.1087267
  0.1985284 0.107311
  0.1916441 0.1058525
  0.1848453 0.1043536
  0.178141 0.1028163
  0.1715389 0.1012426
  0.1650454 0.09963464
  0.1586657 0.09799457
  0.1524037 0.09632451
  0.1462625 0.09462659
  0.1402442 0.09290284
  0.1343526 0.09115552
  0.1285948 0.08938809
  0.1229802 0.08760512
  0.1175189 0.08581206
  0.1122207 0.08401488
  0.1070942 0.08221974
  0.1021465 0.08043264
  0.09738177 0.07865917
  0.09280231 0.07690427
  0.08840835 0.07517148
  0.08419864 0.07346324
  0.08017023 0.07178161
  0.07631865 0.07012821
  0.07263816 0.06850423
  0.06912211 0.06691042
  0.06576352 0.06534678
  0.06255542 0.06381244
  0.05949048 0.06230645
  0.05656123 0.06082778
  0.05376023 0.05937537
  0.05108019 0.05794817
  0.04851409 0.05654513
  0.04605524 0.05516522
  0.04369733 0.05380741
  0.04143505 0.05247058
  0.03926394 0.05115381
  0.03717997 0.04985643
  0.03517941 0.04857798
  0.03325877 0.0473181
  0.03141468 0.04607651
  0.02964391 0.04485298
  0.02794331 0.04364728
  0.02630984 0.04245919
  0.02474054 0.04128847
  0.02323251 0.04013487
  0.02178298 0.03899813
  0.02038928 0.03787795
  0.01904968 0.03677344
  0.01776336 0.03568304
  0.01652925 0.03460524
  0.01534606 0.03353863
  0.01421241 0.0324819
  0.01312682 0.03143384
  0.01208778 0.03039332
  0.01109379 0.02935933
  0.01014336 0.0283309
  0.009235068 0.02730717
  0.00836753 0.0262874
  0.007539642 0.02527141
  0.006750477 0.02425932
  0.005999179 0.02325132
  0.005284942 0.02224763
  0.004606992 0.02124848
  0.003965003 0.02025386
  0.003362025 0.01926143
  0.00280222 0.01826772
  0.002289119 0.01726928
  0.001825012 0.01626348
  0.001408581 0.01525108
  0.001037761 0.01423363
  0.0007107521 0.01321247
  0.0004259919 0.01218874
  0.0001821383 0.01116346
  -2.194621e-05 0.0101375
  -0.000187206 0.009111617
  -0.0003144018 0.008086493
  -0.0004041167 0.007062711
  -0.0004567591 0.00604079
  -0.0004725638 0.005021186
  -0.0004515885 0.004004301
  -0.0003937078 0.002990493
  -0.0002986035 0.001980077
  -0.0001657496 0.000973335
  5.607258e-06 -2.9484e-05
  0.0002161936 -0.00102836
  0.0004659522 -0.00202399
  0.0007547788 -0.003017133
  0.001082732 -0.004008431
  0.001450015 -0.004998411
  0.00185696 -0.005987475
  0.002304007 -0.006975891
  0.002791685 -0.007963778
  0.003320584 -0.008951084
  0.003891324 -0.009937559
  0.004504515 -0.01092272
  0.005160703 -0.01190579
  0.005860298 -0.0128857
  0.006603493 -0.01386095
  0.007390152 -0.01482962
  0.008219744 -0.01578938
  0.009092304 -0.0167391
  0.01000877 -0.01767925
  0.0109705 -0.01861094
  0.01197881 -0.01953538
  0.01303438 -0.02045336
  0.01413782 -0.02136565
  0.01528956 -0.02227303
  0.01648988 -0.02317627
  0.01773968 -0.02407616
  0.01904084 -0.02497347
  0.02039541 -0.02586913
  0.02180545 -0.02676417
  0.02327306 -0.0276598
  0.02480029 -0.02855741
  0.02638914 -0.02945861
  0.02804142 -0.03036523
  0.02975871 -0.03127938
  0.03154328 -0.03220239
  0.03339855 -0.03313444
  0.0353282 -0.0340756
  0.03733608 -0.03502597
  0.0394262 -0.03598566
  0.04160273 -0.03695481
  0.04387003 -0.0379336
  0.04623271 -0.03892231
  0.04869558 -0.03992133
  0.05126384 -0.04093123
  0.05394312 -0.04195284
  0.05673976 -0.04298726
  0.05966136 -0.04403532
  0.06271627 -0.04509769
  0.06591323 -0.04617508
  0.06926129 -0.04726826
  0.07276963 -0.04837803
  0.07644737 -0.04950531
  0.08030332 -0.0506511
  0.08434583 -0.05181596
  0.08858296 -0.05299896
  0.09302178 -0.05419854
  0.09766791 -0.05541279
  0.1025253 -0.05663944
  0.1075959 -0.05787595
  0.1128803 -0.05911909
  0.118376 -0.06036482
  0.1240774 -0.06160866
  0.1299757 -0.06284593
  0.1360595 -0.06407201
  0.1423157 -0.06528265
  0.1487309 -0.06647425
  0.1552933 -0.06764417
  0.1619937 -0.06879038
  0.1688249 -0.06991011
  0.1757786 -0.0710005
  0.1828462 -0.07205888
  0.1900184 -0.07308282
  0.1972859 -0.07407023
  0.2046396 -0.07501932
  0.2120707 -0.07592854
  0.2195708 -0.07679624
  0.2271306 -0.07762087
  0.2347406 -0.07840112
  0.2423911 -0.07913588
  0.2500719 -0.07982431
  0.2577731 -0.08046578
  0.2654853 -0.08105915
  0.2732016 -0.08160294
  0.280918 -0.08209601
  0.2886331 -0.08253749
  0.2963486 -0.08292664
  0.304069 -0.0832628
  0.3118009 -0.08354577
  0.3195487 -0.08377633
  0.3273108 -0.08395522
  0.3350796 -0.08408314
  0.3428412 -0.08416097
  0.3505759 -0.08418991
  0.358259 -0.08417092
  0.3658682 -0.08410032
  0.373393 -0.08397281
  0.3808354 -0.08378344
  0.3882078 -0.08352717
  0.3955318 -0.08319833
  0.4028375 -0.08279008
  0.4101632 -0.08229771
  0.4175462 -0.08172386
  0.4250165 -0.08107176
  0.4325966 -0.08034488
  0.4402997 -0.07954759
  0.4481271 -0.07868605
  0.4560658 -0.07776844
  0.4640914 -0.07679993
  0.4721806 -0.07578282
  0.4803151 -0.07471922
  0.4884829 -0.07361075
  0.4966789 -0.07245829
  0.5049055 -0.0712618
  0.5131705 -0.07002109
