AH 88-K-136/16
  1.00058 -0.0001
  0.9972474 0.0007304468
  0.9931464 0.001729622
  0.9887428 0.002702261
  0.9840323 0.003632892
  0.9789959 0.00452566
  0.9736335 0.005392495
  0.9679858 0.006241976
  0.9621093 0.007063727
  0.9560341 0.007850945
  0.9497773 0.008605941
  0.9433637 0.009332769
  0.9368262 0.01003516
  0.930206 0.01071773
  0.9235505 0.01138764
  0.9169089 0.01205368
  0.9103325 0.01271836
  0.903904 0.01336455
  0.8977437 0.01397038
  0.8919643 0.01453664
  0.8866065 0.01510541
  0.881642 0.01571164
  0.8770169 0.01637749
  0.872673 0.01707179
  0.8685718 0.01772205
  0.8646966 0.01827355
  0.8610398 0.01869027
  0.857596 0.01895541
  0.8543627 0.01912005
  0.8513241 0.01927279
  0.84845 0.01947855
  0.8457064 0.01978746
  0.8430587 0.02024477
  0.8404688 0.02088887
  0.8378882 0.02170927
  0.8352695 0.02268237
  0.8325662 0.02378505
  0.8297301 0.02498806
  0.82671 0.02624673
  0.8234589 0.02749054
  0.8199589 0.02868495
  0.8162159 0.02986695
  0.8122335 0.03110127
  0.807998 0.03248628
  0.8034489 0.0340987
  0.7985005 0.03594935
  0.793118 0.03800403
  0.7873987 0.04018157
  0.7815032 0.0424085
  0.7755312 0.0446366
  0.7695134 0.04684251
  0.7634607 0.0490096
  0.7573744 0.05112866
  0.7512551 0.05319897
  0.7451061 0.05522001
  0.7389326 0.05719033
  0.7327388 0.05910827
  0.7265272 0.06097283
  0.7202981 0.06278373
  0.714051 0.06454113
  0.7077846 0.06624534
  0.701497 0.06789696
  0.6951867 0.06949713
  0.6888531 0.07104683
  0.6824973 0.07254673
  0.6761209 0.07399707
  0.6697259 0.07539778
  0.6633133 0.07674891
  0.656884 0.07805068
  0.650438 0.07930346
  0.6439749 0.08050787
  0.6374938 0.08166463
  0.630993 0.0827745
  0.6244704 0.08383841
  0.6179242 0.08485783
  0.6113537 0.08583419
  0.6047595 0.08676872
  0.5981436 0.08766252
  0.5915087 0.08851626
  0.5848577 0.0893302
  0.578192 0.0901047
  0.5715127 0.09084027
  0.5648194 0.09153753
  0.5581112 0.0921973
  0.551387 0.09282062
  0.5446465 0.09340849
  0.5378897 0.09396187
  0.5311175 0.09448168
  0.5243311 0.09496874
  0.5175322 0.09542356
  0.5107224 0.09584654
  0.5039033 0.09623812
  0.4970766 0.09659878
  0.4902441 0.09692902
  0.4834071 0.09722912
  0.4765672 0.09749903
