AH 88-K-136/16
  0.4697252 0.0977387
  0.4628818 0.09794813
  0.4560371 0.09812732
  0.4491911 0.09827628
  0.4423434 0.09839511
  0.4354939 0.09848393
  0.4286425 0.09854286
  0.4217894 0.09857204
  0.4149352 0.09857159
  0.4080803 0.0985416
  0.4012255 0.09848201
  0.3943717 0.09839272
  0.3875198 0.09827364
  0.380671 0.09812469
  0.3738262 0.09794581
  0.3669867 0.09773686
  0.3601535 0.09749742
  0.3533273 0.09722706
  0.3465086 0.09692533
  0.3396974 0.09659177
  0.3328934 0.09622592
  0.3260963 0.09582739
  0.3193058 0.09539586
  0.3125221 0.09493105
  0.3057457 0.09443267
  0.2989773 0.0939005
  0.2922179 0.09333423
  0.2854688 0.09273339
  0.2787308 0.09209746
  0.2720051 0.09142596
  0.2652924 0.09071841
  0.2585934 0.08997428
  0.2519088 0.08919297
  0.2452392 0.08837383
  0.2385846 0.08751619
  0.2319453 0.08661937
  0.2253212 0.08568268
  0.2187129 0.08470553
  0.2121216 0.08368745
  0.2055494 0.08262812
  0.1989991 0.08152734
  0.1924734 0.08038446
  0.1859741 0.07919848
  0.1795016 0.07796819
  0.1730549 0.07669221
  0.1666333 0.07536942
  0.1602379 0.07399934
  0.1538719 0.07258205
  0.1475413 0.07111806
  0.1412521 0.06960688
  0.1350085 0.06804722
  0.1288119 0.06643732
  0.1226624 0.06477533
  0.1165613 0.0630602
  0.1105126 0.06129179
  0.1045225 0.05947054
  0.09859794 0.05759668
  0.092745 0.05567042
  0.08696963 0.0536923
  0.08128278 0.05166511
  0.07570247 0.04959494
  0.07025092 0.04748828
  0.06494694 0.04534949
  0.05980381 0.04318316
  0.0548403 0.04100114
  0.05008779 0.03882351
  0.04558124 0.03667112
  0.04134723 0.03456176
  0.03740078 0.0325121
  0.03375397 0.03054145
  0.03041283 0.02866608
  0.02737296 0.02689213
  0.02461777 0.02521931
  0.02212383 0.02364445
  0.01986708 0.0221638
  0.01782363 0.02077236
  0.01597155 0.01946253
  0.01429025 0.01822628
  0.01276054 0.01705606
  0.01136642 0.01594374
  0.01009386 0.01488197
  0.008930078 0.01386459
  0.007865233 0.01288548
  0.006891399 0.0119389
  0.006001041 0.0110202
  0.005188094 0.0101253
  0.004448578 0.009250173
  0.0037785 0.008391376
  0.003174709 0.007545971
  0.002637402 0.006711328
  0.00216687 0.005885362
  0.0017631 0.005066801
  0.001426746 0.004255252
  0.001158107 0.003449465
  0.0009612552 0.002650095
  0.0008434783 0.001862919
  0.0008008082 0.001093519
  0.0008205762 0.0003299865
  0.0009241478 -0.0004394532
  0.001095775 -0.001213563
  0.001361646 -0.001982852
  0.001703657 -0.00274693
  0.002122016 -0.003500886
  0.002622123 -0.004237544
  0.003199957 -0.004957803
  0.00384795 -0.005664567
  0.004564566 -0.006358902
  0.005350639 -0.00704143
  0.006207712 -0.007713074
  0.007139039 -0.008375066
  0.008147827 -0.009029043
  0.009238065 -0.009676819
  0.01041633 -0.01032006
  0.01168985 -0.01096111
  0.01306623 -0.01160304
  0.01455589 -0.0122474
  0.01617174 -0.01289507
  0.01792811 -0.01354759
  0.01984149 -0.01420686
  0.02193207 -0.0148734
  0.02422248 -0.01554779
  0.02673717 -0.01623137
  0.02950323 -0.01692443
  0.03254961 -0.01762501
  0.03590442 -0.01833116
  0.039595 -0.01904134
  0.04364539 -0.01975193
  0.04806764 -0.02045903
  0.05285914 -0.02115974
  0.05800292 -0.02184708
  0.06346631 -0.02251342
  0.06921231 -0.02315426
  0.07520585 -0.02376623
  0.08140845 -0.02434769
  0.08778396 -0.02489942
  0.09430099 -0.02542185
  0.1009303 -0.02591618
  0.1076469 -0.02638466
  0.114432 -0.02682835
  0.1212725 -0.0272482
  0.1281618 -0.02764592
  0.1350978 -0.02802409
  0.1420774 -0.02838566
  0.1490949 -0.02873361
  0.1561424 -0.0290701
  0.1632127 -0.02939616
  0.1703006 -0.02971287
  0.1774027 -0.03002134
  0.1845169 -0.03032229
  0.1916413 -0.03061632
  0.1987744 -0.03090404
  0.2059148 -0.03118597
  0.213061 -0.03146246
  0.2202117 -0.03173387
  0.2273652 -0.03200052
  0.2345203 -0.03226241
  0.2416754 -0.03251941
  0.2488294 -0.03277141
  0.255981 -0.03301821
  0.2631296 -0.03325949
  0.2702754 -0.03349486
  0.2774192 -0.03372402
  0.2845627 -0.03394682
  0.2917069 -0.03416342
  0.2988518 -0.03437394
  0.3059962 -0.03457849
  0.3131386 -0.03477692
  0.3202777 -0.03496885
  0.3274138 -0.03515393
  0.3345481 -0.03533184
  0.3416824 -0.0355025
  0.3488178 -0.03566609
  0.3559541 -0.03582274
  0.3630896 -0.03597259
  0.3702218 -0.03611543
  0.3773495 -0.03625077
  0.3844733 -0.03637813
  0.3915958 -0.03649706
  0.3987211 -0.03660756
  0.4058517 -0.03671026
  0.4129878 -0.03680582
  0.4201264 -0.03689486
  0.4272625 -0.03697757
  0.4343919 -0.03705314
  0.4415136 -0.03712068
  0.4486297 -0.03717932
  0.4557451 -0.03722846
  0.4628648 -0.03726867
  0.4699914 -0.03730076
  0.4771242 -0.03732552
  0.4842597 -0.03734365
  0.4913932 -0.03735492
  0.4985216 -0.03735872
  0.5056441 -0.03735441
  0.5127617 -0.03734142
  0.5198771 -0.03731952
  0.5269924 -0.03728879
  0.5341089 -0.03724931
  0.541227 -0.03720116
  0.5483463 -0.03714443
  0.5554666 -0.03707923
  0.5625874 -0.03700568
  0.5697085 -0.03692388
  0.5768298 -0.03683392
  0.5839509 -0.03673575
  0.5910712 -0.03662934
  0.5981897 -0.03651467
  0.605305 -0.03639165
  0.6124163 -0.03625992
  0.6195233 -0.03611905
  0.6266268 -0.03596862
  0.6337283 -0.03580824
  0.6408294 -0.03563792
  0.6479308 -0.0354578
  0.6550325 -0.03526805
  0.6621334 -0.03506879
  0.6692321 -0.0348599
  0.6763274 -0.03464113
  0.6834182 -0.03441229
  0.6905038 -0.0341731
  0.6975834 -0.03392317
  0.7046566 -0.03366208
  0.7117233 -0.03338939
  0.7187831 -0.03310462
  0.7258352 -0.03280718
  0.7328774 -0.03249653
  0.7399062 -0.03217221
  0.7469171 -0.03183339
  0.7539079 -0.03147854
  0.7608792 -0.03110589
  0.7678351 -0.03071358
  0.7747803 -0.03030052
  0.781714 -0.02986648
  0.7886293 -0.02941173
  0.7955139 -0.02893607
  0.8023584 -0.02843658
  0.8091629 -0.02790934
  0.8159365 -0.02734999
  0.8226912 -0.02675634
  0.8294298 -0.02612835
  0.8361437 -0.02546696
  0.8428186 -0.02477133
  0.8494499 -0.02403721
  0.8560478 -0.02325884
  0.8626315 -0.0224324
  0.8692133 -0.02155795
  0.8757935 -0.02063686
  0.882367 -0.01966905
  0.8889377 -0.01865194
  0.8955203 -0.01758265
  0.9021348 -0.01646061
  0.9088021 -0.01528649
  0.9155341 -0.01406895
  0.9223186 -0.01282287
  0.9291179 -0.01156356
  0.9358783 -0.01030932
  0.9425483 -0.009081781
  0.9490907 -0.007898408
  0.9554732 -0.006772318
  0.9616564 -0.005716037
  0.9675896 -0.004748325
  0.9732497 -0.003894887
  0.978647 -0.003164654
  0.9837976 -0.002545261
  0.9886465 -0.001998372
  0.9931199 -0.00145033
  0.9972319 -0.0008013245
  1.00058 -0.0001
