FX 83-W-227
  0.0006893341 0.006122064
  0.0004811591 0.005079929
  0.0003101667 0.00405287
  0.0001763095 0.003039354
  7.96633e-05 0.002037052
  2.06073e-05 0.001042963
  -6.725663e-09 5.345499e-05
  1.893757e-05 -0.0009356498
  7.750379e-05 -0.00192808
  0.0001759362 -0.002926707
  0.0003150518 -0.00393363
  0.0004960986 -0.004950127
  0.0007205949 -0.00597651
  0.0009901208 -0.007011898
  0.001305939 -0.008054078
  0.001667974 -0.009100915
  0.002075298 -0.01015083
  0.002526691 -0.01120241
  0.003020714 -0.01225451
  0.003555785 -0.01330626
  0.004130263 -0.01435717
  0.004742691 -0.01540717
  0.005392916 -0.01645685
  0.006081435 -0.01750697
  0.006808709 -0.01855821
  0.00757512 -0.01961119
  0.008380929 -0.02066643
  0.009226209 -0.02172433
  0.01011082 -0.02278512
  0.0110352 -0.02384847
  0.01200047 -0.02491368
  0.01300779 -0.02598002
  0.0140584 -0.02704673
  0.0151536 -0.02811305
  0.01629483 -0.02917821
  0.01748364 -0.03024148
  0.0187217 -0.03130233
  0.02001073 -0.03236057
  0.02135248 -0.03341597
  0.02274877 -0.03446829
  0.02420142 -0.03551724
  0.02571228 -0.03656248
  0.02728319 -0.0376036
  0.02891625 -0.03864037
  0.03061383 -0.03967276
  0.03237842 -0.0407008
  0.03421256 -0.04172457
  0.03611884 -0.04274424
  0.03809991 -0.04376005
  0.0401586 -0.04477228
  0.04229849 -0.04578101
  0.04452347 -0.04678632
  0.04683753 -0.04778837
  0.04924479 -0.04878744
  0.05174944 -0.04978392
  0.0543559 -0.05077822
  0.05706934 -0.05177025
  0.0598952 -0.0527599
  0.06283904 -0.05374714
  0.06590649 -0.05473207
  0.0691032 -0.05571491
  0.07243534 -0.05669521
  0.07590947 -0.05767205
  0.07953219 -0.05864446
  0.08331011 -0.05961153
  0.08724987 -0.06057244
  0.09135838 -0.06152608
  0.0956424 -0.06247119
  0.1001082 -0.06340658
  0.1047615 -0.06433122
  0.1096073 -0.06524398
  0.1146503 -0.06614335
  0.1198937 -0.06702791
  0.1253393 -0.06789659
  0.1309877 -0.06874821
  0.136838 -0.06958097
  0.142887 -0.07039319
  0.1491293 -0.07118355
  0.1555579 -0.0719501
  0.1621644 -0.07268985
  0.1689393 -0.07340008
  0.1758733 -0.07407849
  0.1829571 -0.07472309
  0.1901808 -0.07533217
  0.1975341 -0.07590447
  0.2050071 -0.076439
  0.21259 -0.07693494
  0.2202729 -0.07739181
  0.2280467 -0.07780944
  0.2359025 -0.07818757
  0.243832 -0.07852593
  0.251827 -0.07882455
  0.2598798 -0.07908337
  0.267984 -0.07930191
  0.2761345 -0.0794798
  0.2843283 -0.07961685
  0.2925633 -0.07971357
  0.3008366 -0.07977096
  0.3091446 -0.07979009
  0.3174826 -0.07977187
  0.3258463 -0.0797164
  0.3342331 -0.07962364
  0.3426421 -0.07949356
  0.3510738 -0.07932674
  0.3595276 -0.07912456
  0.3680009 -0.07888852
  0.3764891 -0.07862017
  0.3849866 -0.07831976
  0.3934892 -0.07798674
  0.4019951 -0.07762053
  0.4105043 -0.0772206
  0.4190172 -0.07678709
  0.4275334 -0.07632041
  0.4360506 -0.07582105
  0.4445656 -0.07528919
  0.4530758 -0.07472387
  0.4615808 -0.07412385
  0.4700824 -0.07348774
  0.4785844 -0.0728147
  0.4870905 -0.072105
  0.4956037 -0.071359
  0.5041258 -0.07057714
  0.512658 -0.06975998
  0.521201 -0.06890816
  0.5297553 -0.06802236
  0.5383214 -0.06710327
  0.5468996 -0.06615134
  0.5554905 -0.06516684
  0.5640957 -0.06414993
  0.5727172 -0.06310078
  0.5813571 -0.06202006
  0.5900171 -0.06090866
  0.598698 -0.05976759
  0.6074 -0.05859788
  0.6161235 -0.05740023
  0.6248698 -0.05617519
  0.6336413 -0.05492319
  0.642441 -0.05364518
  0.651271 -0.05234293
  0.6601315 -0.05101853
  0.6690211 -0.04967425
  0.6779379 -0.04831173
  0.6868806 -0.04693231
  0.6958494 -0.04553718
  0.704845 -0.04412818
  0.7138659 -0.04270821
  0.7229075 -0.04128076
  0.7319619 -0.03984901
  0.7410205 -0.03841441
  0.7500758 -0.03697796
  0.7591214 -0.03554103
  0.768152 -0.03410687
  0.777163 -0.03267914
  0.7861501 -0.03126119
  0.7951092 -0.0298553
  0.8040365 -0.02846337
  0.8129286 -0.02708724
  0.8217815 -0.025729
  0.8305902 -0.02439089
  0.8393486 -0.02307538
  0.8480526 -0.0217851
  0.8567023 -0.02052199
  0.8652976 -0.01928441
  0.8738285 -0.0180674
  0.8822711 -0.01686763
  0.8905966 -0.01568207
  0.8987812 -0.01450706
  0.9068079 -0.01333976
  0.9146618 -0.0121794
  0.9223291 -0.01102649
  0.9297959 -0.009885805
  0.9370474 -0.008763576
  0.944067 -0.007666809
  0.9508333 -0.006603463
  0.9573276 -0.005584795
  0.9635482 -0.004623442
  0.9695032 -0.003716736
  0.9751853 -0.00284571
  0.9805918 -0.002048102
  0.9857749 -0.001414727
  0.9907842 -0.000793272
  0.9956783 -0.0003193542
  1.0 0.0
