FX 84-W-140
  1.0 0.0
  0.996565 0.0004737051
  0.9923516 0.001132523
  0.9878442 0.001899155
  0.9830399 0.002765221
  0.9779499 0.00372803
  0.9725933 0.004786157
  0.9669928 0.005936954
  0.9611733 0.007175461
  0.9551598 0.008494912
  0.9489791 0.009887041
  0.9426603 0.01134209
  0.9362306 0.01285266
  0.9297085 0.01441365
  0.9231035 0.0160206
  0.9164266 0.01766712
  0.9096952 0.01934537
  0.9029261 0.02105063
  0.8961253 0.02278189
  0.8892867 0.02454015
  0.8824028 0.02632324
  0.8754767 0.02812551
  0.8685224 0.02993935
  0.8615566 0.03176044
  0.8545884 0.03358727
  0.8476183 0.03542017
  0.8406429 0.03725814
  0.8336623 0.0390983
  0.8266816 0.04093651
  0.8197091 0.04276815
  0.8127502 0.04458988
  0.8058051 0.04639979
  0.7988691 0.04819749
  0.7919362 0.04998424
  0.785004 0.05176101
  0.7780747 0.0535276
  0.7711544 0.0552825
  0.7642493 0.05702256
  0.7573624 0.05874511
  0.7504932 0.06044833
  0.7436383 0.06213142
  0.7367933 0.06379469
  0.7299547 0.06543849
  0.7231205 0.06706282
  0.7162895 0.06866741
  0.7094618 0.07025184
  0.702638 0.07181558
  0.6958192 0.07335799
  0.6890071 0.07487833
  0.6822035 0.0763755
  0.6754098 0.07784813
  0.6686262 0.07929502
  0.6618518 0.08071522
  0.6550849 0.08210806
  0.6483235 0.08347346
  0.6415652 0.08481156
  0.6348077 0.08612249
  0.6280488 0.08740634
  0.6212861 0.08866332
  0.6145187 0.08989375
  0.6077477 0.09109764
  0.6009762 0.09227466
  0.5942091 0.09342417
  0.5874524 0.09454451
  0.5807095 0.09563352
  0.5739811 0.09668956
  0.5672646 0.09771149
  0.5605548 0.09869866
  0.5538453 0.09965183
  0.5471316 0.1005722
  0.5404113 0.1014605
  0.5336841 0.1023173
  0.526952 0.1031428
  0.5202181 0.1039361
  0.5134859 0.1046966
  0.5067585 0.1054235
  0.5000393 0.1061161
  0.4933314 0.1067735
  0.4866369 0.1073947
  0.4799555 0.1079784
  0.4732846 0.1085237
  0.4666195 0.1090299
  0.4599536 0.1094965
  0.4532812 0.1099249
  0.4465998 0.1103159
  0.4399098 0.1106706
  0.433215 0.1109895
  0.4265219 0.1112729
  0.4198367 0.1115193
  0.4131636 0.1117275
  0.4065047 0.1118966
  0.39986 0.1120254
  0.393228 0.1121134
  0.3866064 0.1121601
  0.3799924 0.1121653
  0.3733828 0.1121284
  0.3667741 0.1120489
  0.3601629 0.1119269
  0.3535482 0.111763
  0.3469318 0.1115578
  0.3403186 0.1113122
  0.3337158 0.111027
  0.3271311 0.1107013
  0.3205686 0.1103336
  0.3140283 0.1099224
  0.3075065 0.1094657
  0.3009963 0.1089621
  0.294491 0.1084116
  0.2879864 0.1078147
  0.2814808 0.1071718
  0.2749753 0.1064837
  0.268473 0.1057509
  0.261978 0.1049735
  0.2554952 0.1041522
  0.2490303 0.1032874
  0.2425889 0.1023795
  0.2361748 0.1014278
  0.2297875 0.1004304
  0.223422 0.09938505
  0.2170699 0.09828882
  0.2107221 0.09714101
  0.2043751 0.09594276
  0.1980324 0.09469647
  0.1917038 0.09340583
  0.1854035 0.09207294
  0.1791417 0.09069753
  0.1729235 0.08927838
  0.1667486 0.08781333
  0.1606134 0.08630034
  0.1545156 0.08473826
  0.1484547 0.0831264
  0.142432 0.08146457
  0.1364508 0.07975296
  0.1305162 0.07799226
  0.1246344 0.07618379
  0.118813 0.07432934
  0.1130594 0.07242957
  0.107378 0.07048418
  0.1017706 0.0684922
  0.09623734 0.06645341
  0.09078322 0.06437152
  0.08542074 0.06225372
  0.08016849 0.06010991
  0.07504881 0.05794918
  0.07008322 0.05578029
  0.06528991 0.05361233
  0.06068405 0.05145394
  0.05627959 0.04931392
  0.05208761 0.04720145
  0.04811508 0.04512524
  0.04436728 0.04309415
  0.04084865 0.04111781
  0.03755991 0.03920481
  0.0344976 0.03736048
  0.03165543 0.03558553
  0.0290229 0.033879
  0.02658647 0.03223877
  0.0243312 0.03066203
  0.02224267 0.02914625
  0.02030747 0.02768915
  0.0185129 0.02628841
  0.01684697 0.02494151
  0.01529932 0.02364509
  0.01386268 0.02239423
  0.01253014 0.02118464
  0.01129479 0.02001275
  0.01014982 0.01887555
  0.009088668 0.0177704
  0.00810578 0.01669486
  0.007196086 0.01564622
  0.006354366 0.01462155
  0.005575585 0.01361798
  0.004855078 0.01263278
  0.004188624 0.01166339
  0.00357319 0.01070758
  0.003008168 0.009764134
  0.002493578 0.008833001
  0.002029409 0.007914948
  0.001615363 0.007011222
  0.001250717 0.006123296
  0.0009342968 0.005252693
  0.0006653626 0.004401257
  0.000443334 0.003569643
  0.0002670782 0.002756438
  0.0001355069 0.001958901
  4.800078e-05 0.001173441
  4.711495e-06 0.0003958002
  6.78842e-06 -0.0003789255
  5.53391e-05 -0.001154991
  0.0001514734 -0.001934817
  0.0002975046 -0.002719675
  0.0004968371 -0.003509627
  0.000753767 -0.004303235
  0.001073152 -0.005097096
  0.001458963 -0.005886247
