AH 93-K-130/15
  0.6425664 -0.02811135
  0.6491192 -0.02798224
  0.655682 -0.02784576
  0.6622514 -0.02770398
  0.668817 -0.02755783
  0.6753717 -0.02740572
  0.6819181 -0.02724558
  0.6884661 -0.02707638
  0.6950218 -0.02689941
  0.7015814 -0.02671645
  0.7081327 -0.02652801
  0.7146689 -0.02633186
  0.7211948 -0.02612522
  0.7277238 -0.02590683
  0.7342644 -0.02567857
  0.7408124 -0.02544302
  0.7473539 -0.0252012
  0.7538802 -0.02495087
  0.7603948 -0.02468912
  0.7669109 -0.02441455
  0.7734372 -0.02412874
  0.7799722 -0.02383392
  0.7865058 -0.0235313
  0.7930309 -0.02321994
  0.799549 -0.02289835
  0.8060673 -0.02256578
  0.8125885 -0.0222231
  0.8191062 -0.02187172
  0.8256074 -0.02151139
  0.8320844 -0.021139
  0.8385395 -0.02075079
  0.844982 -0.02034421
  0.8514189 -0.0199188
  0.8578509 -0.01947461
  0.8642739 -0.01901152
  0.870684 -0.01852884
  0.8770802 -0.01802568
  0.883462 -0.01750096
  0.8898247 -0.01695386
  0.8961566 -0.01638419
  0.9024425 -0.01578999
  0.9086725 -0.01516634
  0.9148457 -0.0145077
  0.920965 -0.01380818
  0.9270239 -0.01306306
  0.9330024 -0.01226988
  0.9388778 -0.0114247
  0.9446544 -0.01051707
  0.9503712 -0.009531305
  0.956087 -0.008470476
  0.9618188 -0.007376883
  0.9675085 -0.006308476
  0.9730413 -0.00528416
  0.9783287 -0.004266423
  0.9833391 -0.003225613
  0.9880734 -0.002216111
  0.9925203 -0.001326052
  0.9966604 -0.0005961781
  1.0 -8e-05
