AH 93-W-145
  1.0 0.00033
  0.9966818 0.001408157
  0.9926219 0.002661773
  0.9882217 0.003905889
  0.9835016 0.005186489
  0.9784782 0.006492447
  0.973147 0.007830021
  0.9675391 0.00920207
  0.9617088 0.01059456
  0.955697 0.01199504
  0.9495306 0.01339586
  0.9432325 0.01479141
  0.936822 0.01617895
  0.9303149 0.0175577
  0.9237238 0.01892799
  0.9170597 0.02029054
  0.910333 0.02164642
  0.9035527 0.02299631
  0.8967248 0.02434121
  0.8898523 0.02568299
  0.882938 0.02702416
  0.8759874 0.02836699
  0.8690091 0.02971278
  0.8620127 0.03106067
  0.8550082 0.0324093
  0.848005 0.0337575
  0.8410105 0.03510554
  0.8340272 0.03645511
  0.8270522 0.03780888
  0.8200783 0.03916909
  0.8130994 0.04053595
  0.8061131 0.04190885
  0.7991208 0.0432865
  0.792126 0.04466794
  0.7851309 0.04605284
  0.7781357 0.04744129
  0.7711386 0.04883355
  0.7641371 0.05022918
  0.7571299 0.05162729
  0.7501166 0.05302674
  0.7430981 0.05442639
  0.7360761 0.0558258
  0.7290526 0.05722473
  0.7220295 0.05862294
  0.715009 0.06002009
  0.7079927 0.06141544
  0.7009817 0.0628082
  0.6939764 0.06419772
  0.6869767 0.06558348
  0.6799818 0.0669651
  0.6729916 0.06834225
  0.666006 0.0697145
  0.6590256 0.07108136
  0.6520509 0.07244224
  0.6450823 0.07379657
  0.6381192 0.07514392
  0.6311604 0.07648401
  0.6242037 0.07781674
  0.6172475 0.07914244
  0.6102911 0.08046135
  0.603336 0.08177342
  0.5963848 0.08307828
  0.589442 0.08437491
  0.5825116 0.08566131
  0.5755967 0.08693554
  0.5686995 0.0881959
  0.561821 0.08944086
  0.5549617 0.09066886
  0.5481224 0.0918781
  0.541304 0.09306678
  0.5345081 0.09423304
  0.5277365 0.09537499
  0.520991 0.09649022
  0.5142729 0.09757621
  0.5075829 0.09863064
  0.500921 0.09965132
  0.4942869 0.1006363
  0.4876798 0.1015836
  0.4810981 0.1024917
  0.4745399 0.103359
  0.4680027 0.1041838
  0.4614836 0.1049649
  0.4549797 0.1057016
  0.4484891 0.1063932
  0.4420103 0.1070392
  0.4355426 0.1076388
  0.4290858 0.1081911
  0.4226399 0.1086954
  0.4162045 0.109151
  0.4097789 0.1095573
  0.4033616 0.1099135
  0.3969507 0.110219
  0.3905446 0.1104737
  0.3841419 0.1106774
  0.3777419 0.1108301
  0.3713444 0.1109314
  0.3649498 0.1109813
  0.3585584 0.1109796
  0.3521698 0.1109262
  0.3457829 0.1108208
  0.3393956 0.1106633
  0.3330052 0.1104536
  0.3266091 0.110192
  0.3202063 0.1098794
  0.3137969 0.1095164
  0.3073829 0.109104
  0.3009671 0.1086428
  0.2945525 0.108133
  0.2881405 0.1075747
  0.2817314 0.1069678
  0.2753242 0.1063121
  0.2689169 0.1056078
  0.2625088 0.1048553
  0.2561005 0.1040552
  0.2496943 0.1032085
  0.2432937 0.1023161
  0.2369027 0.1013782
  0.2305242 0.1003946
  0.22416 0.09936514
  0.2178109 0.0982896
  0.2114769 0.09716763
  0.2051584 0.09599902
  0.1988561 0.09478361
  0.1925709 0.09352133
  0.1863042 0.09221214
  0.1800584 0.09085609
  0.1738363 0.08945348
  0.1676416 0.08800485
  0.1614786 0.08651044
  0.1553512 0.08496991
  0.1492626 0.08338278
  0.1432151 0.08174849
  0.1372107 0.08006647
  0.1312526 0.07833655
  0.1253455 0.0765591
  0.1194952 0.07473501
  0.1137084 0.0728648
  0.1079914 0.07094882
  0.1023499 0.06898759
  0.09678945 0.06698191
  0.09131765 0.06493374
  0.08594534 0.06284685
  0.08068554 0.06072652
  0.07555318 0.05857819
  0.07056358 0.05640782
  0.06573081 0.05422228
  0.06106789 0.05202925
  0.05658992 0.0498385
  0.05231269 0.047662
  0.04824958 0.04551204
  0.04441172 0.04339906
  0.04080629 0.04133256
  0.0374346 0.03932067
  0.03429306 0.03736914
  0.03137623 0.03548185
  0.02867595 0.03366185
  0.02618095 0.03191073
  0.02387799 0.03022846
  0.02175345 0.02861375
  0.01979338 0.0270646
  0.01798382 0.02557837
  0.01631128 0.02415195
  0.01476434 0.0227815
  0.013334 0.0214633
  0.01201197 0.02019441
  0.01079026 0.0189723
  0.009661155 0.01779456
  0.008617483 0.01665872
  0.007653189 0.01556146
  0.006762095 0.01449889
  0.005938072 0.01346713
  0.005175387 0.01246245
  0.004468838 0.01148147
  0.003814111 0.01052104
  0.003210439 0.009578259
  0.002658983 0.008651451
  0.002160721 0.007740245
  0.001716115 0.006845063
  0.001324946 0.005966765
  0.0009862654 0.005106375
  0.0006991521 0.004265594
  0.0004629495 0.003445702
  0.0002763019 0.002645496
  0.0001378735 0.00186212
  4.691007e-05 0.001091702
  3.62119e-06 0.0003296054
  9.398544e-06 -0.0004295599
  6.481697e-05 -0.001190836
  0.00017006 -0.001957737
  0.0003266684 -0.002732571
  0.000537309 -0.003516338
  0.0008054343 -0.004308327
  0.001134734 -0.00510544
  0.001527742 -0.00590289
  0.001984721 -0.006697442
  0.002504961 -0.007486326
  0.003087112 -0.00826704
  0.003729398 -0.009037519
  0.004429929 -0.009796293
  0.005188292 -0.01054317
  0.006007109 -0.01127961
  0.006889559 -0.0120073
  0.007838848 -0.01272804
  0.008857921 -0.01344366
  0.009948978 -0.01415608
  0.01111461 -0.01486641
  0.01235971 -0.01557451
  0.01368967 -0.01628031
  0.01511019 -0.01698409
  0.01662733 -0.01768666
  0.01824789 -0.01838942
  0.01998128 -0.01909287
  0.02183888 -0.01979684
  0.02383313 -0.02050126
  0.0259774 -0.02120627
  0.02828602 -0.02191231
  0.03077539 -0.02261907
  0.03346329 -0.02332583
  0.03636756 -0.02403224
  0.03950528 -0.02473874
  0.04289313 -0.02544439
  0.04654617 -0.02614561
  0.05047506 -0.02683866
  0.05468595 -0.02752035
  0.05918107 -0.0281861
  0.06395571 -0.02883053
  0.06899883 -0.02944952
  0.07429649 -0.03003993
  0.079829 -0.03059877
  0.08556952 -0.03112468
  0.09148769 -0.03161659
  0.09755469 -0.0320714
  0.1037478 -0.03248722
  0.1100544 -0.0328641
  0.116466 -0.03320437
  0.1229711 -0.03351115
  0.1295543 -0.03378775
  0.1361995 -0.03403544
  0.1428952 -0.034255
  0.1496358 -0.03444763
  0.1564209 -0.03461533
  0.1632493 -0.03476069
  0.1701176 -0.0348864
  0.1770193 -0.03499497
  0.1839471 -0.03508761
  0.1908951 -0.03516528
  0.1978585 -0.03522902
  0.204834 -0.03527959
  0.2118195 -0.03531727
  0.2188133 -0.03534232
  0.2258145 -0.035355
  0.232823 -0.03535571
  0.2398388 -0.03534492
  0.2468618 -0.03532314
  0.2538923 -0.03529087
  0.2609303 -0.03524862
  0.2679751 -0.03519696
  0.2750249 -0.03513643
  0.282077 -0.03506761
  0.2891284 -0.03499059
  0.2961766 -0.03490487
  0.3032209 -0.03480996
  0.310262 -0.0347053
  0.3173018 -0.03459059
  0.3243424 -0.03446597
  0.3313854 -0.03433168
  0.3384316 -0.03418793
  0.3454813 -0.03403496
  0.3525344 -0.03387304
  0.3595904 -0.03370244
  0.3666483 -0.03352347
  0.3737071 -0.03333642
  0.3807653 -0.03314139
  0.3878221 -0.0329382
  0.3948773 -0.03272666
  0.4019311 -0.03250654
  0.4089846 -0.03227766
  0.4160391 -0.0320401
  0.4230952 -0.03179404
  0.4301532 -0.03153965
  0.437213 -0.03127714
  0.4442739 -0.03100667
  0.4513355 -0.03072829
  0.4583976 -0.03044202
  0.46546 -0.03014791
  0.4725232 -0.02984597
  0.4795876 -0.0295363
  0.4866536 -0.02921906
  0.4937214 -0.02889441
  0.5007913 -0.0285625
  0.5078634 -0.0282235
  0.5149374 -0.02787758
  0.5220131 -0.02752492
  0.5290901 -0.02716569
  0.5361675 -0.0268001
  0.5432447 -0.02642821
  0.5503212 -0.02604996
  0.557397 -0.02566525
  0.5644725 -0.02527396
  0.5715485 -0.02487599
  0.5786261 -0.02447144
  0.585706 -0.02406056
  0.5927883 -0.02364357
  0.5998732 -0.02322074
  0.6069601 -0.02279229
  0.6140486 -0.02235836
  0.6211379 -0.02191909
