AH 93-W-145
  0.6282273 -0.02147464
  0.635316 -0.02102513
  0.6424033 -0.02057049
  0.6494888 -0.02011056
  0.6565731 -0.01964512
  0.6636568 -0.01917395
  0.6707414 -0.01869697
  0.6778277 -0.01821438
  0.6849164 -0.01772642
  0.6920078 -0.01723337
  0.6991014 -0.01673548
  0.7061967 -0.01623291
  0.7132928 -0.01572583
  0.7203886 -0.0152144
  0.7274829 -0.01469878
  0.7345746 -0.01417875
  0.7416637 -0.01365396
  0.7487515 -0.01312394
  0.75584 -0.01258827
  0.7629321 -0.01204717
  0.7700297 -0.01150119
  0.7771344 -0.01095094
  0.7842468 -0.0103971
  0.7913661 -0.009840515
  0.7984892 -0.009282213
  0.8056105 -0.008723437
  0.8127224 -0.008165875
  0.8198188 -0.007611816
  0.8268966 -0.007063364
  0.8339563 -0.006522287
  0.8410003 -0.005989531
  0.8480293 -0.005465637
  0.8550422 -0.004951283
  0.8620358 -0.004447514
  0.8690047 -0.003956
  0.8759412 -0.003478563
  0.882836 -0.003017594
  0.8896809 -0.002577408
  0.8964712 -0.00216237
  0.9032054 -0.001776354
  0.9098822 -0.001422774
  0.9164983 -0.001104864
  0.9230484 -0.0008258784
  0.9295271 -0.0005893674
  0.93593 -0.0003985125
  0.9422519 -0.0002550986
  0.9484816 -0.0001595161
  0.9546016 -0.0001119481
  0.9605871 -0.00011293
  0.9664072 -0.0001626485
  0.9720327 -0.0002643557
  0.9774433 -0.0004204538
  0.9826222 -0.0006248443
  0.9875483 -0.0008655292
  0.992187 -0.001122673
  0.9965021 -0.00140688
  1.0 -0.00162
