NACA 65(3)-618
  1.0 0.0
  0.9965315 0.001010335
  0.9923323 0.002232977
  0.9878983 0.003523371
  0.9832058 0.004888329
  0.9782295 0.006335058
  0.972944 0.007870815
  0.9673257 0.009502272
  0.9613568 0.01123443
  0.9550308 0.013069
  0.94836 0.01500216
  0.9413822 0.01702314
  0.9341551 0.01911595
  0.9267467 0.02126193
  0.9192242 0.02344281
  0.9116433 0.02564359
  0.9040411 0.02785478
  0.8964319 0.03007323
  0.888813 0.03229866
  0.8811794 0.03452998
  0.873528 0.03676556
  0.8658575 0.03900314
  0.8581686 0.04123991
  0.8504639 0.04347244
  0.842748 0.04569732
  0.8350264 0.04791227
  0.8273046 0.05011531
  0.8195877 0.0523046
  0.8118804 0.05447841
  0.8041869 0.05663519
  0.796511 0.05877345
  0.7888558 0.0608912
  0.7812231 0.06298644
  0.7736135 0.0650575
  0.7660267 0.06710306
  0.7584612 0.06912211
  0.7509147 0.07111391
  0.7433839 0.07307814
  0.7358661 0.07501496
  0.7283593 0.0769244
  0.720862 0.07880628
  0.7133736 0.08066027
  0.705894 0.08248583
  0.698424 0.08428231
  0.6909646 0.08604881
  0.683517 0.08778431
  0.676082 0.08948786
  0.6686605 0.09115858
  0.661253 0.09279565
  0.65386 0.09439831
  0.6464818 0.09596584
  0.6391187 0.09749739
  0.6317711 0.09899208
  0.6244394 0.100449
  0.6171243 0.1018673
  0.6098265 0.103246
  0.6025467 0.1045844
  0.5952858 0.1058815
  0.5880449 0.1071362
  0.5808246 0.1083473
  0.573626 0.1095137
  0.5664496 0.1106344
  0.559296 0.1117082
  0.5521659 0.1127344
  0.5450597 0.1137119
  0.5379776 0.1146398
  0.5309195 0.1155173
  0.5238845 0.1163436
  0.516871 0.1171178
  0.5098772 0.1178394
  0.5029003 0.1185077
  0.4959374 0.1191219
  0.4889853 0.1196821
  0.4820408 0.1201885
  0.4751014 0.1206413
  0.4681643 0.1210406
  0.4612272 0.1213864
  0.4542881 0.1216785
  0.447345 0.1219167
  0.440396 0.1221012
  0.4334395 0.1222323
  0.4264737 0.1223107
  0.4194969 0.1223368
  0.4125073 0.122311
  0.4055032 0.1222336
  0.3984828 0.1221049
  0.3914443 0.1219253
  0.3843862 0.1216953
  0.3773079 0.1214158
  0.3702096 0.1210875
  0.3630927 0.1207113
  0.3559595 0.1202882
  0.3488135 0.1198194
  0.3416592 0.1193059
  0.3345015 0.1187483
  0.3273449 0.1181464
  0.3201934 0.1175004
  0.3130501 0.1168104
  0.3059175 0.1160763
  0.2987974 0.1152984
  0.291691 0.1144766
  0.2845989 0.1136108
  0.277522 0.1127007
  0.270461 0.1117462
  0.2634167 0.1107471
  0.25639 0.1097033
  0.2493818 0.1086147
  0.2423931 0.1074811
  0.2354251 0.1063026
  0.2284793 0.1050788
  0.2215581 0.1038099
  0.2146639 0.1024961
  0.2078 0.1011377
  0.2009699 0.09973514
  0.1941776 0.09828925
  0.1874273 0.09680068
  0.1807237 0.09526971
  0.1740714 0.09369668
  0.1674749 0.0920821
  0.1609385 0.09042663
  0.1544664 0.08873106
  0.1480627 0.08699635
  0.1417312 0.08522355
  0.1354765 0.08341343
  0.1293062 0.08156709
  0.1232305 0.0796868
  0.1172614 0.07777603
  0.1114119 0.07583927
  0.1056953 0.07388181
  0.100124 0.07190955
  0.09470929 0.06992865
  0.08946061 0.06794536
  0.08438912 0.06596673
  0.07950892 0.06400177
  0.07483406 0.06206047
  0.07037572 0.06015264
  0.06614074 0.05828661
  0.06213078 0.05646667
  0.05834067 0.0546937
  0.05476026 0.05296688
  0.05137672 0.05128436
  0.04817619 0.04964369
  0.04514477 0.04804218
  0.04226923 0.04647719
  0.03953908 0.04494736
  0.03694762 0.04345331
  0.03449021 0.04199665
  0.03216278 0.04057931
  0.0299611 0.039203
  0.02788038 0.03786894
  0.02591519 0.03657777
  0.02405958 0.03532951
  0.02230722 0.03412362
  0.02065164 0.03295915
  0.01908659 0.03183454
  0.01760774 0.03074606
  0.0162111 0.02968932
  0.01489219 0.02866037
  0.01364641 0.02765574
  0.01246923 0.02667239
  0.01135632 0.02570767
  0.01030357 0.02475928
  0.009307185 0.02382522
  0.008363637 0.02290372
  0.007470057 0.02199329
  0.006625091 0.02109268
  0.005827676 0.0202009
  0.005076713 0.01931714
  0.004371072 0.01844072
  0.003709603 0.01757109
  0.00309254 0.01670643
  0.002522603 0.01584223
  0.002002061 0.01497386
  0.001532558 0.01409696
  0.001113738 0.01321037
  0.0007432885 0.01231645
  0.0004191594 0.01141743
  0.0001396574 0.01051521
  -9.659147e-05 0.009611432
  -0.0002906716 0.008707516
  -0.000443399 0.007804719
  -0.0005553356 0.006904155
  -0.0006267986 0.006006826
  -0.0006578621 0.005113647
  -0.0006483546 0.004225463
  -0.0005978491 0.00334307
  -0.0005056463 0.002467228
  -0.0003707498 0.001598681
  -0.0001918312 0.0007381688
  3.281681e-05 -0.0001135551
  0.0003045956 -0.0009562021
  0.0006232975 -0.001790725
  0.0009886572 -0.002618139
  0.00140064 -0.003439295
  0.001859405 -0.004254886
  0.002365272 -0.005065436
  0.002918671 -0.005871283
  0.003520094 -0.006672553
  0.004170016 -0.007469121
  0.004868802 -0.008260552
  0.005616569 -0.009046036
  0.006413004 -0.009824292
  0.007257125 -0.01059346
  0.008146967 -0.011351
  0.009080169 -0.01209361
  0.01005956 -0.01281811
  0.01109164 -0.01352199
  0.01218407 -0.01420411
  0.01334046 -0.01486714
  0.01456274 -0.01551514
  0.01585232 -0.01615276
  0.01720969 -0.01678531
  0.01863695 -0.01741654
  0.02013954 -0.01804783
  0.0217236 -0.01868073
  0.02339577 -0.01931731
  0.02516316 -0.01996024
  0.02703324 -0.02061301
  0.02901354 -0.02128013
  0.03111145 -0.0219671
  0.03333538 -0.02267679
  0.03569473 -0.02340951
  0.03819875 -0.02416519
  0.0408563 -0.02494331
  0.04367556 -0.02574288
  0.04666404 -0.02656251
  0.04982895 -0.02740053
  0.05317838 -0.02825532
  0.0567236 -0.02912595
  0.06048173 -0.03001298
  0.0644729 -0.03091804
  0.06871721 -0.03184283
  0.07323275 -0.03278894
  0.07803229 -0.03375756
  0.08311861 -0.03474904
  0.08848132 -0.03575929
  0.09410061 -0.03677949
  0.09995174 -0.03780015
  0.1060114 -0.03881256
  0.1122648 -0.03981043
  0.1187017 -0.04079066
  0.1253092 -0.04175094
  0.132072 -0.04268931
  0.1389722 -0.04360434
  0.1459907 -0.04449528
  0.1531078 -0.04536208
  0.1603048 -0.04620526
  0.1675646 -0.04702347
  0.1748729 -0.0478143
  0.1822178 -0.04857584
  0.1895907 -0.0493067
  0.1969863 -0.05000593
  0.2044031 -0.05067304
  0.2118434 -0.05130801
  0.2193106 -0.05191181
  0.2268068 -0.05248553
  0.2343327 -0.05303013
  0.241887 -0.05354647
  0.2494665 -0.05403533
  0.2570662 -0.05449744
  0.2646796 -0.05493293
  0.2723005 -0.05534123
  0.2799243 -0.05572184
  0.2875473 -0.0560744
  0.2951676 -0.05639864
  0.3027842 -0.0566944
  0.3103977 -0.05696155
  0.3180089 -0.0572
  0.3256176 -0.05740966
  0.3332231 -0.05759041
  0.3408232 -0.0577421
  0.3484152 -0.05786465
  0.3559952 -0.05795794
  0.3635591 -0.05802137
  0.3711029 -0.05805378
  0.3786235 -0.05805405
  0.3861189 -0.05802111
  0.3935876 -0.05795397
  0.4010292 -0.05785167
  0.4084436 -0.05771327
  0.4158317 -0.0575379
  0.4231949 -0.05732468
  0.4305353 -0.0570727
  0.4378558 -0.056781
  0.4451597 -0.0564485
  0.4524513 -0.05607407
  0.459735 -0.05565691
  0.4670156 -0.05519715
  0.4742975 -0.05469496
  0.4815851 -0.05415039
  0.4888823 -0.05356344
  0.496193 -0.05293403
  0.5035208 -0.05226201
  0.5108693 -0.05154779
  0.5182419 -0.05079232
  0.5256421 -0.04999659
  0.5330728 -0.04916159
  0.5405368 -0.04828832
  0.5480366 -0.04737781
  0.5555747 -0.04643117
  0.563153 -0.04544977
  0.5707725 -0.04443518
  0.5784335 -0.04338918
  0.586135 -0.0423138
  0.5938751 -0.04121127
  0.6016506 -0.04008414
  0.6094572 -0.03893465
  0.6172914 -0.03776433
  0.6251506 -0.03657457
  0.6330339 -0.03536657
