NACA 63(3)-018
  1.0 0.0
  0.9959653 0.000226414
  0.991024 0.000495244
  0.9857858 0.0007917344
  0.9802769 0.001124833
  0.9745363 0.001497324
  0.9686045 0.001917581
  0.9625153 0.002392638
  0.9562963 0.002928297
  0.9499672 0.003527294
  0.9435407 0.004191043
  0.9370243 0.004917731
  0.9304259 0.005703233
  0.9237544 0.006543441
  0.9170179 0.00743494
  0.9102223 0.008374263
  0.9033717 0.009357785
  0.8964704 0.01038154
  0.8895234 0.01144143
  0.8825363 0.01253387
  0.8755164 0.01365504
  0.8684722 0.01480141
  0.8614108 0.01597178
  0.8543362 0.01716595
  0.8472479 0.01838416
  0.8401438 0.01962568
  0.8330224 0.02088916
  0.8258835 0.02217303
  0.8187281 0.02347567
  0.8115575 0.02479561
  0.8043729 0.02613133
  0.7971755 0.02748139
  0.789966 0.02884476
  0.7827441 0.0302207
  0.7755081 0.03160865
  0.7682557 0.03300774
  0.7609854 0.03441609
  0.7536979 0.03583128
  0.7463962 0.03725048
  0.7390853 0.03867154
  0.731771 0.04009333
  0.7244589 0.04151477
  0.7171548 0.04293475
  0.7098633 0.04435119
  0.7025868 0.04576151
  0.6953253 0.04716358
  0.6880761 0.0485558
  0.6808353 0.04993775
  0.6736004 0.05130975
  0.6663707 0.05267179
  0.6591477 0.05402345
  0.6519345 0.05536362
  0.6447337 0.05669043
  0.6375459 0.05800225
  0.63037 0.05929782
  0.6232034 0.0605763
  0.616043 0.06183769
  0.6088874 0.06308209
  0.6017361 0.06430932
  0.5945905 0.06551895
  0.5874527 0.06671001
  0.5803244 0.06788109
  0.5732065 0.0690309
  0.566099 0.07015833
  0.5590013 0.07126244
  0.5519122 0.07234259
  0.5448309 0.07339819
  0.5377567 0.07442863
  0.5306891 0.07543326
  0.5236278 0.07641145
  0.5165729 0.07736257
  0.5095248 0.07828595
  0.5024842 0.0791809
  0.4954522 0.08004669
  0.48843 0.08088229
  0.4814181 0.08168659
  0.4744162 0.08245856
  0.4674235 0.08319725
  0.4604384 0.08390189
  0.4534595 0.08457216
  0.4464864 0.08520773
  0.4395195 0.08580823
  0.4325601 0.08637318
  0.4256102 0.08690179
  0.4186715 0.08739282
  0.4117444 0.08784507
  0.4048287 0.08825744
  0.3979232 0.0886289
  0.3910263 0.08895885
  0.3841365 0.08924692
  0.3772528 0.08949269
  0.3703747 0.08969571
  0.3635017 0.08985554
  0.3566336 0.08997187
  0.3497701 0.09004442
  0.3429104 0.09007289
  0.3360537 0.09005695
  0.329199 0.08999651
  0.3223455 0.08989169
  0.3154927 0.08974261
  0.3086404 0.08954938
  0.3017888 0.08931213
  0.2949382 0.08903104
  0.2880888 0.08870632
  0.2812411 0.08833818
  0.2743954 0.08792682
  0.2675523 0.08747243
  0.260713 0.08697522
  0.2538796 0.0864355
  0.2470548 0.08585366
  0.240242 0.08522963
  0.2334438 0.08456264
  0.2266618 0.08385185
  0.2198963 0.08309632
  0.213147 0.0822953
  0.2064138 0.08144848
  0.199697 0.08055564
  0.192998 0.07961668
  0.1863186 0.07863157
  0.1796615 0.0776003
  0.1730299 0.07652306
  0.1664277 0.07540017
  0.1598592 0.07423174
  0.1533297 0.07301774
  0.1468449 0.07175845
  0.1404109 0.07045429
  0.134035 0.06910546
  0.1277262 0.06771258
  0.1214945 0.06627696
