S8036 (16%)
  1.0 0.0
  0.9964823 0.0007070763
  0.9923097 0.001787629
  0.9879073 0.003039998
  0.9832818 0.004372909
  0.9784636 0.005736129
  0.9734611 0.007094997
  0.9682667 0.00843081
  0.9628501 0.009733778
  0.957174 0.01101892
  0.9512179 0.01230706
  0.9449901 0.01361253
  0.9385161 0.01493729
  0.9318257 0.01628333
  0.9249488 0.01765188
  0.9179134 0.01903942
  0.9107458 0.02044262
  0.9034677 0.02185922
  0.896098 0.02328725
  0.888655 0.02472494
  0.8811556 0.02617084
  0.873614 0.02762284
  0.8660415 0.02907889
  0.8584458 0.03053763
  0.8508311 0.03199845
  0.8432007 0.03346111
  0.8355585 0.03492528
  0.8279092 0.03639051
  0.8202578 0.03785585
  0.8126082 0.03931999
  0.8049625 0.0407819
  0.797321 0.0422409
  0.7896826 0.04369677
  0.7820461 0.04514966
  0.7744116 0.0465996
  0.7667797 0.04804642
  0.7591522 0.04948972
  0.7515311 0.05092869
  0.7439179 0.05236246
  0.7363139 0.05379026
  0.72872 0.05521139
  0.7211367 0.05662516
  0.7135643 0.05803091
  0.7060028 0.05942804
  0.6984522 0.06081594
  0.6909121 0.06219409
  0.6833826 0.06356187
  0.6758648 0.06491849
  0.6683612 0.06626292
  0.6608755 0.06759395
  0.6534125 0.06890998
  0.6459762 0.07020844
  0.6385687 0.07148682
  0.6311902 0.07274303
  0.6238386 0.07397537
  0.6165102 0.07518268
  0.6092007 0.0763648
  0.6019061 0.07752175
  0.5946227 0.07865346
  0.5873471 0.0797598
  0.580076 0.08084065
  0.5728076 0.08189627
  0.5655416 0.08292684
  0.55828 0.08393222
  0.5510266 0.08491208
  0.5437872 0.08586567
  0.5365675 0.08679091
  0.5293709 0.08768547
  0.5221987 0.08854744
  0.5150498 0.08937519
  0.507921 0.09016747
  0.5008079 0.09092397
  0.493706 0.0916449
  0.4866108 0.09233035
  0.4795182 0.09298033
  0.4724237 0.09359481
  0.4653238 0.09417421
  0.4582168 0.09471931
  0.4511038 0.09523071
  0.4439889 0.09570885
  0.4368783 0.09615403
  0.4297803 0.09656548
  0.4227004 0.09694126
  0.4156401 0.09727963
  0.4085975 0.0975791
  0.4015666 0.09783827
  0.3945388 0.0980568
  0.3875069 0.09823583
  0.3804666 0.09837645
  0.3734167 0.09847961
  0.3663592 0.09854622
  0.3592987 0.0985767
  0.3522401 0.0985707
  0.3451869 0.09852788
  0.3381416 0.09844794
  0.3311052 0.09833061
  0.3240782 0.09817559
  0.3170602 0.09798251
  0.3100513 0.09775099
  0.3030513 0.09748065
  0.29606 0.09717111
  0.2890774 0.09682214
  0.2821038 0.09643369
  0.2751402 0.09600573
  0.2681877 0.09553826
  0.2612483 0.09503133
  0.254324 0.09448469
  0.2474171 0.093898
  0.2405299 0.09327103
  0.2336649 0.09260357
  0.2268244 0.09189533
  0.2200107 0.09114573
  0.213226 0.09035422
  0.206472 0.08952028
  0.1997503 0.08864341
  0.1930628 0.08772322
  0.1864123 0.08675956
  0.1798026 0.08575249
  0.1732385 0.08470235
  0.1667254 0.08360929
  0.1602691 0.08247332
  0.1538754 0.08129467
  0.1475502 0.08007385
  0.1412995 0.07881144
  0.1351313 0.07750839
  0.1290552 0.07616645
  0.1230823 0.07478814
  0.1172242 0.07337575
  0.111493 0.07193065
  0.1058994 0.07045469
  0.100453 0.06895032
  0.09516157 0.06742016
  0.09003285 0.06586699
  0.08507335 0.06429418
  0.08028804 0.06270554
  0.07568057 0.06110516
  0.07125567 0.05949802
  0.0670189 0.05789026
  0.0629748 0.05628849
  0.05912599 0.0546986
  0.05547346 0.05312259
  0.05201451 0.051561
  0.04874303 0.05001416
  0.04565075 0.04848221
  0.04272859 0.04696537
  0.03996825 0.04546434
  0.03736163 0.04398008
  0.03490071 0.04251356
  0.03257745 0.04106564
  0.03038405 0.03963714
  0.02831326 0.03822901
  0.02635823 0.03684218
  0.02451233 0.03547738
  0.02276915 0.03413517
  0.02112251 0.03281589
  0.01956714 0.0315193
  0.01809943 0.03024418
  0.01671591 0.02898948
  0.01541299 0.02775435
  0.01418703 0.02653807
  0.01303435 0.02534003
  0.01195132 0.0241597
  0.01093456 0.02299694
  0.00998071 0.02185154
  0.009086248 0.02072288
  0.008247711 0.01961007
  0.007461785 0.01851203
  0.00672537 0.01742762
  0.006035608 0.01635564
  0.005389785 0.01529508
  0.004785377 0.0142458
  0.004220428 0.01320844
  0.003693387 0.0121842
  0.003202916 0.01117461
  0.002747762 0.0101814
  0.00232666 0.009206314
  0.001938283 0.008251027
