NACA M18
  0.001918488 0.02999036
  0.001529731 0.02920028
  0.001186411 0.02842233
  0.0008872122 0.02765492
  0.0006311314 0.02689656
  0.0004174538 0.02614589
  0.0002457405 0.02540157
  0.0001158212 0.02466234
  2.779303e-05 0.02392696
  -1.797243e-05 0.02319422
  -2.081538e-05 0.02246286
  2.021049e-05 0.02173165
  0.0001052234 0.02099967
  0.000233039 0.0202666
  0.0004026724 0.01953222
  0.0006134277 0.01879639
  0.0008648714 0.01805899
  0.001156813 0.01732001
  0.001489294 0.01657947
  0.001862579 0.01583751
  0.002277154 0.01509432
  0.002733728 0.01435023
  0.003233242 0.01360568
  0.003776875 0.01286129
  0.004366056 0.01211784
  0.005002483 0.0113764
  0.005688138 0.01063832
  0.006425303 0.00990539
  0.007216577 0.009179886
  0.008064877 0.008464787
  0.008973429 0.007763961
  0.00994572 0.007082461
  0.01098539 0.006426916
  0.01209601 0.005806047
  0.01328093 0.005230726
  0.01454589 0.004706859
  0.01589923 0.004235429
  0.01735043 0.003816324
  0.01891013 0.003447794
  0.02059008 0.003125496
  0.02240297 0.00284102
  0.02436186 0.002579678
  0.026479 0.00231944
  0.02876824 0.002050576
  0.03124406 0.001775072
  0.03391843 0.001496362
  0.03680093 0.001219253
  0.03989651 0.000950216
  0.04319852 0.0006978552
  0.04669806 0.0004718299
  0.05039856 0.000282088
  0.0543259 0.000136762
  0.05852391 3.700729e-05
  0.06304355 -1.814205e-05
  0.06793797 -3.174974e-05
  0.07324887 -1.127599e-05
  0.07897547 2.958246e-05
  0.08505119 8.613413e-05
  0.09137598 0.0001622435
  0.0978568 0.0002617343
  0.1044424 0.0003882043
  0.1111246 0.0005412755
  0.1179026 0.0007175579
  0.1247736 0.000913176
  0.1317325 0.001123778
  0.1387714 0.001344522
  0.1458794 0.001570091
  0.1530424 0.001794813
  0.1602441 0.002014884
  0.1674688 0.002229124
  0.1747035 0.002436629
  0.1819385 0.002636624
  0.1891667 0.002828458
  0.1963847 0.003011588
  0.2035919 0.003185578
  0.2107902 0.003350235
  0.2179819 0.003505545
  0.2251691 0.003651492
  0.2323535 0.00378804
  0.2395367 0.003915141
  0.2467197 0.004032736
  0.2539036 0.004140755
  0.2610892 0.004239119
  0.2682769 0.004327742
  0.2754669 0.004406534
  0.2826592 0.004475401
  0.2898534 0.004534244
  0.2970491 0.004582968
  0.3042454 0.004621476
  0.3114413 0.004649652
  0.3186359 0.004667368
  0.3258286 0.004674499
  0.3330189 0.004670925
  0.3402064 0.00465653
  0.3473908 0.004631196
  0.3545722 0.004594809
  0.3617507 0.004547252
  0.3689267 0.004488406
  0.3761006 0.00441815
  0.3832731 0.004336356
  0.3904451 0.00424289
  0.3976173 0.00413761
  0.4047912 0.004020434
  0.4119678 0.003892071
  0.4191484 0.003753743
  0.4263339 0.003606682
  0.4335252 0.003452123
  0.4407229 0.00329131
  0.4479276 0.003125493
  0.4551396 0.002955933
  0.462359 0.002783902
  0.4695859 0.002610686
  0.4768202 0.00243758
  0.4840614 0.002265892
  0.4913091 0.002096942
  0.4985626 0.001932061
  0.505821 0.001772487
  0.5130833 0.001618746
  0.5203484 0.00147104
  0.5276154 0.001329568
  0.5348832 0.001194524
  0.5421508 0.001066098
  0.5494171 0.0009444795
  0.5566812 0.0008298502
  0.563942 0.0007223894
  0.5711985 0.0006222712
  0.5784497 0.0005296653
  0.5856946 0.0004447363
  0.5929323 0.0003676434
  0.6001618 0.0002985409
  0.6073821 0.0002376808
  0.6145925 0.0001856944
  0.6217921 0.0001432926
  0.6289805 0.0001111754
  0.6361574 9.003304e-05
  0.6433227 8.054684e-05
  0.6504764 8.339062e-05
  0.6576187 9.923223e-05
  0.6647501 0.0001287353
  0.6718709 0.000172561
  0.6789821 0.0002313708
  0.6860843 0.0003058279
  0.6931786 0.0003966005
  0.7002662 0.0005043643
  0.7073484 0.0006297115
  0.7144263 0.0007729087
  0.721501 0.0009341546
  0.7285732 0.001113651
  0.7356433 0.001311601
  0.7427116 0.001528204
  0.7497782 0.001763657
  0.7568427 0.002018144
  0.7639046 0.002291842
  0.7709634 0.002584911
  0.778018 0.002897491
  0.7850673 0.003229702
  0.7921098 0.00358164
  0.7991439 0.003953371
  0.8061679 0.004344945
  0.8131798 0.004756482
  0.8201784 0.005188137
  0.8271626 0.005640073
  0.834132 0.006112472
  0.8410865 0.006605537
  0.8480264 0.007119498
  0.8549525 0.00765462
  0.8618659 0.008211205
  0.868768 0.008789601
  0.8756607 0.009390209
  0.8825463 0.01001349
  0.8894275 0.01065996
  0.8963071 0.01133022
  0.9031886 0.01202497
  0.9100733 0.01274529
  0.9169529 0.01349182
  0.9238072 0.01426374
  0.930605 0.01505855
  0.9373064 0.01587209
  0.9438667 0.01669878
  0.9502415 0.01753212
  0.956392 0.01836519
  0.9622912 0.01919126
  0.9679264 0.02000511
  0.9732959 0.02080313
  0.9784058 0.02158304
  0.9832674 0.0223436
  0.9878947 0.02308434
  0.9923028 0.02380528
  0.9965072 0.02450684
  1.0 0.0251
