AH 93-K-131/15
  1.0 0.0006
  0.9966509 0.0006890614
  0.9924226 0.0008563517
  0.9877881 0.001109143
  0.9827773 0.001454567
  0.9774468 0.001888393
  0.9718516 0.00240323
  0.9660425 0.002993571
  0.9600607 0.003651927
  0.9539329 0.004370339
  0.9476882 0.005138949
  0.9413649 0.005945533
  0.9350009 0.006782482
  0.9286142 0.007648034
  0.922196 0.008543301
  0.9157303 0.009464167
  0.9092355 0.01039772
  0.9027739 0.01132598
  0.8964131 0.01224461
  0.8901626 0.01316413
  0.8839771 0.01409947
  0.8778433 0.01503754
  0.8719058 0.01593148
  0.8663971 0.01673934
  0.8614072 0.01753009
  0.8567971 0.01841046
  0.8523487 0.01948258
  0.8478109 0.02080728
  0.8429715 0.02240077
  0.8377318 0.02423264
  0.832235 0.0261854
  0.8266876 0.02814113
  0.8211488 0.03003465
  0.81554 0.03188093
  0.8097875 0.03373931
  0.8038786 0.03565642
  0.7978613 0.03763896
  0.7917847 0.03965317
  0.7856713 0.04166904
  0.7795212 0.04367325
  0.773337 0.04566589
  0.7671313 0.04764496
  0.7609234 0.04960421
  0.7547257 0.05153647
  0.7485406 0.05343791
  0.7423624 0.0553081
  0.7361866 0.05714741
  0.730013 0.05895505
  0.7238442 0.060729
  0.717682 0.06246706
  0.7115268 0.06416751
  0.7053776 0.06582911
  0.6992328 0.06745085
  0.6930903 0.06903181
  0.6869482 0.07057141
  0.6808044 0.07206934
  0.6746575 0.07352521
  0.668506 0.0749389
  0.6623475 0.07631077
  0.6561784 0.07764139
  0.6499952 0.07893195
  0.6437974 0.08018354
  0.6375889 0.08139641
  0.6313755 0.08256938
  0.6251589 0.0837011
  0.6189347 0.08479126
  0.6126953 0.08584167
  0.6064363 0.08685489
  0.6001589 0.08783255
  0.5938682 0.08877478
  0.5875691 0.08968096
  0.5812647 0.09055072
  0.5749566 0.09138374
  0.5686431 0.09217987
  0.5623194 0.09293935
  0.5559794 0.09366375
  0.5496218 0.09435518
  0.5432511 0.09501506
  0.5368749 0.09564309
  0.5304974 0.09623816
  0.5241169 0.09679978
  0.5177288 0.0973286
  0.5113311 0.09782572
  0.5049263 0.09829187
  0.4985191 0.09872685
  0.4921111 0.0991301
  0.4857004 0.09950136
  0.4792832 0.09984121
