AH 93-K-131/15
  0.4728589 0.1001506
  0.4664313 0.1004301
  0.4600059 0.1006793
  0.4535848 0.1008971
  0.4471649 0.1010826
  0.440741 0.1012363
  0.4343109 0.1013591
  0.4278761 0.1014517
  0.4214404 0.1015143
  0.415006 0.1015465
  0.4085727 0.1015481
  0.4021396 0.1015192
  0.3957063 0.1014599
  0.3892737 0.1013703
  0.3828436 0.1012503
  0.3764178 0.1010994
  0.3699981 0.1009173
  0.3635853 0.1007034
  0.3571773 0.1004569
  0.3507694 0.100177
  0.3443566 0.09986424
  0.3379378 0.09951988
  0.3315169 0.09914534
  0.3250998 0.09874079
  0.3186902 0.09830572
  0.3122886 0.09783948
  0.3058941 0.09734151
  0.2995056 0.09681129
  0.2931221 0.09624836
  0.2867432 0.09565262
  0.2803687 0.09502414
  0.2739995 0.09436303
  0.2676369 0.09366918
  0.2612832 0.09294252
  0.2549412 0.09218297
  0.2486131 0.0913898
  0.2422992 0.09056187
  0.2359974 0.08969786
  0.2297053 0.08879717
  0.2234227 0.08785972
  0.2171515 0.08688565
  0.2108945 0.08587464
  0.2046536 0.08482609
  0.1984295 0.08373924
  0.1922223 0.08261323
  0.186032 0.08144723
  0.1798587 0.08024043
  0.1737026 0.07899226
  0.1675642 0.07770227
  0.1614445 0.07637008
  0.1553453 0.0749953
  0.1492702 0.07357794
  0.1432242 0.07211821
  0.137212 0.07061521
  0.1312359 0.06906717
  0.1252949 0.06747179
  0.1193883 0.06582745
  0.1135174 0.0641334
  0.1076864 0.0623896
  0.1019005 0.0605958
  0.09616399 0.05875144
  0.09048023 0.05685582
  0.08485483 0.05490898
  0.07929872 0.05291312
  0.07382767 0.05087236
  0.06846046 0.04878935
  0.06321416 0.04666621
  0.05810318 0.04450551
  0.05314396 0.04231141
  0.0483583 0.04009227
  0.04376996 0.0378601
  0.03940624 0.03562971
  0.03529803 0.0334209
  0.03147029 0.03125544
  0.02794094 0.02915201
  0.02472292 0.02712813
  0.02181573 0.02519826
  0.01920602 0.02336942
  0.01687547 0.02164219
  0.01480018 0.02001447
  0.01295268 0.01848156
  0.01130641 0.01703767
  0.009837552 0.01567726
  0.008524296 0.01439452
  0.00734774 0.01318297
  0.006294519 0.01203473
  0.005352862 0.0109429
  0.004511512 0.009901745
  0.003760212 0.008906304
  0.003089788 0.007951594
  0.002491514 0.007032385
  0.001957575 0.006143708
  0.001484158 0.005280777
  0.001074253 0.004440114
  0.0007305713 0.003620906
  0.0004539851 0.002823868
  0.0002440204 0.002051305
  9.934332e-05 0.001303849
  1.826429e-05 0.0005765513
  1.070419e-06 -0.0001391081
  4.999865e-05 -0.0008536359
  0.0001662284 -0.001574974
  0.0003537958 -0.002306876
  0.0006191546 -0.00304795
  0.0009679039 -0.003790759
  0.001400359 -0.004528327
  0.001914126 -0.005255048
  0.002505741 -0.005966413
  0.003173082 -0.00666027
  0.003919406 -0.007338479
  0.004749248 -0.008003642
  0.005666331 -0.008658203
  0.006673697 -0.009303652
  0.007778314 -0.009939154
  0.00898883 -0.01056378
  0.01031504 -0.01117741
  0.01177004 -0.01178089
  0.01337286 -0.01237538
  0.01514611 -0.01296314
  0.01711497 -0.01354841
  0.01930898 -0.01413425
  0.02176367 -0.01472058
  0.02451664 -0.01530884
  0.02760876 -0.01590366
  0.03108655 -0.01650551
  0.03498653 -0.01711219
  0.03932144 -0.01772344
  0.04408028 -0.01833595
  0.04922218 -0.01894002
  0.05468186 -0.0195286
  0.06039693 -0.02009692
  0.06630939 -0.02063833
  0.07236788 -0.0211487
  0.07853882 -0.021627
  0.08479929 -0.02207369
  0.09113164 -0.0224904
  0.09752424 -0.02287963
  0.1039684 -0.02324426
  0.1104563 -0.02358749
  0.116981 -0.02391218
  0.1235347 -0.02422025
  0.130108 -0.02451356
  0.1366912 -0.02479297
  0.1432794 -0.02505794
  0.1498751 -0.02530814
  0.1564857 -0.02554456
  0.1631135 -0.02576953
  0.1697515 -0.0259851
  0.176387 -0.02619126
  0.1830149 -0.02638602
  0.189642 -0.02656773
  0.1962827 -0.02673736
  0.2029436 -0.02689819
  0.2096191 -0.02705319
  0.2162951 -0.02720267
  0.2229638 -0.02734478
  0.2296271 -0.02747796
  0.2362938 -0.02760239
  0.2429705 -0.02771949
  0.2496598 -0.02783061
  0.2563606 -0.02793695
  0.263069 -0.02803963
  0.269778 -0.02813958
  0.2764813 -0.02823623
  0.2831788 -0.0283282
  0.2898779 -0.02841443
  0.2965872 -0.02849602
  0.3033075 -0.02857505
  0.3100299 -0.02865314
  0.3167434 -0.02872914
  0.3234457 -0.02880086
  0.3301449 -0.02886665
  0.3368516 -0.02892754
  0.3435692 -0.02898549
  0.3502932 -0.02904203
  0.3570157 -0.02909684
  0.3637315 -0.02914903
  0.3704389 -0.02919775
  0.3771393 -0.02924208
  0.3838373 -0.02928112
  0.3905405 -0.02931456
  0.3972541 -0.02934422
  0.4039776 -0.02937242
  0.4107045 -0.02940068
  0.4174283 -0.02942814
  0.4241478 -0.02945347
  0.4308666 -0.02947586
  0.437588 -0.02949566
  0.4443111 -0.02951343
  0.4510317 -0.02952929
  0.4577468 -0.02954247
  0.4644575 -0.02955209
  0.4711684 -0.02955778
  0.4778817 -0.02956007
  0.4845948 -0.02955958
  0.491301 -0.02955611
  0.497997 -0.02954814
  0.5046863 -0.02953404
  0.5113771 -0.02951334
  0.5180741 -0.02948717
  0.5247756 -0.0294568
  0.5314745 -0.02942245
  0.538167 -0.02938308
  0.5448556 -0.02933756
  0.5515465 -0.02928573
  0.5582434 -0.02922852
  0.5649444 -0.02916693
  0.5716447 -0.02910119
  0.5783424 -0.02903081
  0.5850403 -0.02895524
  0.5917433 -0.02887488
  0.5984521 -0.0287909
  0.6051606 -0.02870446
  0.6118599 -0.02861491
  0.618546 -0.02852029
  0.6252208 -0.02841865
  0.6318901 -0.02830913
  0.638558 -0.02819152
  0.6452263 -0.0280657
  0.6518954 -0.02793185
  0.6585666 -0.02779028
  0.6652426 -0.02764134
  0.671925 -0.02748579
  0.6786111 -0.02732471
  0.6852935 -0.027159
  0.6919648 -0.02698751
  0.698623 -0.02680821
  0.7052729 -0.02661921
  0.7119209 -0.02642021
  0.7185709 -0.02621153
  0.7252229 -0.02599355
  0.7318753 -0.02576648
  0.7385264 -0.02553049
  0.7451748 -0.02528563
  0.7518195 -0.02503147
  0.7584599 -0.02476745
  0.7650962 -0.02449306
  0.7717296 -0.02420807
  0.7783631 -0.02391219
  0.7850009 -0.02360537
  0.7916443 -0.02328852
  0.7982889 -0.02296304
  0.8049249 -0.0226297
  0.8115451 -0.02228692
  0.8181497 -0.02193239
  0.8247456 -0.0215642
  0.831337 -0.02118219
  0.8379194 -0.02078695
  0.8444812 -0.02037824
  0.8510149 -0.01995308
  0.8575239 -0.0195076
  0.8640199 -0.01903899
  0.8705117 -0.01854752
  0.8769989 -0.01803439
  0.8834726 -0.01750038
  0.8899206 -0.01694474
  0.8963303 -0.01636673
  0.9026893 -0.01576427
  0.9089871 -0.01513291
  0.9152165 -0.01446819
  0.9213717 -0.01376461
  0.927446 -0.01301545
  0.9334306 -0.01221495
  0.9393188 -0.01135804
  0.9451214 -0.01043776
  0.9508716 -0.009443245
  0.9566158 -0.008377377
  0.9623622 -0.007279295
  0.9680481 -0.006204005
  0.9735576 -0.005177029
  0.9787959 -0.004166911
  0.9837247 -0.003146042
  0.9883484 -0.002160905
  0.9926782 -0.001295909
  0.99672 -0.0005888474
  1.0 -9e-05
