NACA 63(3)-618
  1.0 0.0
  0.9961812 0.001024585
  0.9915786 0.002253358
  0.9867459 0.003536374
  0.9816648 0.004877372
  0.9763175 0.006279858
  0.9706875 0.007746768
  0.9647619 0.009279957
  0.9585339 0.0108795
  0.9520069 0.01254281
  0.9451982 0.01426399
  0.9381399 0.01603606
  0.9308725 0.01785186
  0.9234397 0.01970445
  0.9158818 0.02158834
  0.9082312 0.0235006
  0.9005073 0.02544181
  0.8927145 0.0274149
  0.884849 0.02941935
  0.8769088 0.03145297
  0.8688946 0.03351265
  0.8608104 0.03559429
  0.8526639 0.03769263
  0.8444667 0.03980162
  0.836233 0.04191667
  0.8279766 0.04403416
  0.8197101 0.04615083
  0.8114443 0.04826387
  0.8031885 0.05037088
  0.79495 0.05246978
  0.7867343 0.05455764
  0.7785448 0.05663147
  0.7703838 0.05868869
  0.7622521 0.06072714
  0.754149 0.06274505
  0.7460727 0.06474105
  0.7380208 0.06671444
  0.7299911 0.06866476
  0.7219818 0.07059147
  0.7139913 0.07249396
  0.7060184 0.07437158
  0.6980622 0.07622361
  0.6901218 0.07804935
  0.6821971 0.07984814
  0.674288 0.08161928
  0.6663945 0.08336201
  0.6585173 0.08507555
  0.650657 0.08675908
  0.6428144 0.08841166
  0.6349904 0.09003217
  0.6271853 0.09161958
  0.6193989 0.09317295
  0.6116309 0.09469143
  0.6038804 0.09617426
  0.5961463 0.09762078
  0.5884274 0.09903052
  0.5807228 0.1004031
  0.573032 0.1017381
  0.5653547 0.1030349
  0.5576911 0.104293
  0.5500416 0.1055119
  0.5424069 0.1066908
  0.5347878 0.1078289
  0.5271851 0.1089252
  0.5195997 0.1099791
  0.5120322 0.1109896
  0.5044834 0.1119561
  0.4969538 0.1128777
  0.4894442 0.1137538
  0.4819548 0.1145835
  0.4744856 0.1153662
  0.4670363 0.1161011
  0.4596062 0.1167877
  0.4521941 0.1174253
  0.4447988 0.1180133
  0.4374188 0.1185513
  0.4300536 0.1190389
  0.4227033 0.1194758
  0.4153689 0.1198613
  0.4080518 0.120195
  0.4007546 0.1204766
  0.3934803 0.1207055
  0.3862317 0.120881
  0.3790106 0.1210021
  0.3718167 0.1210678
  0.3646483 0.1210772
  0.3575019 0.1210294
  0.3503726 0.1209232
  0.3432541 0.1207575
  0.3361392 0.1205322
  0.3290225 0.120248
  0.3219003 0.1199057
  0.3147712 0.1195061
  0.3076358 0.1190499
  0.3004967 0.1185382
  0.2933589 0.1179723
  0.2862286 0.1173528
  0.279112 0.1166797
  0.2720141 0.1159529
  0.2649387 0.1151723
  0.2578884 0.1143377
  0.2508647 0.1134491
  0.2438681 0.1125062
  0.2368983 0.1115087
  0.2299555 0.1104565
  0.2230407 0.1093497
  0.2161563 0.1081886
  0.2093054 0.1069737
  0.202492 0.1057059
  0.1957211 0.1043862
  0.1889982 0.1030161
  0.1823295 0.1015966
  0.175721 0.1001288
  0.1691787 0.09861399
  0.1627083 0.09705378
  0.1563152 0.09544985
  0.1500045 0.0938041
  0.1437807 0.09211853
  0.1376487 0.09039503
  0.1316156 0.08863519
  0.1256917 0.08684172
  0.1198896 0.08501866
  0.1142226 0.08317118
  0.1087041 0.08130526
  0.1033464 0.07942742
  0.09815993 0.07754435
  0.09315263 0.07566259
  0.08833017 0.07378799
  0.08369744 0.0719255
  0.07925822 0.07008018
  0.07501436 0.06825691
  0.07096542 0.06646013
  0.06710861 0.06469355
  0.06343947 0.06295962
  0.05995175 0.06125938
  0.05663742 0.05959308
  0.05348738 0.05796041
  0.05049205 0.05636067
  0.04764181 0.05479287
  0.04492724 0.05325588
  0.04233939 0.05174845
  0.03987063 0.05026923
  0.03751527 0.04881753
  0.0352687 0.04739329
  0.03312686 0.04599686
  0.03108583 0.04462868
  0.02914174 0.04328921
  0.02729058 0.04197877
  0.02552823 0.04069753
  0.02385048 0.03944547
  0.02225309 0.03822237
  0.02073178 0.03702787
  0.01928237 0.03586143
  0.01790182 0.03472165
  0.01658876 0.0336057
  0.01534132 0.03251075
  0.01415723 0.03143417
  0.01303396 0.03037355
  0.01196894 0.0293267
  0.01095959 0.02829164
  0.0100034 0.02726658
  0.009097992 0.02624992
  0.008241102 0.02524021
  0.007430513 0.02423625
  0.006663124 0.02323859
  0.005935629 0.02224879
  0.005245192 0.02126844
  0.004589348 0.02029907
  0.003965918 0.01934216
  0.003373035 0.018399
  0.002812177 0.0174677
  0.002288254 0.01654248
  0.001805403 0.01561757
  0.001366915 0.01468754
  0.0009736204 0.01375067
  0.0006241508 0.01280898
  0.0003172662 0.01186441
  5.196358e-05 0.0109186
  -0.0001725373 0.009972966
  -0.0003568037 0.009028754
  -0.0005011961 0.008087048
  -0.0006058706 0.007148808
  -0.0006707772 0.006214896
  -0.0006956534 0.00528609
  -0.0006800141 0.004363108
  -0.0006231349 0.003446619
  -0.0005240297 0.002537255
  -0.0003814199 0.001635632
  -0.0001936936 0.0007423572
  4.114577e-05 -0.0001419586
  0.0003246169 -0.001017239
  0.0006563209 -0.001884707
  0.001035765 -0.002745652
  0.001462666 -0.003601216
  0.001936902 -0.004452408
  0.002458472 -0.005300096
  0.003027438 -0.006145001
  0.003643857 -0.006987675
  0.0043077 -0.007828471
  0.005018732 -0.008667495
  0.005776368 -0.009504549
  0.00657948 -0.01033905
  0.007426147 -0.01116991
  0.008313353 -0.01199548
  0.009237499 -0.01281379
  0.01019918 -0.01362529
  0.0112015 -0.01443228
  0.01224841 -0.01523771
  0.01334282 -0.01604186
  0.01448708 -0.01684339
  0.01568379 -0.01764076
  0.01693575 -0.01843214
  0.01824604 -0.01921584
  0.01961811 -0.01999228
  0.02105568 -0.02076281
  0.02256271 -0.02152901
  0.02414333 -0.02229283
  0.02580179 -0.02305659
  0.02754231 -0.02382314
  0.02936883 -0.0245959
  0.03128475 -0.02537892
  0.03329429 -0.02617457
  0.0354033 -0.02698286
  0.03761779 -0.02780358
  0.03994387 -0.02863645
  0.04238765 -0.02948106
  0.04495522 -0.03033696
  0.0476527 -0.03120371
  0.05048641 -0.03208098
  0.05346315 -0.03296871
  0.05659091 -0.03386738
  0.05987988 -0.03477782
  0.06334215 -0.03570027
  0.06699029 -0.03663474
  0.07083677 -0.03758109
  0.07489342 -0.03853898
  0.07917056 -0.03950785
  0.08367595 -0.04048684
  0.08841434 -0.04147357
  0.09338751 -0.04246401
  0.09859398 -0.04345366
  0.1040297 -0.0444379
  0.1096895 -0.04541243
  0.1155678 -0.04637335
  0.1216559 -0.04731686
  0.1279409 -0.0482393
  0.1344064 -0.04913742
  0.1410332 -0.05000863
  0.1478007 -0.05085119
  0.1546886 -0.05166442
  0.1616788 -0.05244831
  0.1687559 -0.05320068
  0.1759058 -0.05391848
  0.1831162 -0.05459913
  0.1903768 -0.05524049
  0.19768 -0.05584087
  0.205021 -0.05639896
  0.2123982 -0.05691399
  0.2198115 -0.05738624
  0.2272601 -0.05781629
  0.234743 -0.05820471
  0.2422581 -0.05855211
  0.2498031 -0.05885911
  0.2573745 -0.05912639
  0.2649686 -0.05935429
  0.2725808 -0.05954263
  0.2802062 -0.05969129
  0.287839 -0.05980023
  0.295473 -0.05986953
  0.3031013 -0.05989941
  0.3107168 -0.05988993
  0.3183137 -0.05983996
  0.3258891 -0.05974804
  0.3334435 -0.05961274
  0.3409806 -0.05943256
  0.3485072 -0.0592058
  0.356033 -0.05893055
  0.36357 -0.05860635
  0.3711287 -0.05823456
  0.3787168 -0.05781661
  0.386339 -0.05735398
  0.3939971 -0.05684831
  0.4016892 -0.05630153
  0.4094105 -0.05571561
  0.4171548 -0.05509152
  0.4249177 -0.05442992
  0.4326964 -0.05373138
  0.4404901 -0.05299637
  0.4483 -0.05222514
  0.4561292 -0.0514178
  0.4639822 -0.05057488
  0.4718628 -0.04969729
  0.4797736 -0.04878606
  0.4877161 -0.04784236
  0.4956906 -0.04686756
  0.5036958 -0.04586322
  0.5117298 -0.04483079
  0.5197904 -0.04377146
  0.5278765 -0.04268633
  0.5359874 -0.04157645
  0.5441233 -0.0404428
  0.5522852 -0.03928626
  0.5604749 -0.03810781
  0.5686938 -0.03690868
  0.576943 -0.03569024
  0.5852227 -0.03445398
  0.5935326 -0.03320153
  0.6018718 -0.03193469
  0.6102383 -0.03065515
  0.6186293 -0.02936449
  0.6270412 -0.02806443
  0.6354692 -0.02675687
  0.6439075 -0.02544391
  0.6523494 -0.02412782
  0.6607874 -0.02281128
  0.6692144 -0.02149726
  0.6776236 -0.02018867
  0.6860084 -0.01888831
  0.6943632 -0.01759884
  0.7026826 -0.01632282
  0.7109622 -0.01506295
  0.719199 -0.01382186
  0.7273922 -0.01260188
  0.7355422 -0.01140499
  0.7436512 -0.01023287
  0.7517227 -0.009086966
  0.7597607 -0.007968272
  0.7677668 -0.006877698
  0.77574 -0.005816502
  0.7836761 -0.004786252
  0.7915685 -0.003788736
  0.7994085 -0.002825889
  0.8071855 -0.001900258
  0.8148917 -0.001015449
  0.8225237 -0.000174478
  0.8300825 0.0006203468
  0.8375729 0.001367254
  0.8450028 0.002064844
  0.8523829 0.002711997
  0.859724 0.003308995
  0.8670302 0.003856828
  0.8742967 0.004355875
  0.8815107 0.004806163
  0.8886525 0.005207669
  0.8956972 0.005560596
  0.9026165 0.005865292
  0.9093827 0.006116873
  0.9159761 0.006306902
  0.9223867 0.006429101
  0.928612 0.006479144
  0.9346549 0.0064542
  0.940522 0.006352513
  0.946222 0.006173052
  0.9517652 0.005915307
  0.9571625 0.005581593
  0.9624244 0.005177194
  0.9675604 0.004706986
  0.9725787 0.004175308
  0.9774867 0.003586043
  0.9822913 0.002942678
  0.9869983 0.002248366
  0.9916133 0.001505959
  0.9961413 0.0007180553
  1.0 0.0
