FX 83-W-108
  1.0 0.0
  0.9977338 0.001593037
  0.9946278 0.002315081
  0.9914644 0.003309659
  0.9881018 0.004386783
  0.9843709 0.005455807
  0.9802397 0.006619789
  0.9757483 0.007904044
  0.9709215 0.009260557
  0.9657485 0.01066734
  0.9602471 0.01212558
  0.9544895 0.01361999
  0.9485456 0.01512368
  0.9424294 0.01662616
  0.9361324 0.01813814
  0.9296831 0.01966732
  0.9231437 0.02120525
  0.916557 0.02273872
  0.9099254 0.02426477
  0.9032358 0.02579071
  0.8964956 0.02732187
  0.8897363 0.02885602
  0.8829881 0.03038261
  0.8762573 0.03189461
  0.8695268 0.0333916
  0.8627761 0.03488003
  0.8560012 0.03636448
  0.8492164 0.03784522
  0.8424442 0.0393165
  0.8356941 0.04077252
  0.8289584 0.04221121
  0.8222153 0.04363525
  0.8154463 0.04505166
  0.8086493 0.04646498
  0.8018398 0.04787603
  0.7950458 0.04927946
  0.7882855 0.05066668
  0.7815601 0.05203247
  0.7748546 0.05337515
  0.7681442 0.05469851
  0.7614116 0.05600894
  0.7546534 0.05731033
  0.7478803 0.05860384
  0.7411138 0.05988616
  0.7343709 0.06115085
  0.7276565 0.06239343
  0.7209646 0.06361164
  0.7142795 0.06480589
  0.7075858 0.06597992
  0.7008766 0.06713665
  0.6941544 0.06827739
  0.6874309 0.06940174
  0.6807224 0.0705059
  0.6740392 0.071585
  0.6673831 0.07263564
  0.6607481 0.07365574
  0.6541211 0.074645
  0.647489 0.07560604
  0.6408443 0.07654128
  0.6341852 0.0774522
  0.6275165 0.07833946
  0.6208474 0.07920212
  0.6141865 0.08003766
  0.6075379 0.08084403
  0.600902 0.08161975
  0.5942748 0.08236382
  0.5876501 0.08307645
  0.5810223 0.08375863
  0.574388 0.08441111
  0.5677454 0.08503442
  0.5610946 0.08562884
  0.5544373 0.08619449
  0.547775 0.08673141
  0.541109 0.08723969
  0.5344406 0.08771946
  0.5277705 0.08817086
  0.5210996 0.08859371
  0.5144285 0.08898773
  0.5077581 0.0893526
  0.5010888 0.08968804
  0.4944215 0.0899938
  0.4877564 0.09026975
  0.4810925 0.09051583
  0.4744277 0.09073203
  0.4677587 0.0909183
  0.4610812 0.09107474
  0.4543914 0.09120229
  0.4476887 0.09130206
  0.4409759 0.09137511
  0.4342591 0.09142257
  0.4275475 0.09144501
  0.4208489 0.09144108
  0.4141667 0.09140913
  0.4074992 0.09134752
  0.4008403 0.09125456
  0.39418 0.09112942
  0.3875098 0.09097326
  0.3808257 0.0907875
  0.3741285 0.09057363
