NACA 64(3)-618
  1.0 0.0
  0.9963408 0.001014312
  0.991923 0.002234696
  0.9872743 0.003513954
  0.982374 0.00485699
  0.9772007 0.006268744
  0.9717337 0.007753866
  0.9659546 0.009316181
  0.9598506 0.01095788
  0.9534186 0.01267843
  0.9466705 0.01447325
  0.9396368 0.01633432
  0.932361 0.01825183
  0.9248933 0.02021493
  0.9172838 0.02221346
  0.9095749 0.02423965
  0.9017957 0.02628951
  0.8939581 0.02836295
  0.8860628 0.03045884
  0.878111 0.03257466
  0.8701054 0.03470726
  0.8620511 0.03685282
  0.8539553 0.03900685
  0.8458275 0.04116429
  0.8376789 0.04332091
  0.8295199 0.04547341
  0.8213596 0.0476189
  0.8132054 0.04975493
  0.8050633 0.05187951
  0.7969376 0.05399103
  0.7888309 0.05608773
  0.7807453 0.05816764
  0.7726823 0.06022896
  0.7646426 0.06227009
  0.7566266 0.06428957
  0.7486342 0.06628613
  0.7406648 0.06825868
  0.7327177 0.07020636
  0.7247918 0.07212837
  0.7168859 0.07402398
  0.7089986 0.07589253
  0.7011282 0.07773342
  0.6932728 0.07954615
  0.6854311 0.08133047
  0.6776021 0.08308608
  0.6697853 0.08481254
  0.6619805 0.08650932
  0.6541884 0.08817582
  0.6464097 0.08981133
  0.6386455 0.09141499
  0.6308965 0.09298593
  0.6231629 0.09452338
  0.6154445 0.09602669
  0.607741 0.09749529
  0.6000512 0.09892867
  0.5923741 0.1003264
  0.5847089 0.1016881
  0.5770559 0.103013
  0.5694162 0.1043005
  0.5617919 0.1055496
  0.5541859 0.1067594
  0.546602 0.1079289
  0.5390441 0.1090567
  0.5315143 0.1101415
  0.5240129 0.1111823
  0.5165382 0.1121784
  0.5090865 0.1131293
  0.5016525 0.1140347
  0.4942293 0.1148945
  0.4868108 0.115709
  0.4793949 0.1164785
  0.4719846 0.1172026
  0.4645875 0.1178807
  0.4572156 0.1185119
  0.4498851 0.1190954
  0.4426152 0.1196298
  0.4354223 0.1201108
  0.4283137 0.1205341
  0.4212882 0.1208964
  0.4143375 0.121195
  0.4074469 0.1214273
  0.4005966 0.1215907
  0.3937613 0.1216822
  0.386914 0.1217031
  0.3800318 0.1216569
  0.373098 0.1215466
  0.3661016 0.121375
  0.3590382 0.1211446
  0.351911 0.1208589
  0.3447318 0.1205215
  0.3375199 0.1201351
  0.3302947 0.1196994
