AH 95-160
  0.3655595 0.1335243
  0.3587922 0.133173
  0.3520175 0.1327694
  0.3452344 0.1323141
  0.3384428 0.1318077
  0.3316441 0.1312514
  0.3248416 0.1306466
  0.3180394 0.1299934
  0.3112408 0.1292918
  0.304448 0.1285419
  0.2976621 0.1277431
  0.2908827 0.1268951
  0.2841079 0.1259975
  0.2773374 0.1250511
  0.2705736 0.1240574
  0.2638219 0.1230175
  0.2570871 0.1219315
  0.2503715 0.1207988
  0.2436758 0.1196189
  0.2370004 0.1183917
  0.2303469 0.1171174
  0.2237178 0.1157962
  0.2171155 0.1144281
  0.2105422 0.1130133
  0.2040002 0.1115517
  0.1974917 0.1100435
  0.1910187 0.1084886
  0.1845837 0.1068875
  0.17819 0.1052407
  0.1718414 0.103549
  0.1655425 0.1018133
  0.1592985 0.1000343
  0.1531149 0.09821327
  0.1469971 0.09635096
  0.1409497 0.0944482
  0.1349772 0.09250602
  0.1290853 0.09052659
  0.1232831 0.08851344
  0.1175814 0.08647054
  0.1119901 0.08440032
  0.1065157 0.08230442
  0.1011621 0.08018498
  0.09593595 0.0780475
  0.09084865 0.07590011
  0.08591436 0.07375144
  0.08114603 0.07160707
  0.07655165 0.06947121
  0.07213491 0.06734741
  0.06789806 0.06524025
  0.06384369 0.06315534
  0.05997365 0.06109853
  0.05628895 0.0590743
  0.05278887 0.05708587
  0.04947031 0.05513589
  0.04632828 0.05322624
  0.04335705 0.05135802
  0.04055008 0.04953196
  0.03789999 0.04774842
  0.03539891 0.04600745
  0.03303923 0.044309
  0.03081352 0.04265299
  0.02871443 0.04103923
  0.02673478 0.03946715
  0.02486827 0.03793526
  0.02310869 0.03644174
  0.02144977 0.03498475
  0.01988531 0.03356248
  0.01840963 0.03217322
  0.01701755 0.03081547
  0.01570417 0.02948786
  0.01446483 0.02818912
  0.01329566 0.02691778
  0.01219355 0.02567206
  0.01115539 0.02445022
  0.01017809 0.02325064
  0.009258562 0.02207203
  0.008393867 0.02091356
  0.007581214 0.01977453
  0.006817984 0.01865427
  0.006102011 0.01755211
  0.005431647 0.01646726
  0.004805282 0.01539899
  0.004221354 0.01434661
  0.003678826 0.01330946
  0.003176944 0.01228688
  0.002714863 0.01127817
  0.002291555 0.01028279
  0.001905667 0.009300635
  0.001555867 0.008331733
  0.001241035 0.007376142
  0.0009612878 0.006433743
  0.0007171847 0.005504119
  0.000509064 0.004586656
  0.0003367652 0.003681142
  0.0001997824 0.002788178
  9.761946e-05 0.001908806
  3.041499e-05 0.001043889
  -8.075841e-07 0.0001915679
  5.412212e-06 -0.0006535642
  5.142773e-05 -0.001498993
  0.0001405277 -0.002349848
  0.0002768856 -0.003207144
  0.000463998 -0.004067623
  0.0007033087 -0.004926456
  0.0009960538 -0.005779681
  0.001343712 -0.00662444
  0.001747553 -0.007458268
  0.002208893 -0.008278169
  0.00272873 -0.009080829
  0.003306525 -0.009863903
  0.003941331 -0.0106252
  0.004632166 -0.01136267
  0.005377943 -0.01207574
  0.006177362 -0.01276421
  0.007028938 -0.01342803
  0.007931566 -0.01406875
  0.008884029 -0.01468883
  0.009884728 -0.01529092
  0.01093358 -0.01587667
  0.01203164 -0.01644711
  0.01317993 -0.01700353
  0.01437987 -0.0175472
  0.0156336 -0.01807927
  0.01694321 -0.01860113
  0.01831083 -0.01911422
  0.01973959 -0.01961867
  0.02123325 -0.02011419
  0.02279587 -0.02060056
  0.02443205 -0.02107768
  0.02614708 -0.02154551
  0.02794664 -0.02200416
  0.02983677 -0.02245396
  0.03182396 -0.02289504
  0.03391571 -0.02332661
  0.03612034 -0.02374771
  0.03844709 -0.02415745
  0.0409066 -0.02455508
  0.04351124 -0.02493964
  0.04627466 -0.02531018
  0.0492113 -0.02566587
  0.05233641 -0.02600619
  0.05566688 -0.02633064
  0.0592213 -0.02663863
  0.06301892 -0.02693027
  0.06707877 -0.02720685
  0.07141889 -0.02747017
  0.07605472 -0.02772024
  0.08099591 -0.02795758
  0.08624403 -0.02818416
  0.09179134 -0.02840196
  0.09762111 -0.02860839
  0.1037101 -0.02880001
  0.1100342 -0.02897378
  0.1165735 -0.02912769
  0.1233071 -0.02926077
  0.1302123 -0.02937263
  0.137267 -0.02946345
  0.1444506 -0.02953387
  0.151745 -0.02958501
  0.1591362 -0.02961843
  0.1666104 -0.02963598
  0.1741513 -0.02963983
  0.1817401 -0.02963152
  0.1893618 -0.02961011
  0.1970099 -0.02957423
  0.2046865 -0.02952333
  0.212394 -0.02945914
  0.2201283 -0.02938387
  0.2278798 -0.02929891
  0.2356404 -0.0292036
  0.2434086 -0.02909693
  0.2511883 -0.02897867
  0.2589833 -0.02884995
  0.2667933 -0.02871213
  0.2746152 -0.02856616
  0.2824451 -0.02841243
  0.2902804 -0.02825127
  0.2981193 -0.02808273
  0.3059615 -0.02790658
  0.3138077 -0.0277226
  0.3216593 -0.0275311
  0.3295166 -0.02733274
  0.3373785 -0.02712814
  0.3452429 -0.02691759
  0.3531071 -0.0267012
  0.3609679 -0.02647896
  0.3688236 -0.02625014
  0.376676 -0.02601377
  0.3845296 -0.0257693
  0.3923877 -0.02551757
  0.4002489 -0.02525978
  0.4081079 -0.02499647
  0.4159612 -0.02472684
  0.423809 -0.02444987
  0.4316547 -0.02416505
  0.4395006 -0.0238726
  0.4473466 -0.02357283
  0.4551913 -0.02326582
  0.4630343 -0.02295142
  0.470877 -0.02262944
  0.478721 -0.02230003
  0.4865648 -0.02196363
  0.4944044 -0.02162058
  0.5022367 -0.02127001
  0.5100651 -0.02091046
  0.5178983 -0.02054095
  0.5257426 -0.02016312
  0.5335942 -0.01977954
  0.5414407 -0.01939153
  0.5492743 -0.01899673
  0.5570992 -0.01859183
  0.564929 -0.01817532
  0.5727745 -0.01774889
  0.5806387 -0.01731479
  0.5885178 -0.01687488
  0.5964067 -0.0164304
  0.6043 -0.01598247
  0.6121936 -0.01553097
  0.6200862 -0.0150749
  0.6279798 -0.01461358
  0.6358782 -0.01414909
  0.6437842 -0.01368456
  0.6516989 -0.01322228
  0.6596208 -0.01276151
  0.6675439 -0.01230106
  0.6754597 -0.01184127
  0.6833643 -0.01138502
  0.6912624 -0.01093496
  0.6991646 -0.01049123
  0.7070771 -0.01005156
  0.7149982 -0.009614031
  0.7229206 -0.009178531
  0.7308401 -0.008745989
  0.7387567 -0.008317012
  0.7466728 -0.007891232
  0.7545884 -0.007467956
  0.7625006 -0.007046758
  0.7704042 -0.00662792
  0.7782925 -0.006211995
  0.7861576 -0.005800073
  0.7939937 -0.005394725
  0.8017993 -0.004998565
  0.8095762 -0.004613477
  0.8173265 -0.004240264
  0.8250499 -0.003879683
  0.8327441 -0.003532751
  0.8404057 -0.003200797
  0.8480308 -0.002885149
  0.8556156 -0.002587379
  0.863157 -0.002309338
  0.870653 -0.002052748
  0.8781015 -0.001818936
  0.8854968 -0.001608945
  0.8928285 -0.001423902
  0.900085 -0.00126619
  0.9072593 -0.001138753
  0.9143492 -0.001043809
  0.9213492 -0.0009810464
  0.9282414 -0.0009491128
  0.9349982 -0.0009478427
  0.9415958 -0.0009813765
  0.9480228 -0.001053714
  0.9542749 -0.001165748
  0.9603388 -0.001313887
  0.9661902 -0.001493783
  0.9718044 -0.001705763
  0.9771693 -0.001953827
  0.9822851 -0.002240105
  0.9871562 -0.002563956
  0.9917855 -0.002922942
  0.996177 -0.003312473
  0.9998 -0.00367
