AH 93-157
  1.0 -0.00221
  0.9966302 -0.001261306
  0.9924457 -0.0001343151
  0.9879085 0.001025481
  0.9829966 0.002221877
  0.9777087 0.003465015
  0.9720723 0.00476345
  0.9661371 0.006118341
  0.9599596 0.007532977
  0.9535856 0.009009305
  0.9470552 0.01053817
  0.9404114 0.01210789
  0.9336946 0.01370889
  0.926934 0.01533696
  0.9201411 0.01699213
  0.9133134 0.01867485
  0.9064519 0.02038188
  0.899568 0.02210743
  0.8926784 0.02384737
  0.8857923 0.0256013
  0.8789083 0.02737113
  0.8720202 0.0291582
  0.8651244 0.03096237
  0.8582216 0.03278262
  0.8513137 0.03461786
  0.8444017 0.03646738
  0.8374853 0.03833074
  0.8305637 0.04020783
  0.823635 0.04209869
  0.816697 0.0440032
  0.8097479 0.04592059
  0.8027872 0.04784972
  0.7958152 0.04978923
  0.7888327 0.05173765
  0.7818406 0.05369342
  0.7748409 0.05565439
  0.7678386 0.0576175
  0.7608418 0.05957874
  0.753861 0.06153343
  0.7469079 0.06347649
  0.7399941 0.06540194
  0.7331243 0.0673033
  0.7262929 0.06917677
  0.7194876 0.07102234
  0.7127017 0.07284147
  0.7059376 0.07463325
  0.6992032 0.07639352
  0.692501 0.07811779
  0.6858257 0.07980377
  0.6791684 0.0814518
  0.672523 0.08306259
  0.6658868 0.08463594
  0.6592591 0.08617119
  0.6526386 0.08766784
  0.6460229 0.08912565
  0.6394102 0.09054447
  0.6328001 0.09192389
  0.6261933 0.09326314
  0.6195891 0.09456147
  0.612983 0.09581879
  0.6063675 0.09703625
  0.5997394 0.09821593
  0.5931035 0.09935864
  0.5864693 0.1004627
  0.5798409 0.1015253
  0.5732122 0.1025448
  0.5665717 0.1035231
  0.5599133 0.1044634
  0.5532404 0.1053671
  0.5465616 0.1062336
  0.5398811 0.1070612
  0.533197 0.1078492
  0.5265048 0.1085983
  0.5198027 0.1093097
  0.5130928 0.1099836
  0.5063782 0.1106199
  0.4996594 0.1112182
  0.4929351 0.1117786
  0.4862045 0.1123017
  0.4794701 0.1127875
  0.4727376 0.1132358
  0.4660091 0.1136452
  0.4592792 0.1140144
  0.4525372 0.1143443
  0.445778 0.1146377
  0.4390091 0.1148972
  0.4322459 0.1151225
  0.4254968 0.1153105
  0.4187574 0.1154585
  0.4120163 0.1155665
  0.4052681 0.1156361
  0.3985166 0.1156689
  0.3917703 0.1156645
  0.3850319 0.1156215
  0.3782965 0.1155388
  0.3715576 0.115417
  0.3648157 0.1152576
  0.3580787 0.1150616
  0.3513548 0.1148279
  0.3446438 0.1145545
  0.3379379 0.1142398
  0.3312306 0.1138849
  0.3245246 0.1134914
  0.3178306 0.1130606
  0.3111565 0.1125907
  0.3045006 0.112079
  0.2978536 0.111524
  0.29121 0.1109264
  0.2845726 0.1102879
  0.2779504 0.1096094
  0.2713492 0.1088896
  0.2647687 0.1081269
  0.2582049 0.1073201
  0.2516566 0.1064691
  0.245127 0.1055745
  0.2386214 0.1046359
  0.2321418 0.1036518
  0.2256862 0.1026206
  0.2192516 0.1015413
  0.2128366 0.100414
  0.206443 0.09923894
  0.2000744 0.09801622
  0.1937354 0.09674612
  0.1874314 0.09542886
  0.1811663 0.09406319
  0.1749397 0.09264686
  0.168748 0.0911774
  0.1625882 0.08965429
  0.1564615 0.08807824
  0.1503729 0.08645042
  0.1443291 0.08477121
  0.1383361 0.08304092
  0.132399 0.08125944
  0.1265205 0.07942544
  0.1206997 0.07753656
  0.1149341 0.07559119
  0.1092254 0.07359108
  0.1035821 0.07154072
  0.09801859 0.06944499
  0.0925492 0.06730698
  0.08718526 0.06512942
  0.08193609 0.06291489
  0.07681084 0.06066651
  0.07181832 0.05838823
  0.06696793 0.05608599
  0.06227375 0.05376995
  0.05775354 0.05145354
  0.0534259 0.04915081
  0.04930786 0.04687423
  0.0454111 0.04463543
  0.0417412 0.0424445
  0.0383008 0.04031104
  0.0350907 0.03824471
  0.03210762 0.03625339
  0.02934432 0.03434175
  0.02679188 0.03251133
  0.0244389 0.03076216
  0.02227177 0.02909277
  0.02027599 0.02750005
  0.01843832 0.02597924
  0.0167459 0.0245255
  0.01518614 0.02313422
  0.01374706 0.02180095
  0.01241812 0.02052121
  0.01119008 0.01929058
  0.0100543 0.01810505
  0.009002744 0.01696096
  0.008028243 0.01585496
  0.007125206 0.0147839
  0.006288774 0.0137451
  0.005514423 0.01273633
  0.004797973 0.01175564
  0.004136667 0.01080084
  0.003528647 0.009869272
  0.002971707 0.008958237
  0.002463506 0.008065137
  0.002002316 0.007187708
  0.001587863 0.006324674
  0.001220073 0.005475718
  0.0008986672 0.004641144
  0.0006238796 0.003821757
  0.0003977717 0.003017866
  0.0002218007 0.002227635
  9.713197e-05 0.001447574
  2.454036e-05 0.000673569
  2.801107e-06 -9.693227e-05
  3.144042e-05 -0.0008658238
  0.0001113936 -0.001634858
  0.0002446182 -0.002405712
  0.0004331923 -0.003179379
  0.0006799156 -0.003955319
  0.0009880601 -0.004731005
  0.001359784 -0.005502564
  0.001794202 -0.006267556
  0.002289548 -0.007024009
  0.002843704 -0.007770151
  0.003455272 -0.008504908
  0.00412508 -0.009228439
  0.004854183 -0.009940969
  0.005643345 -0.01064257
  0.006493361 -0.01133331
  0.007406317 -0.01201388
  0.008384515 -0.01268533
  0.009430078 -0.01334909
  0.01054526 -0.0140069
  0.01173457 -0.01465997
  0.01300358 -0.01530962
  0.01435812 -0.01595761
  0.01580422 -0.0166063
  0.01734956 -0.01725699
  0.01900375 -0.01791008
  0.02077746 -0.01856625
  0.0226825 -0.01922671
  0.02473253 -0.01989287
  0.02694382 -0.02056563
  0.02933408 -0.02124629
  0.03192201 -0.02193694
  0.03472688 -0.02264007
  0.03776888 -0.02335494
  0.04106704 -0.02407921
  0.04463827 -0.02481037
  0.04849931 -0.02554638
