NACA 16-006
  1.0 0.0006
  0.997334 0.0009692302
  0.9941065 0.001412574
  0.9906969 0.001876577
  0.987084 0.002363346
  0.9832442 0.002875191
  0.9791511 0.003414574
  0.9747759 0.003983993
  0.9700897 0.004585737
  0.9650662 0.00522145
  0.9596872 0.005891408
  0.9539525 0.006593457
  0.9479096 0.007319613
  0.9419274 0.008024748
  0.9360803 0.008700821
  0.9302914 0.009357461
  0.9245033 0.01000143
  0.9186721 0.01063757
  0.9127643 0.01126918
  0.9067573 0.01189821
  0.9006439 0.0125248
  0.8945466 0.01313617
  0.8885267 0.01372664
  0.8825647 0.01429869
  0.8766436 0.01485439
  0.8707491 0.01539544
  0.8648689 0.01592321
  0.8589923 0.01643887
  0.8531099 0.01694334
  0.8472138 0.01743739
  0.8412972 0.01792161
  0.8353543 0.01839646
  0.8293809 0.01886226
  0.8233736 0.01931921
  0.8173306 0.01976737
  0.8112517 0.02020672
  0.805138 0.0206371
  0.7989926 0.02105826
  0.7928232 0.02146963
  0.7866636 0.02186904
  0.7805191 0.02225631
  0.7743851 0.02263191
  0.7682575 0.02299625
  0.7621328 0.02334965
  0.7560077 0.02369242
  0.7498796 0.02402479
  0.7437462 0.02434697
  0.7376056 0.02465914
  0.7314565 0.02496141
  0.7252979 0.02525391
  0.7191292 0.02553671
  0.7129504 0.02580986
  0.7067705 0.02607304
  0.7005987 0.02632599
  0.6944336 0.02656889
  0.6882739 0.02680198
  0.6821181 0.02702545
  0.675965 0.02723952
  0.6698135 0.02744436
  0.6636625 0.02764016
  0.6575113 0.02782709
  0.651359 0.02800529
  0.6452049 0.02817492
  0.6390487 0.02833613
  0.6328899 0.02848906
  0.6267282 0.02863383
  0.6205634 0.02877059
  0.6143956 0.02889945
  0.6082248 0.02902054
  0.6020513 0.02913398
  0.5958754 0.02923991
  0.5896975 0.02933842
  0.583518 0.02942961
  0.5773373 0.0295136
  0.5711557 0.02959049
  0.5649736 0.02966037
  0.558791 0.02972337
  0.5526084 0.0297796
  0.5464258 0.02982916
  0.5402434 0.02987217
  0.5340614 0.02990875
  0.5278797 0.029939
  0.5216985 0.02996305
  0.5155178 0.02998101
  0.5093375 0.02999298
  0.5031575 0.0299991
  0.4969778 0.02999947
  0.4907982 0.02999415
  0.4846186 0.02998316
  0.4784389 0.02996653
  0.4722591 0.02994425
  0.466079 0.02991634
  0.4598987 0.02988282
  0.4537181 0.0298437
  0.4475372 0.02979899
  0.4413562 0.02974871
  0.4351749 0.02969287
  0.4289936 0.02963149
  0.4228124 0.02956458
  0.4166312 0.02949215
  0.4104504 0.02941423
  0.4042701 0.02933082
  0.3980905 0.02924196
  0.3919117 0.02914764
  0.385734 0.02904786
  0.3795574 0.02894261
  0.3733821 0.02883188
  0.3672081 0.02871567
  0.3610353 0.02859395
  0.3548635 0.02846671
  0.3486927 0.02833395
  0.3425227 0.02819563
  0.3363531 0.02805176
  0.3301836 0.02790229
  0.3240139 0.02774722
  0.3178434 0.0275865
  0.3116718 0.02742012
  0.3054984 0.02724804
  0.2993226 0.02707022
  0.2931438 0.02688658
  0.2869614 0.02669697
  0.2807761 0.02650125
  0.2745941 0.02629944
  0.2684167 0.02609146
  0.2622434 0.02587714
  0.2560739 0.02565634
  0.2499074 0.02542888
  0.2437431 0.02519458
  0.2375799 0.02495326
  0.2314164 0.02470471
  0.2252512 0.02444872
  0.2190825 0.02418504
  0.2129084 0.02391344
  0.2067274 0.02363365
  0.2005511 0.02334605
  0.1943874 0.0230509
  0.1882381 0.02274816
  0.1821031 0.02243772
  0.1759801 0.02211935
  0.1698646 0.02179272
  0.1637505 0.02145734
  0.1576294 0.02111258
  0.1514908 0.02075762
  0.145327 0.02039166
  0.1391893 0.02001679
  0.1330979 0.01963311
  0.1270465 0.01923918
  0.1210207 0.01883304
  0.1149991 0.0184121
  0.1089525 0.01797298
  0.1028423 0.01751128
  0.09671047 0.01702855
  0.09071366 0.01653718
  0.08482456 0.01603622
  0.07894211 0.01551766
  0.07291917 0.01496782
  0.06713514 0.01441712
  0.06169245 0.01386874
  0.05632495 0.0132903
  0.05057887 0.01262067
  0.04499677 0.0119146
  0.04042966 0.01130008
  0.03643937 0.01073963
  0.03269257 0.01019546
  0.0288553 0.009621755
  0.02419226 0.008903988
  0.02033626 0.008258807
  0.0171442 0.007618302
  0.01286049 0.006559384
  0.009085011 0.005437062
  0.006992414 0.004718905
  0.005481406 0.00413813
  0.004296732 0.00363091
  0.003333528 0.003170536
  0.002537391 0.002742778
  0.001876399 0.00233892
  0.001330489 0.001953086
  0.0008866517 0.001581017
  0.0005365152 0.001219418
  0.0002750612 0.0008655903
  9.995481e-05 0.0005171855
  1.126297e-05 0.0001720292
  1.126297e-05 -0.0001720292
  9.995481e-05 -0.0005171855
  0.0002750612 -0.0008655903
  0.0005365152 -0.001219418
  0.0008866517 -0.001581017
  0.001330489 -0.001953086
  0.001876399 -0.00233892
  0.002537391 -0.002742778
  0.003333528 -0.003170536
  0.004296732 -0.00363091
  0.005481406 -0.00413813
  0.006992414 -0.004718905
  0.009085011 -0.005437062
  0.01286049 -0.006559384
  0.0171442 -0.007618302
  0.02033626 -0.008258807
  0.02419226 -0.008903988
  0.0288553 -0.009621755
  0.03269257 -0.01019546
  0.03643937 -0.01073963
  0.04042966 -0.01130008
  0.04499677 -0.0119146
  0.05057887 -0.01262067
  0.05632495 -0.0132903
  0.06169245 -0.01386874
  0.06713514 -0.01441712
  0.07291917 -0.01496782
  0.07894211 -0.01551766
  0.08482456 -0.01603622
  0.09071366 -0.01653718
  0.09671047 -0.01702855
  0.1028423 -0.01751128
  0.1089525 -0.01797298
  0.1149991 -0.0184121
  0.1210207 -0.01883304
  0.1270465 -0.01923918
  0.1330979 -0.01963311
  0.1391893 -0.02001679
  0.145327 -0.02039166
  0.1514908 -0.02075762
  0.1576294 -0.02111258
  0.1637505 -0.02145734
  0.1698646 -0.02179272
  0.1759801 -0.02211935
  0.1821031 -0.02243772
  0.1882381 -0.02274816
  0.1943874 -0.0230509
  0.2005511 -0.02334605
  0.2067274 -0.02363365
  0.2129084 -0.02391344
  0.2190825 -0.02418504
  0.2252512 -0.02444872
  0.2314164 -0.02470471
  0.2375799 -0.02495326
  0.2437431 -0.02519458
  0.2499074 -0.02542888
  0.2560739 -0.02565634
  0.2622434 -0.02587714
  0.2684167 -0.02609146
  0.2745941 -0.02629944
  0.2807761 -0.02650125
  0.2869614 -0.02669697
  0.2931438 -0.02688658
  0.2993226 -0.02707022
  0.3054984 -0.02724804
  0.3116718 -0.02742012
  0.3178434 -0.0275865
  0.3240139 -0.02774722
  0.3301836 -0.02790229
  0.3363531 -0.02805176
  0.3425227 -0.02819563
  0.3486927 -0.02833395
  0.3548635 -0.02846671
  0.3610353 -0.02859395
  0.3672081 -0.02871567
  0.3733821 -0.02883188
  0.3795574 -0.02894261
  0.385734 -0.02904786
  0.3919117 -0.02914764
  0.3980905 -0.02924196
  0.4042701 -0.02933082
  0.4104504 -0.02941423
  0.4166312 -0.02949215
  0.4228124 -0.02956458
  0.4289936 -0.02963149
  0.4351749 -0.02969287
  0.4413562 -0.02974871
  0.4475372 -0.02979899
  0.4537181 -0.0298437
  0.4598987 -0.02988282
  0.466079 -0.02991634
  0.4722591 -0.02994425
  0.4784389 -0.02996653
  0.4846186 -0.02998316
  0.4907982 -0.02999415
  0.4969778 -0.02999947
  0.5031575 -0.0299991
  0.5093375 -0.02999298
  0.5155178 -0.02998101
  0.5216985 -0.02996305
  0.5278797 -0.029939
  0.5340614 -0.02990875
  0.5402434 -0.02987217
  0.5464258 -0.02982916
  0.5526084 -0.0297796
  0.558791 -0.02972337
  0.5649736 -0.02966037
  0.5711557 -0.02959049
  0.5773373 -0.0295136
  0.583518 -0.02942961
  0.5896975 -0.02933842
  0.5958754 -0.02923991
  0.6020513 -0.02913398
  0.6082248 -0.02902054
  0.6143956 -0.02889945
  0.6205634 -0.02877059
  0.6267282 -0.02863383
  0.6328899 -0.02848906
  0.6390487 -0.02833613
  0.6452049 -0.02817492
  0.651359 -0.02800529
  0.6575113 -0.02782709
  0.6636625 -0.02764016
  0.6698135 -0.02744436
  0.675965 -0.02723952
  0.6821181 -0.02702545
  0.6882739 -0.02680198
  0.6944336 -0.02656889
  0.7005987 -0.02632599
  0.7067705 -0.02607304
  0.7129504 -0.02580986
  0.7191292 -0.02553671
  0.7252979 -0.02525391
  0.7314565 -0.02496141
  0.7376056 -0.02465914
  0.7437462 -0.02434697
  0.7498796 -0.02402479
  0.7560077 -0.02369242
  0.7621328 -0.02334965
  0.7682575 -0.02299625
  0.7743851 -0.02263191
  0.7805191 -0.02225631
  0.7866636 -0.02186904
  0.7928232 -0.02146963
  0.7989926 -0.02105826
  0.805138 -0.0206371
  0.8112517 -0.02020672
  0.8173306 -0.01976737
  0.8233736 -0.01931921
  0.8293809 -0.01886226
  0.8353543 -0.01839646
  0.8412972 -0.01792161
  0.8472138 -0.01743739
  0.8531099 -0.01694334
  0.8589923 -0.01643887
  0.8648689 -0.01592321
  0.8707491 -0.01539544
  0.8766436 -0.01485439
  0.8825647 -0.01429869
  0.8885267 -0.01372664
  0.8945466 -0.01313617
  0.9006439 -0.0125248
  0.9067573 -0.01189821
  0.9127643 -0.01126918
  0.9186721 -0.01063757
  0.9245033 -0.01000143
  0.9302914 -0.009357461
  0.9360803 -0.008700821
  0.9419274 -0.008024748
  0.9479096 -0.007319613
  0.9539525 -0.006593457
  0.9596872 -0.005891408
  0.9650662 -0.00522145
  0.9700897 -0.004585737
  0.9747759 -0.003983993
  0.9791511 -0.003414574
  0.9832442 -0.002875191
  0.987084 -0.002363346
  0.9906969 -0.001876577
  0.9941065 -0.001412574
  0.997334 -0.0009692302
  1.0 -0.0006
