NACA M12
  0.6651767 -0.03194662
  0.6726543 -0.03154636
  0.6801343 -0.03113615
  0.6876164 -0.03071613
  0.6951003 -0.03028644
  0.7025853 -0.02984724
  0.7100708 -0.02939847
  0.717556 -0.02893977
  0.7250399 -0.02847075
  0.7325215 -0.02799102
  0.7399999 -0.02750022
  0.7474739 -0.02699799
  0.7549423 -0.026484
  0.7624039 -0.0259579
  0.7698573 -0.02541939
  0.7773012 -0.02486817
  0.784734 -0.02430395
  0.7921544 -0.02372648
  0.7995608 -0.02313551
  0.8069517 -0.02253089
  0.8143258 -0.02191285
  0.8216827 -0.02128168
  0.8290228 -0.02063761
  0.8363471 -0.01998077
  0.8436575 -0.01931125
  0.8509564 -0.01862904
  0.8582472 -0.01793403
  0.8655336 -0.01722604
  0.8728203 -0.01650477
  0.8801126 -0.01576982
  0.8874167 -0.01502069
  0.8947396 -0.0142567
  0.9020893 -0.01347708
  0.9094723 -0.01268116
  0.9168827 -0.01186978
  0.9242944 -0.01104609
  0.9316618 -0.0102156
  0.9389235 -0.009385942
  0.9460099 -0.008566018
  0.9528534 -0.007764858
  0.9593994 -0.006990066
  0.9656174 -0.006246452
  0.9714989 -0.005536223
  0.9770508 -0.004859678
  0.9822893 -0.00421587
  0.9872354 -0.003603131
  0.991912 -0.003019446
  0.9963416 -0.002462684
  1.0 -0.002
