NACA M12
  1.0 0.002
  0.9963724 0.002652069
  0.9919843 0.003436445
  0.9873569 0.004258448
  0.982468 0.005121108
  0.9772955 0.006027367
  0.9718182 0.006979793
  0.9660189 0.007980128
  0.9598877 0.009028642
  0.9534282 0.01012326
  0.9466629 0.01125866
  0.9396373 0.01242677
  0.9324117 0.01361848
  0.9250511 0.01482455
  0.9176165 0.01603695
  0.9101567 0.01724994
  0.9027032 0.01846072
  0.8952686 0.01966944
  0.8878513 0.02087677
  0.8804474 0.02208256
  0.8730532 0.02328658
  0.8656656 0.02448855
  0.8582816 0.02568812
  0.8508989 0.0268849
  0.8435151 0.02807843
  0.8361286 0.02926818
  0.8287379 0.03045359
  0.8213418 0.03163401
  0.8139395 0.03280875
  0.8065306 0.03397705
  0.799115 0.0351381
  0.7916929 0.03629122
  0.7842649 0.03743623
  0.7768316 0.03857304
  0.7693937 0.03970155
  0.7619519 0.04082165
  0.754507 0.04193323
  0.74706 0.04303617
  0.7396117 0.04413034
  0.7321632 0.04521563
  0.7247155 0.04629189
  0.7172697 0.047359
  0.7098271 0.0484168
  0.7023888 0.04946518
  0.6949562 0.05050393
  0.6875305 0.05153246
  0.6801126 0.0525499
  0.6727032 0.05355545
  0.665303 0.05454834
  0.6579121 0.05552783
  0.6505307 0.05649324
  0.6431585 0.05744389
  0.6357953 0.05837917
  0.6284405 0.05929848
  0.6210933 0.06020124
  0.6137527 0.06108691
  0.6064177 0.06195497
  0.5990867 0.0628049
  0.5917584 0.06363636
  0.5844312 0.06444944
  0.5771042 0.06524427
  0.5697762 0.06602094
  0.5624467 0.06677951
  0.5551149 0.06752002
  0.5477808 0.06824246
  0.540444 0.06894681
  0.5331048 0.06963305
  0.5257635 0.07030111
  0.5184205 0.07095092
  0.5110768 0.07158239
  0.5037332 0.07219543
  0.4963909 0.07278991
  0.4890512 0.0733654
  0.4817154 0.07392118
  0.4743846 0.07445651
  0.4670599 0.07497068
  0.4597421 0.07546304
  0.452432 0.0759329
  0.4451303 0.07637965
  0.4378375 0.07680267
  0.4305541 0.07720135
  0.4232804 0.07757513
  0.4160166 0.07792342
  0.4087627 0.07824568
  0.4015189 0.07854137
  0.394285 0.07880994
  0.3870608 0.07905074
  0.3798465 0.07926308
  0.372642 0.07944627
  0.3654473 0.07959962
  0.3582627 0.07972245
  0.3510881 0.07981409
  0.3439239 0.07987388
  0.3367703 0.07990114
  0.3296275 0.07989525
  0.3224958 0.07985554
  0.3153755 0.07978141
  0.3082672 0.07967223
  0.301171 0.0795274
  0.2940877 0.07934632
  0.2870177 0.07912828
  0.2799617 0.07887254
  0.2729204 0.07857839
  0.2658942 0.07824511
  0.2588837 0.07787199
  0.2518892 0.07745837
  0.2449113 0.07700354
  0.2379502 0.07650685
  0.2310062 0.07596764
  0.2240795 0.07538523
  0.2171705 0.07475898
  0.2102791 0.07408824
  0.2034056 0.07337236
  0.19655 0.07261068
  0.1897125 0.0718026
  0.1828945 0.07094766
  0.1760979 0.07004554
  0.1693258 0.06909612
  0.1625821 0.06809952
  0.1558714 0.06705608
  0.1491993 0.06596645
  0.1425721 0.0648306
  0.1359983 0.06364631
  0.1294881 0.06241164
  0.1230527 0.06112546
  0.1167044 0.05978751
  0.1104555 0.05839837
  0.1043183 0.05695947
  0.09830462 0.05547299
  0.09242581 0.05394191
  0.08669301 0.05236982
  0.08111482 0.05076043
  0.07569732 0.04911745
  0.07044425 0.0474445
  0.06536374 0.04574737
  0.06047896 0.04403836
  0.05582063 0.0423347
  0.05141669 0.04065502
  0.04728593 0.03901586
  0.043441 0.03742776
  0.0398817 0.03589502
  0.03659499 0.0344181
  0.03356133 0.03299516
  0.03075885 0.03162312
  0.02816571 0.03029838
  0.02576133 0.0290172
  0.02352685 0.02777517
  0.02144458 0.02656041
  0.01950373 0.02536308
  0.01769731 0.02417959
  0.01601822 0.02300963
  0.014459 0.02185486
  0.01301148 0.02071778
  0.01166736 0.01960103
  0.01042423 0.01851031
  0.009279993 0.01745005
  0.008229158 0.01642118
  0.007265108 0.01542275
  0.006381233 0.01445294
  0.005571416 0.01350961
  0.004830209 0.01259052
  0.004152871 0.0116935
  0.003535325 0.0108165
  0.0029741 0.009957631
  0.00246627 0.009115121
  0.00200939 0.008287345
  0.001601447 0.007472795
  0.001240817 0.006670065
  0.0009262302 0.005877837
  0.0006567448 0.005094865
  0.0004317313 0.004319956
  0.0002508615 0.00355196
  0.0001141062 0.002789748
  2.174158e-05 0.002032202
  -2.563691e-05 0.001278194
  -2.708943e-05 0.0005265717
  1.868992e-05 -0.0002238652
  0.0001122628 -0.0009742291
  0.0002526276 -0.001725365
  0.0004389745 -0.002478022
  0.0006708425 -0.003232887
  0.0009480954 -0.003990588
  0.001270907 -0.004751709
  0.001639757 -0.00551678
  0.002055429 -0.006286285
  0.002519025 -0.00706065
  0.003031977 -0.007840233
  0.003596069 -0.008625308
  0.004213466 -0.009416031
  0.004886747 -0.0102124
  0.005618939 -0.01101421
  0.00641355 -0.01182092
  0.007274589 -0.01263155
  0.008206557 -0.01344449
  0.009214376 -0.01425717
  0.01030318 -0.01506565
  0.0114779 -0.01586394
  0.01274236 -0.01664311
  0.01410066 -0.01739401
  0.01556191 -0.01811422
  0.01713665 -0.01880351
  0.01883604 -0.0194636
  0.02067157 -0.02009928
  0.02265476 -0.02072009
  0.02479701 -0.02134253
  0.02711 -0.02198827
  0.02960666 -0.02266256
  0.03229831 -0.02336238
  0.03519141 -0.02408224
  0.0382872 -0.02481422
  0.04158177 -0.02554817
  0.04506783 -0.02627224
  0.04874045 -0.02697416
  0.05260698 -0.02764342
  0.05669083 -0.02828122
  0.06101092 -0.0288966
  0.06556582 -0.0295004
  0.07032091 -0.03010545
  0.0751926 -0.03072481
  0.08004873 -0.03135394
  0.08476917 -0.03193946
  0.08929386 -0.03243314
  0.09361273 -0.03280471
  0.09774492 -0.03303609
  0.1017235 -0.03311586
  0.1055848 -0.03305533
  0.1093584 -0.0328861
  0.113067 -0.03263493
  0.1167289 -0.03232452
  0.120359 -0.03197503
  0.1239701 -0.03160506
  0.1275733 -0.03123251
  0.1311785 -0.03087511
  0.1347946 -0.030551
  0.1384299 -0.03027914
  0.1420921 -0.03007977
  0.1457882 -0.02997487
  0.1495251 -0.02998854
  0.1533093 -0.03014313
  0.1571481 -0.03043769
  0.1610494 -0.03086194
  0.1650218 -0.03140483
  0.1690738 -0.03205416
  0.1732147 -0.03279612
  0.1774538 -0.03361487
  0.1818009 -0.03449184
  0.1862658 -0.03540509
  0.1908582 -0.0363285
  0.1955869 -0.03723085
  0.2004597 -0.03807497
  0.2054817 -0.03882695
  0.2106546 -0.03947921
  0.2159786 -0.04003029
  0.221453 -0.04047976
  0.2270757 -0.04082846
  0.2328431 -0.04107866
  0.2387505 -0.04123424
  0.2447918 -0.04130081
  0.2509595 -0.04128581
  0.2572453 -0.04119855
  0.2636399 -0.04105014
  0.2701336 -0.04085345
  0.2767166 -0.04062297
  0.2833791 -0.04037461
  0.2901119 -0.04012551
  0.296907 -0.03989392
  0.3037575 -0.03969834
  0.3106586 -0.03954608
  0.3176067 -0.03943395
  0.3245983 -0.03935814
  0.33163 -0.03931453
  0.3386986 -0.03929877
  0.345801 -0.03930631
  0.3529347 -0.03933238
  0.3600971 -0.03937204
  0.3672862 -0.03942021
  0.3745002 -0.03947167
  0.3817379 -0.0395211
  0.3889983 -0.03956306
  0.3962811 -0.03959204
  0.4035863 -0.03960253
  0.4109139 -0.03959213
  0.4182638 -0.03956162
  0.4256356 -0.03951197
  0.4330286 -0.03944415
  0.4404421 -0.03935918
  0.4478752 -0.03925808
  0.4553266 -0.03914193
  0.462795 -0.03901181
  0.4702787 -0.03886884
  0.477776 -0.03871418
  0.4852848 -0.03854899
  0.4928029 -0.03837449
  0.5003277 -0.0381919
  0.5078567 -0.03800217
  0.5153875 -0.03780526
  0.5229178 -0.03760088
  0.5304458 -0.03738875
  0.53797 -0.03716858
  0.5454892 -0.0369401
  0.5530024 -0.03670302
  0.5605091 -0.03645705
  0.568009 -0.03620188
  0.5755021 -0.03593721
  0.5829886 -0.03566274
  0.5904693 -0.03537813
  0.5979449 -0.03508304
  0.6054166 -0.03477714
  0.6128858 -0.03446039
  0.6203536 -0.03413286
  0.627821 -0.03379465
  0.6352888 -0.03344584
  0.6427579 -0.03308653
  0.6502286 -0.03271682
  0.6577015 -0.03233682
