S8037 (16%)
  0.4260806 0.1039751
  0.4191498 0.1043837
  0.412234 0.1047543
  0.4053311 0.1050858
  0.3984365 0.1053772
  0.3915451 0.1056288
  0.3846528 0.1058411
  0.3777575 0.1060146
  0.3708591 0.1061497
  0.363959 0.1062466
  0.3570598 0.1063054
  0.3501641 0.1063257
  0.3432746 0.1063072
  0.3363937 0.1062498
  0.3295237 0.1061532
  0.3226664 0.106017
  0.3158225 0.1058404
  0.3089916 0.1056227
  0.302172 0.105363
  0.2953609 0.1050605
  0.2885557 0.1047151
  0.2817555 0.1043273
  0.2749616 0.1038972
  0.2681769 0.1034255
  0.261406 0.1029124
  0.2546538 0.1023575
  0.2479235 0.10176
  0.2412168 0.1011191
  0.2345341 0.1004339
  0.2278751 0.0997037
  0.2212398 0.09892806
  0.2146296 0.09810662
  0.2080467 0.09723923
  0.2014942 0.09632577
  0.1949761 0.09536572
  0.1884961 0.09435857
  0.1820584 0.093304
  0.1756669 0.09220177
  0.1693256 0.09105122
  0.1630379 0.08985145
  0.1568067 0.08860156
  0.1506339 0.08730072
  0.1445215 0.0859484
  0.1384732 0.08454475
  0.132494 0.08309056
  0.1265905 0.08158725
  0.1207706 0.08003615
  0.1150437 0.07843823
  0.1094198 0.07679527
  0.1039088 0.07510977
  0.09852046 0.07338408
  0.09326304 0.07161958
  0.08814192 0.06981757
  0.08316009 0.06797931
  0.07831996 0.06610766
  0.07362843 0.06420911
  0.06909673 0.06229284
  0.0647377 0.06036966
  0.06056407 0.05844839
  0.05658495 0.05653439
  0.05280362 0.05463202
  0.04921861 0.05274479
  0.04582561 0.05087598
  0.04262029 0.04902985
  0.03959808 0.04721105
  0.03675345 0.0454239
  0.03407973 0.04367197
  0.03157014 0.04195757
  0.02921769 0.04028235
  0.02701461 0.03864758
  0.02495256 0.03705402
  0.02302291 0.03550181
  0.02121856 0.03398977
  0.01953323 0.03251608
  0.01796027 0.03107895
  0.01649286 0.02967668
  0.01512422 0.02830762
  0.01384774 0.02697019
  0.01265707 0.02566327
  0.01154609 0.02438581
  0.01050902 0.02313663
  0.009540467 0.02191445
  0.008635467 0.02071797
  0.007789456 0.01954589
  0.006998375 0.01839703
  0.006259416 0.01727074
  0.005570524 0.01616692
  0.004929843 0.0150858
  0.004335584 0.01402769
  0.003785963 0.01299298
  0.003279158 0.01198198
  0.0028133 0.01099495
  0.002386593 0.01003184
  0.001997694 0.00909155
  0.001645132 0.008172198
  0.001327271 0.007271566
  0.001042468 0.006387293
  0.0007891747 0.005516968
  0.0005659919 0.004658198
  0.0003717019 0.003808624
  0.0002052872 0.002965933
  6.734024e-05 0.002128953
  -3.802758e-05 0.001299089
  -0.0001063194 0.0004777665
  -0.0001330312 -0.0003339288
  -0.0001134571 -0.001135169
  -4.247761e-05 -0.001925323
  8.568869e-05 -0.002703901
  0.0002777976 -0.003470522
  0.000539405 -0.004225421
  0.0008692588 -0.004970391
  0.0012652 -0.005707043
  0.001725413 -0.00643643
  0.002248094 -0.00715899
  0.002831044 -0.007874423
  0.003471129 -0.008581497
  0.004163753 -0.009277873
  0.00490667 -0.009962089
  0.005701208 -0.01063461
  0.00654868 -0.01129638
  0.007450165 -0.01194887
  0.008406474 -0.01259422
  0.009418121 -0.01323535
  0.0104853 -0.01387623
  0.01160797 -0.014522
  0.01278788 -0.01517635
  0.01402949 -0.01583995
  0.01533788 -0.0165133
  0.01671865 -0.01719693
  0.0181779 -0.01789142
  0.01972232 -0.01859735
  0.02135911 -0.01931534
  0.02309604 -0.02004603
  0.02494195 -0.02078995
  0.02690657 -0.02154766
  0.02900034 -0.02231979
  0.0312344 -0.02310711
  0.03362072 -0.0239107
  0.03617234 -0.02473215
  0.03890422 -0.0255727
  0.04183259 -0.02643262
  0.04497336 -0.02731181
  0.04834137 -0.02821002
  0.05195 -0.02912705
  0.05581169 -0.03006234
  0.05993677 -0.03101344
  0.06433016 -0.03197698
  0.06899036 -0.03294926
  0.07391023 -0.03392664
  0.07907851 -0.03490332
  0.08447901 -0.03587216
  0.09009297 -0.03682664
  0.09590406 -0.03776183
  0.1018995 -0.03867506
  0.1080642 -0.03956475
  0.114379 -0.04043
  0.1208219 -0.04127042
  0.1273706 -0.04208388
  0.1340054 -0.04286789
  0.1407114 -0.04362099
  0.1474795 -0.04434281
  0.1543049 -0.04503391
  0.1611827 -0.04569512
  0.1681071 -0.0463274
  0.1750713 -0.04693173
  0.1820682 -0.04750846
  0.1890914 -0.04805751
  0.1961359 -0.04857899
  0.2031981 -0.04907317
  0.2102758 -0.04954041
  0.2173677 -0.04998096
  0.2244729 -0.0503951
  0.231591 -0.05078314
  0.2387223 -0.05114544
  0.2458671 -0.05148259
  0.2530253 -0.05179531
  0.2601963 -0.05208428
  0.2673787 -0.05235018
  0.2745704 -0.05259362
  0.2817692 -0.05281469
  0.2889732 -0.0530134
  0.2961807 -0.05318974
  0.3033904 -0.05334378
  0.3106013 -0.05347555
  0.3178129 -0.05358503
  0.3250257 -0.0536722
  0.3322409 -0.05373702
  0.3394608 -0.05377945
  0.3466882 -0.05379957
  0.3539258 -0.05379807
  0.3611743 -0.05377577
  0.3684328 -0.05373353
  0.3756985 -0.05367221
  0.3829666 -0.0535926
  0.3902321 -0.05349445
  0.3974916 -0.05337709
  0.4047439 -0.05323986
  0.4119897 -0.05308206
  0.4192316 -0.05290298
  0.4264736 -0.05270251
  0.4337191 -0.05248109
  0.4409705 -0.05223914
  0.4482292 -0.05197711
  0.4554956 -0.05169549
  0.4627691 -0.05139471
  0.4700486 -0.05107514
  0.4773327 -0.05073713
  0.4846197 -0.05038109
  0.4919076 -0.05000745
  0.4991939 -0.04961658
  0.5064769 -0.04920831
  0.5137556 -0.04878226
  0.5210306 -0.04833796
  0.5283036 -0.04787486
  0.5355775 -0.04739235
  0.5428563 -0.04689043
  0.5501438 -0.04636971
  0.557443 -0.04583085
  0.5647568 -0.04527452
  0.5720873 -0.04470144
  0.579436 -0.04411244
  0.5868038 -0.04350871
  0.5941901 -0.04289155
  0.6015935 -0.0422624
  0.609011 -0.04162286
  0.6164386 -0.04097445
  0.6238722 -0.04031781
  0.631309 -0.03965308
  0.6387479 -0.03898031
  0.6461896 -0.03829934
  0.6536364 -0.03760996
  0.6610915 -0.03691237
  0.6685569 -0.0362072
  0.6760335 -0.03549519
  0.6835205 -0.03477725
  0.691016 -0.03405439
  0.6985168 -0.03332727
  0.706021 -0.03259615
  0.7135275 -0.03186115
  0.7210368 -0.03112228
  0.7285503 -0.03037946
  0.7360703 -0.02963289
  0.7435981 -0.02888308
  0.7511338 -0.02813067
  0.7586764 -0.02737639
  0.7662237 -0.02662101
  0.7737734 -0.02586485
  0.7813236 -0.02510801
  0.7888735 -0.0243505
  0.7964232 -0.02359225
  0.8039732 -0.02283324
  0.8115241 -0.02207365
  0.8190754 -0.02131374
  0.8266263 -0.02055382
  0.8341754 -0.01979422
  0.8417208 -0.01903515
  0.8492605 -0.01827679
  0.8567927 -0.01751934
  0.8643152 -0.01676302
  0.8718237 -0.01600831
  0.879311 -0.01525601
  0.8867662 -0.01450722
  0.8941761 -0.01376228
  0.9015266 -0.01302018
  0.9088038 -0.01227994
  0.9159941 -0.01154077
  0.9230798 -0.01080275
  0.930036 -0.0100671
  0.9368322 -0.00933526
  0.9434347 -0.008603449
  0.9498082 -0.007866683
  0.9559219 -0.007120772
  0.961763 -0.006351028
  0.9673508 -0.005538321
  0.9727227 -0.004670682
  0.9779076 -0.003762256
  0.9829084 -0.00283485
  0.9877037 -0.001920776
  0.9922341 -0.001064694
  0.9964705 -0.0003677354
  1.0 0.0
