S8037 (16%)
  1.0 0.0
  0.9965032 0.0006544834
  0.9923152 0.001672383
  0.9878462 0.002871195
  0.9831007 0.004166025
  0.9781185 0.005509951
  0.9729222 0.006866771
  0.9675159 0.008213753
  0.9618744 0.009539657
  0.9559648 0.01085957
  0.9497755 0.012193
  0.9433283 0.01355081
  0.9366616 0.0149324
  0.9298139 0.01633819
  0.9228185 0.01776785
  0.9157058 0.01921736
  0.908505 0.02068287
  0.901242 0.02216096
  0.8939376 0.02364836
  0.8866067 0.02514293
  0.8792575 0.02664383
  0.8718938 0.0281505
  0.8645184 0.02966231
  0.8571341 0.03117863
  0.8497436 0.03269888
  0.8423488 0.03422265
  0.8349511 0.03574966
  0.8275509 0.03727985
  0.8201477 0.03881322
  0.8127411 0.04034959
  0.8053311 0.04188865
  0.797918 0.04342997
  0.790503 0.04497299
  0.7830872 0.04651692
  0.775672 0.04806091
  0.7682586 0.04960409
  0.7608484 0.05114561
  0.7534426 0.05268465
  0.7460424 0.05422047
  0.7386491 0.05575229
  0.731264 0.05727937
  0.7238883 0.05880096
  0.7165232 0.06031616
  0.7091693 0.06182405
  0.701827 0.06332382
  0.6944963 0.0648147
  0.6871769 0.06629603
  0.6798689 0.06776702
  0.6725735 0.06922664
  0.6652932 0.07067365
  0.6580318 0.07210657
  0.6507941 0.07352349
  0.6435841 0.07492142
  0.636404 0.07629749
  0.6292543 0.07764927
  0.6221335 0.07897475
  0.6150385 0.08027239
  0.6079655 0.08154163
  0.60091 0.08278225
  0.5938673 0.08399406
  0.586832 0.08517688
  0.5797985 0.08633067
  0.5727616 0.08745636
  0.5657188 0.08855506
  0.5586699 0.08962746
  0.5516174 0.09067385
  0.5445667 0.09169415
  0.5375241 0.09268694
  0.5304949 0.09365002
  0.5234821 0.09458153
  0.5164868 0.09547992
  0.509508 0.09634398
  0.5025431 0.097173
  0.4955891 0.09796684
  0.4886426 0.0987254
  0.4817001 0.09944849
  0.4747582 0.1001359
  0.4678131 0.1007877
  0.4608622 0.1014044
  0.4539053 0.1019866
  0.446944 0.1025348
  0.4399822 0.1030492
  0.4330258 0.1035297
