AH 81-K-144/17
  1.0 0.0
  0.9980723 0.001487424
  0.9953714 0.001839435
  0.9925589 0.002360671
  0.9896397 0.003033982
  0.9864283 0.003643881
  0.9828178 0.004265082
  0.9787584 0.005026296
  0.9742214 0.005937649
  0.9691997 0.006948535
  0.9637407 0.008038921
  0.957931 0.009210355
  0.9518516 0.01045479
  0.9455793 0.01175451
  0.9391789 0.01309482
  0.9326985 0.01446626
  0.9261643 0.01586342
  0.9195878 0.01728244
  0.9129759 0.01871997
  0.9063329 0.02017245
  0.8996637 0.02163515
  0.8929757 0.02310279
  0.8862791 0.02457122
  0.8795868 0.02603735
  0.8729137 0.02749779
  0.8662756 0.02895222
  0.8596855 0.03040446
  0.8531514 0.0318593
  0.8466767 0.0333221
  0.8402608 0.03479849
  0.8338994 0.03629462
  0.8275851 0.03781724
  0.8213079 0.03937208
  0.8150571 0.04096254
  0.808823 0.04259187
  0.8025966 0.04426333
  0.7963691 0.04597898
  0.7901318 0.0477386
  0.7838765 0.04954168
  0.7775955 0.05138767
  0.7712818 0.05327555
  0.76493 0.05520245
  0.7585387 0.05716389
  0.7521108 0.05915377
  0.7456541 0.06116425
  0.7391802 0.06318686
  0.732701 0.06521329
  0.7262277 0.06723541
  0.7197707 0.06924544
  0.7133391 0.07123595
  0.7069394 0.07320025
  0.7005745 0.07513286
  0.6942446 0.07702946
  0.6879467 0.0788868
  0.6816764 0.08070277
  0.6754296 0.08247575
  0.6692028 0.08420397
  0.6629931 0.08588553
  0.6567981 0.08751842
  0.6506161 0.08910114
  0.644445 0.09063263
  0.6382818 0.092112
  0.6321233 0.09353844
  0.6259654 0.09491125
  0.6198039 0.09623069
  0.6136353 0.09749771
  0.6074567 0.098713
  0.6012655 0.09987708
  0.5950597 0.1009903
  0.5888378 0.1020532
  0.5825987 0.1030668
  0.5763418 0.1040322
  0.5700671 0.10495
  0.5637748 0.1058213
  0.5574657 0.1066465
  0.5511405 0.1074265
  0.5448 0.1081619
  0.5384447 0.1088534
  0.5320755 0.1095016
  0.5256928 0.1101073
  0.5192973 0.1106712
  0.5128895 0.1111937
  0.5064701 0.1116756
  0.5000398 0.1121174
  0.4935994 0.1125198
  0.4871496 0.1128832
  0.4806913 0.113208
  0.4742252 0.1134948
  0.4677524 0.113744
  0.4612735 0.113956
  0.4547897 0.114131
  0.4483018 0.1142692
  0.4418108 0.1143708
  0.4353178 0.114436
  0.4288236 0.1144649
  0.4223293 0.1144576
  0.4158351 0.114414
  0.4093411 0.1143343
  0.4028468 0.1142183
  0.3963512 0.114066
  0.3898537 0.1138777
  0.3833544 0.1136535
  0.3768544 0.1133937
  0.3703559 0.1130988
  0.3638618 0.1127689
  0.3573749 0.1124036
  0.3508966 0.1120025
  0.344427 0.111565
  0.337965 0.1110903
  0.3315082 0.1105779
  0.3250545 0.1100277
  0.3186029 0.1094399
  0.3121537 0.1088145
  0.3057083 0.1081519
  0.2992689 0.1074522
  0.2928375 0.1067153
  0.286415 0.1059409
  0.2800016 0.1051287
  0.2735968 0.1042782
  0.2671997 0.1033892
  0.2608106 0.1024614
  0.2544302 0.1014948
  0.2480607 0.1004897
  0.2417047 0.09944596
  0.2353642 0.09836326
  0.2290399 0.09724091
  0.2227312 0.09607804
  0.2164362 0.09487357
  0.2101533 0.09362688
  0.2038829 0.09233783
  0.1976273 0.09100674
  0.1913911 0.08963439
  0.1851797 0.08822087
  0.1789956 0.08676521
  0.1728383 0.08526571
  0.1667041 0.08371994
  0.1605878 0.08212607
  0.1544868 0.08048372
  0.1484025 0.07879352
  0.1423402 0.07705714
  0.1363073 0.07527563
  0.1303093 0.07344885
  0.1243491 0.07157596
  0.1184271 0.06965551
  0.1125435 0.0676862
  0.1067004 0.06566751
  0.1009019 0.0635997
  0.09515395 0.06148332
  0.08946307 0.05931875
  0.08383552 0.05710657
  0.07827773 0.05484755
  0.07279972 0.05254357
  0.06741647 0.05019928
  0.06214694 0.04782169
  0.05701315 0.04541812
  0.05203699 0.04299712
  0.04723888 0.04056879
  0.04264704 0.03814946
  0.03830054 0.03576483
  0.03423689 0.03344256
  0.03048541 0.03120268
  0.02705811 0.02905951
  0.0239485 0.02702149
  0.02114131 0.02509614
  0.01861847 0.0232898
  0.0163566 0.02160345
  0.01433201 0.02003042
  0.01252566 0.01856036
  0.01091726 0.01718457
  0.009485154 0.01589483
  0.008208895 0.01468222
  0.00707081 0.01353528
  0.006053263 0.01244239
  0.005140351 0.01139332
  0.004318626 0.01037954
  0.00357779 0.009394053
  0.002913449 0.00843254
  0.002323767 0.007494276
  0.001806884 0.006580592
  0.001360074 0.005693555
  0.0009795546 0.004835145
  0.0006628115 0.004007344
  0.0004094331 0.003209953
  0.0002176629 0.002438903
  8.588852e-05 0.001688215
  1.376328e-05 0.0009509607
  2.950777e-06 0.0002193664
  5.589195e-05 -0.0005137936
  0.0001738383 -0.001251767
  0.0003604358 -0.00199539
  0.0006219316 -0.002743017
  0.0009667428 -0.00348945
  0.001403862 -0.004225285
  0.001936396 -0.004945575
  0.002562881 -0.005649792
  0.003279621 -0.006338363
  0.004080414 -0.007013036
  0.004957738 -0.00767721
  0.005914317 -0.008334473
  0.006959532 -0.008988762
  0.008103894 -0.009645386
  0.009358354 -0.01031158
  0.01073327 -0.01099602
  0.01224157 -0.01170146
  0.01389853 -0.01242713
  0.01572048 -0.01317185
  0.01772613 -0.01393473
  0.01994063 -0.01471595
  0.02239588 -0.01551588
  0.02512615 -0.01633448
  0.02816443 -0.01717122
  0.03154023 -0.01802314
  0.03527495 -0.0188844
  0.03937613 -0.01974954
  0.0438397 -0.02061221
  0.04864585 -0.02146093
  0.05375737 -0.02228535
  0.0591324 -0.0230767
  0.0647268 -0.02382632
  0.07050032 -0.02452941
  0.07642389 -0.02518424
  0.08247263 -0.02579077
  0.08862516 -0.02635083
  0.09486475 -0.02686636
  0.1011771 -0.0273395
  0.1075506 -0.02777318
  0.1139762 -0.0281699
  0.1204482 -0.02853197
  0.126963 -0.02886205
  0.1335198 -0.02916314
  0.1401163 -0.02943835
  0.1467479 -0.02969088
  0.1534076 -0.02992349
  0.1600879 -0.03013731
  0.1667832 -0.03033324
  0.1734894 -0.03051227
  0.1802046 -0.03067516
  0.1869277 -0.03082237
  0.1936586 -0.03095436
  0.2003981 -0.03107164
  0.2071474 -0.031175
  0.2139066 -0.0312654
  0.2206752 -0.03134381
  0.2274514 -0.0314111
  0.2342332 -0.03146778
  0.2410192 -0.03151411
  0.2478088 -0.03155039
  0.2546026 -0.03157694
  0.2614015 -0.03159421
  0.2682059 -0.03160277
  0.275016 -0.03160317
  0.2818312 -0.03159596
  0.2886505 -0.03158154
  0.2954729 -0.03156017
  0.3022975 -0.03153206
  0.3091238 -0.03149745
  0.3159512 -0.03145653
  0.3227793 -0.03140937
  0.329608 -0.03135603
  0.3364375 -0.03129655
  0.3432679 -0.03123098
  0.3500997 -0.03115939
  0.3569329 -0.03108192
  0.3637672 -0.03099869
  0.3706018 -0.03090984
  0.3774356 -0.03081546
  0.3842678 -0.03071541
  0.391098 -0.03060952
  0.3979267 -0.03049758
  0.4047551 -0.03037939
  0.4115848 -0.03025491
  0.4184171 -0.03012438
  0.425252 -0.0299881
  0.4320889 -0.02984636
  0.4389259 -0.02969947
  0.4457608 -0.0295474
  0.4525924 -0.02938983
  0.4594207 -0.02922641
  0.4662469 -0.02905675
  0.4730737 -0.02888054
  0.4799036 -0.02869801
  0.4867382 -0.02850966
  0.4935777 -0.02831602
  0.5004207 -0.02811768
  0.5072647 -0.02791508
  0.514107 -0.02770805
  0.5209459 -0.0274963
  0.5277811 -0.02727946
  0.534613 -0.02705718
  0.5414435 -0.02682919
  0.5482737 -0.02659548
  0.5551045 -0.02635613
  0.5619355 -0.02611119
  0.568766 -0.02586078
  0.5755945 -0.02560482
  0.5824199 -0.02534304
  0.5892418 -0.02507515
  0.5960607 -0.02480082
  0.6028772 -0.02451974
  0.6096927 -0.02423179
  0.6165077 -0.02393696
  0.6233221 -0.02363529
