AH 81-K-144/17
  0.6301351 -0.02332685
  0.6369456 -0.02301159
  0.6437519 -0.02268916
  0.6505527 -0.02235913
  0.6573469 -0.02202108
  0.6641335 -0.02167458
  0.6709117 -0.02131896
  0.6776807 -0.02095338
  0.6844394 -0.02057698
  0.6911871 -0.02018894
  0.6979225 -0.01978841
  0.704645 -0.01937432
  0.7113544 -0.01894555
  0.7180516 -0.01850096
  0.7247376 -0.01803934
  0.7314142 -0.0175597
  0.7380823 -0.01706131
  0.744742 -0.01654349
  0.7513921 -0.01600566
  0.7580314 -0.01544724
  0.7646598 -0.01486748
  0.7712806 -0.01426533
  0.7779 -0.0136394
  0.7845269 -0.0129886
  0.7911705 -0.01231425
  0.7978364 -0.01161858
  0.8045262 -0.01090424
  0.8112379 -0.01017481
  0.8179657 -0.009436109
  0.8247 -0.008694863
  0.8314278 -0.007958232
  0.8381336 -0.007233377
  0.8448047 -0.006526593
  0.8514343 -0.005843278
  0.8580208 -0.005187993
  0.8645675 -0.004564291
  0.8710818 -0.00397504
  0.8775748 -0.003422782
  0.8840598 -0.002908388
  0.8905448 -0.002430211
  0.8970286 -0.001987043
  0.9035012 -0.001578973
  0.9099509 -0.001208689
  0.9163698 -0.000878948
  0.9227534 -0.0005918365
  0.9290974 -0.0003485169
  0.935395 -0.0001499108
  0.9416318 3.322824e-06
  0.9477677 0.000110864
  0.9537385 0.0001722123
  0.9594879 0.0001826058
  0.9649892 0.000139637
  0.9702021 6.320896e-05
  0.9750215 -1.489869e-05
  0.9793627 -0.0001076683
  0.9832247 -0.0002640108
  0.9866547 -0.0004634564
  0.9897329 -0.0005833845
  0.9925747 -0.00057914
  0.9953214 -0.000725365
  0.9979472 -0.001053191
  1.0 0.0
