NACA 63(2)-615
  1.0 0.0
  0.996644 0.0008800416
  0.9925939 0.001934822
  0.9883338 0.003035788
  0.9838441 0.004186583
  0.9791048 0.00539086
  0.9740954 0.00665204
  0.9687968 0.007972919
  0.9631937 0.009355077
  0.9572781 0.01079804
  0.9510541 0.0122982
  0.9445432 0.01384822
  0.9377848 0.01543931
  0.9308293 0.01706205
  0.9237307 0.01870721
  0.9165398 0.02036718
  0.9092972 0.02203725
  0.9020288 0.02371631
  0.8947439 0.02540652
  0.8874402 0.02710792
  0.8801144 0.02881881
  0.8727646 0.03053723
  0.8653898 0.03226088
  0.8579901 0.03398716
  0.8505671 0.03571311
  0.8431236 0.03743608
  0.8356635 0.03915506
  0.828191 0.0408694
  0.8207106 0.04257838
  0.8132268 0.0442813
  0.8057443 0.04597743
  0.7982678 0.04766604
  0.7908018 0.04934572
  0.7833498 0.05101446
  0.7759141 0.05267049
  0.768496 0.05431227
  0.761096 0.05593853
  0.7537133 0.05754824
  0.7463464 0.05914059
  0.7389933 0.06071521
  0.7316522 0.06227181
  0.7243217 0.06381007
  0.7170004 0.06532959
  0.7096875 0.06682992
  0.7023822 0.06831055
  0.6950841 0.06977094
  0.6877931 0.0712106
  0.680509 0.07262902
  0.6732318 0.07402572
  0.6659619 0.07540015
  0.6586993 0.07675179
  0.6514446 0.07808009
  0.6441981 0.07938448
  0.6369603 0.08066428
  0.6297314 0.08191885
  0.6225113 0.0831476
  0.6152998 0.08434998
  0.6080962 0.08552549
  0.6009 0.08667366
  0.5937102 0.08779407
  0.586526 0.08888647
  0.5793468 0.08995057
  0.5721727 0.09098602
  0.5650036 0.09199247
  0.55784 0.09296948
  0.5506827 0.09391662
  0.5435327 0.09483337
  0.5363911 0.09571904
  0.5292586 0.09657292
  0.5221359 0.09739436
  0.5150232 0.09818274
  0.5079205 0.09893749
  0.5008279 0.09965808
  0.4937447 0.100344
  0.4866708 0.1009948
  0.4796058 0.10161
  0.4725497 0.1021892
  0.4655027 0.102732
  0.4584649 0.1032378
  0.4514369 0.1037062
  0.4444192 0.1041367
  0.4374126 0.1045287
  0.4304176 0.1048816
  0.4234348 0.1051947
  0.4164647 0.1054674
  0.4095076 0.1056992
  0.4025638 0.1058895
  0.3956334 0.1060376
  0.3887165 0.1061433
  0.3818129 0.106206
  0.3749219 0.1062254
  0.3680424 0.1062011
  0.3611727 0.1061327
  0.3543109 0.1060196
  0.3474547 0.1058615
  0.3406011 0.1056577
  0.3337479 0.1054085
  0.3268933 0.1051141
  0.3200366 0.1047747
  0.3131781 0.1043907
  0.3063189 0.1039624
  0.2994611 0.1034901
  0.2926077 0.1029745
  0.2857621 0.1024156
  0.2789276 0.1018133
  0.2721062 0.1011672
  0.2652995 0.1004773
  0.2585083 0.09974309
  0.2517328 0.09896439
  0.2449723 0.09814073
  0.2382257 0.09727164
  0.2314922 0.09635688
  0.2247719 0.09539628
  0.2180659 0.09438983
  0.2113758 0.09333768
  0.2047045 0.09224015
  0.1980555 0.09109777
  0.1914328 0.08991128
  0.1848415 0.08868092
  0.178286 0.08740658
  0.1717707 0.08608822
  0.1652994 0.08472585
  0.1588753 0.08331953
  0.1525015 0.08186938
  0.1461804 0.08037554
  0.1399143 0.07883809
  0.1337071 0.07725667
  0.1275653 0.07563147
  0.121498 0.07396369
  0.115516 0.07225554
  0.1096315 0.0705102
  0.1038571 0.06873175
  0.09820554 0.06692496
  0.09268869 0.06509513
  0.08731894 0.06324754
  0.08211306 0.06138876
  0.07709069 0.05952773
  0.07227076 0.0576747
  0.06766864 0.05584007
  0.06329419 0.05403202
  0.05914895 0.0522551
  0.05522687 0.05051147
  0.05151728 0.04880166
  0.04800713 0.04712512
  0.04468246 0.0454806
  0.04153018 0.04386656
  0.03854308 0.0422832
  0.0357195 0.04073379
  0.0330593 0.03922308
  0.03056137 0.03775585
  0.02822242 0.03633602
