FX 74-CL6-140
  1.0 0.0
  0.9968646 0.00118481
  0.9931853 0.00253512
  0.989234 0.003782306
  0.9850535 0.005095739
  0.9806537 0.006428395
  0.9759766 0.007765866
  0.9709831 0.009138934
  0.9656846 0.01055785
  0.9601037 0.01201596
  0.9542491 0.01351011
  0.9481237 0.01503808
  0.9417321 0.01659892
  0.9350856 0.01819533
  0.9282069 0.01982998
  0.9211283 0.02150074
  0.9138862 0.02320295
  0.9065161 0.02493209
  0.8990501 0.02668356
  0.8915135 0.02845423
  0.8839248 0.03024098
  0.8762985 0.03204057
  0.8686459 0.03385006
  0.860975 0.03566505
  0.8532924 0.03748082
  0.8456031 0.03929345
  0.8379104 0.04110106
  0.8302144 0.04290281
  0.8225127 0.04469914
  0.8148026 0.04649355
  0.8070835 0.04829009
  0.7993564 0.05009203
  0.7916229 0.05189882
  0.7838828 0.05370767
  0.7761342 0.0555161
  0.7683744 0.057323
  0.7606017 0.05912952
  0.752816 0.06093672
  0.7450192 0.0627452
  0.7372145 0.06455475
  0.7294062 0.06636454
  0.7215995 0.06817353
  0.7138003 0.06998031
  0.7060126 0.07178286
  0.6982366 0.07357981
  0.690468 0.07537077
  0.6826992 0.07715674
  0.6749235 0.07893999
  0.6671388 0.08072215
  0.6593473 0.08250378
  0.6515549 0.08428411
  0.6437672 0.08606133
  0.6359866 0.08783418
  0.6282121 0.08960215
  0.6204404 0.09136561
  0.6126683 0.09312554
  0.6048952 0.09488244
  0.5971233 0.09663623
  0.5893567 0.09838607
  0.5816002 0.1001303
  0.573857 0.1018673
  0.5661286 0.1035961
  0.5584153 0.1053156
  0.5507171 0.1070256
  0.5430346 0.1087252
  0.5353695 0.1104137
  0.5277242 0.1120902
  0.5201025 0.1137529
  0.51251 0.1153998
  0.5049547 0.1170282
  0.4974461 0.1186353
  0.489995 0.1202167
  0.4826109 0.1217669
  0.4753017 0.1232808
  0.4680737 0.1247539
  0.4609316 0.1261822
  0.4538784 0.1275609
  0.4469153 0.1288858
  0.4400416 0.1301531
  0.4332555 0.13136
  0.426554 0.1325039
  0.4199335 0.1335825
  0.4133894 0.1345937
  0.406916 0.1355359
  0.4005074 0.1364076
  0.3941571 0.1372078
  0.3878585 0.1379364
  0.3816048 0.138593
  0.3753886 0.1391772
  0.3692019 0.1396885
  0.3630367 0.1401266
  0.356886 0.1404928
  0.350744 0.1407878
  0.3446062 0.1410122
  0.3384693 0.1411663
  0.3323308 0.1412504
  0.3261896 0.1412649
  0.320045 0.1412106
  0.3138977 0.1410879
  0.3077489 0.1408975
  0.301601 0.1406399
  0.2954562 0.140315
  0.2893166 0.1399231
  0.2831838 0.1394642
  0.277059 0.1389384
  0.2709432 0.1383458
  0.2648376 0.1376865
  0.2587441 0.1369607
  0.252665 0.1361687
  0.2466032 0.135311
  0.2405617 0.1343876
  0.2345429 0.1333985
  0.228548 0.1323432
  0.2225769 0.1312213
  0.2166287 0.130032
  0.2107022 0.1287754
  0.2047967 0.1274513
  0.1989122 0.12606
  0.1930492 0.1246017
  0.187209 0.1230769
  0.1813932 0.1214864
  0.175604 0.1198311
  0.169844 0.1181122
  0.1641163 0.1163308
  0.1584246 0.1144884
  0.1527734 0.1125862
  0.1471676 0.1106262
  0.1416125 0.1086106
  0.1361136 0.106541
  0.1306759 0.104419
  0.1253035 0.1022458
  0.1199997 0.100023
  0.114768 0.0977523
  0.1096134 0.09543667
  0.104542 0.09307986
  0.09956096 0.09068644
  0.09467817 0.08826106
  0.08990145 0.08580852
  0.08523791 0.08333391
  0.0806939 0.08084249
  0.07627601 0.07833992
  0.07199177 0.07583294
  0.06784883 0.07332921
  0.06385414 0.07083671
  0.06001366 0.06836278
  0.05633123 0.06591387
  0.05280823 0.06349553
  0.04944385 0.06111241
  0.04623625 0.05876996
  0.04318495 0.05647553
  0.04029012 0.05423697
  0.03755109 0.05206147
  0.03496644 0.04995369
  0.03253386 0.04791371
  0.03024796 0.0459396
  0.02810129 0.04402835
  0.02608534 0.04217644
  0.02419112 0.04038063
  0.02240996 0.03863913
  0.02073424 0.0369507
  0.01915705 0.03531424
  0.01767199 0.03372864
  0.0162731 0.0321926
  0.01495634 0.03070359
  0.01371878 0.0292583
  0.01255712 0.02785363
  0.01146781 0.02648675
  0.0104472 0.02515503
  0.009491637 0.0238561
  0.008597743 0.02258782
  0.007762662 0.02134824
  0.006983474 0.02013528
  0.006257249 0.0189468
  0.005581149 0.01778069
  0.004952494 0.01663494
  0.004368793 0.01550761
  0.003827753 0.01439703
  0.003327344 0.01330263
  0.002865916 0.01222468
  0.002442086 0.01116385
  0.002054608 0.01012108
  0.001702281 0.009097444
  0.001383893 0.008094041
  0.001098183 0.007111937
  0.0008441746 0.006151899
  0.0006225493 0.005213216
  0.0004340613 0.004293952
  0.0002790778 0.003391531
  0.0001578149 0.002502972
  7.051422e-05 0.001625041
  1.757874e-05 0.0007543007
  -3.091504e-07 -0.0001128806
  1.984184e-05 -0.0009779368
  8.661521e-05 -0.001835812
  0.0002098439 -0.002680207
  0.0003999622 -0.003504487
  0.0006682515 -0.004301499
  0.001027089 -0.005063381
  0.001487166 -0.005782156
  0.002043669 -0.006453251
  0.002686287 -0.007072769
  0.003404403 -0.007635925
  0.004186752 -0.008136858
  0.005022559 -0.008570296
  0.005908808 -0.008940831
  0.006845049 -0.00925741
  0.007830121 -0.009530308
  0.008861657 -0.009771737
  0.009935472 -0.009996455
  0.01104827 -0.01021506
  0.01220132 -0.01042721
  0.01339666 -0.01063132
  0.01463684 -0.01082562
  0.01592511 -0.01100819
  0.01726584 -0.01117688
  0.01866455 -0.01133008
  0.02012714 -0.01146804
  0.02166004 -0.01159156
  0.02327021 -0.01170183
  0.02496503 -0.01180063
  0.02675181 -0.01189054
  0.02863761 -0.01197392
  0.03063014 -0.01205008
  0.03273789 -0.01211755
  0.03497035 -0.01217466
  0.03733867 -0.0122195
  0.03985674 -0.01224993
  0.04254154 -0.01226419
  0.04541201 -0.01226086
  0.04848831 -0.01223862
  0.05179096 -0.01219652
  0.05533981 -0.01213354
  0.05915364 -0.01204671
  0.06324977 -0.01193242
  0.06764481 -0.01178686
  0.07235734 -0.01160642
  0.07740588 -0.0113888
  0.08280419 -0.01113294
  0.08856012 -0.01083947
  0.09467315 -0.01051095
  0.1011277 -0.01015284
  0.1078907 -0.009773511
  0.1149145 -0.009378344
  0.1221468 -0.008969633
  0.1295422 -0.008549407
  0.1370658 -0.008121118
  0.1446893 -0.007689167
  0.1523914 -0.007257468
  0.1601564 -0.006827314
  0.1679703 -0.00639872
  0.1758197 -0.005971661
  0.1836924 -0.005546709
  0.1915784 -0.00512473
  0.1994702 -0.004706466
  0.2073624 -0.004292785
  0.2152517 -0.003884711
  0.2231364 -0.003483177
  0.2310167 -0.003088898
  0.2388936 -0.002702172
  0.2467684 -0.002323223
  0.2546425 -0.00195225
  0.2625177 -0.001589165
  0.2703951 -0.001233683
  0.2782754 -0.0008855371
  0.2861586 -0.0005445092
  0.2940444 -0.0002104985
  0.3019323 0.0001165571
  0.3098219 0.0004367149
  0.3177122 0.0007499783
  0.3256034 0.001056237
  0.3334962 0.001355399
  0.3413928 0.001647411
  0.3492961 0.001932505
  0.3572085 0.002211374
  0.3651308 0.002484714
  0.3730629 0.002753176
  0.3810031 0.003017255
  0.3889503 0.003277254
  0.3969037 0.003533487
  0.4048637 0.003786297
  0.412831 0.004036085
  0.4208051 0.004283291
  0.428783 0.004528295
  0.4367598 0.004771416
  0.4447288 0.005013387
  0.452685 0.005255875
  0.4606275 0.005500741
  0.4685591 0.005749948
  0.4764855 0.006004875
  0.4844116 0.006265186
  0.4923383 0.006530163
  0.500262 0.006798942
  0.5081755 0.007070924
  0.5160704 0.007346924
  0.52394 0.007628113
  0.5317796 0.007915684
  0.5395864 0.008210941
  0.5473592 0.008515682
  0.5550977 0.008831874
  0.5628032 0.009161477
  0.5704778 0.009506431
  0.5781245 0.009868385
  0.5857476 0.01024884
  0.593352 0.01064937
  0.600944 0.0110716
  0.6085305 0.01151622
  0.6161201 0.01198289
  0.6237228 0.01247137
  0.6313501 0.01298166
  0.6390141 0.01351248
  0.64672 0.01405949
  0.6544608 0.01461701
  0.662216 0.01517821
  0.669954 0.01573548
  0.6776451 0.0162817
  0.6852701 0.01681083
  0.6928203 0.01731786
  0.7002958 0.01779872
  0.7077013 0.01824984
  0.7150436 0.01866797
  0.7223315 0.01905005
  0.729575 0.01939392
  0.7367829 0.01969923
  0.7439621 0.01996572
  0.7511178 0.02019292
  0.758253 0.02038041
  0.7653702 0.02052803
  0.7724713 0.02063564
  0.7795584 0.02070306
  0.7866328 0.02073013
  0.7936953 0.0207169
  0.8007454 0.02066338
  0.8077814 0.02056962
  0.8148009 0.02043522
  0.8218015 0.02025927
  0.8287811 0.02004094
  0.8357381 0.01977941
  0.8426728 0.01947367
  0.8495892 0.01912248
  0.8564956 0.0187243
  0.8634019 0.01827901
  0.870311 0.0177889
  0.8772154 0.01725716
  0.8840987 0.01668639
  0.890948 0.01607578
  0.8977621 0.01542326
  0.9045485 0.01472759
  0.9113062 0.01399244
  0.918014 0.01322436
  0.9246371 0.01242705
  0.9311538 0.01159629
  0.9375645 0.01072618
  0.9438765 0.00981741
  0.9500812 0.008876825
  0.9561546 0.007913737
  0.9620686 0.006938409
  0.9677964 0.005961906
  0.9733035 0.004999388
  0.9785475 0.004064893
  0.9835017 0.003159728
  0.9881662 0.002290632
  0.9925422 0.001485877
  0.9966278 0.0006791575
  1.0 0.0
