E71  (5.15%)                 
  1.0 0.0
  0.9968778 0.000956044
  0.9922318 0.002434898
  0.9869915 0.004147074
  0.9816128 0.005911859
  0.976161 0.007680248
  0.970678 0.009413462
  0.9651947 0.01108972
  0.9597226 0.01269874
  0.9542523 0.01423753
  0.9487646 0.01571222
  0.9432449 0.01713055
  0.9376851 0.01849809
  0.9320833 0.01981878
  0.9264423 0.02109677
  0.9207657 0.02233666
  0.915058 0.02354316
  0.9093246 0.02472103
  0.9035706 0.02587365
  0.8978006 0.027002
  0.8920182 0.02810705
  0.8862264 0.02918998
  0.8804272 0.03025215
  0.8746221 0.03129478
  0.8688118 0.03231827
  0.8629966 0.0333229
  0.8571767 0.03430902
  0.8513523 0.03527699
  0.8455231 0.0362272
  0.8396888 0.03716016
  0.8338491 0.03807649
  0.8280041 0.0389768
  0.8221538 0.03986164
  0.8162986 0.04073157
  0.8104392 0.04158708
  0.8045764 0.04242857
  0.798711 0.043256
  0.7928434 0.04406924
  0.7869742 0.04486821
  0.7811036 0.04565284
  0.7752316 0.04642308
  0.7693583 0.04717892
  0.7634834 0.04792039
  0.7576066 0.04864761
  0.7517278 0.04936068
  0.7458469 0.05005972
  0.7399637 0.05074482
  0.7340784 0.05141609
  0.7281908 0.05207361
  0.7223012 0.05271745
  0.7164097 0.05334765
  0.7105164 0.05396425
  0.7046214 0.0545673
  0.6987249 0.05515683
  0.6928269 0.05573289
  0.6869275 0.05629551
  0.6810268 0.05684475
  0.6751249 0.05738063
  0.6692219 0.05790317
  0.6633177 0.05841235
  0.6574124 0.0589082
  0.6515061 0.0593907
  0.6455986 0.05985988
  0.6396899 0.06031573
  0.63378 0.06075827
  0.6278689 0.06118754
  0.6219565 0.06160361
  0.6160429 0.06200656
  0.6101279 0.06239644
  0.6042118 0.06277333
  0.5982945 0.06313729
  0.5923762 0.06348839
  0.586457 0.06382668
  0.5805372 0.0641522
  0.5746168 0.0644649
  0.5686959 0.06476473
  0.5627746 0.06505166
  0.556853 0.06532566
  0.5509309 0.06558669
  0.5450085 0.06583472
  0.5390855 0.06606971
  0.5331619 0.06629167
  0.5272376 0.06650069
  0.5213124 0.06669685
  0.5153864 0.06688026
  0.5094595 0.067051
  0.5035318 0.06720918
  0.4976033 0.06735487
  0.4916741 0.06748817
  0.4857444 0.06760916
  0.4798143 0.06771784
  0.4738838 0.06781421
  0.4679532 0.06789826
  0.4620224 0.06796997
  0.4560917 0.06802934
  0.450161 0.06807635
  0.4442303 0.06811102
  0.4382998 0.06813331
  0.4323694 0.06814318
  0.4264392 0.06814057
  0.4205092 0.06812538
  0.4145795 0.06809756
  0.4086502 0.06805703
  0.4027214 0.06800371
  0.3967931 0.06793752
  0.3908657 0.06785841
  0.3849391 0.06776624
  0.3790135 0.06766082
  0.3730891 0.06754198
  0.3671658 0.06740951
  0.3612437 0.06726325
  0.3553229 0.067103
  0.3494032 0.06692857
  0.3434845 0.06673977
  0.3375669 0.06653645
  0.3316502 0.0663185
  0.3257345 0.06608578
  0.3198197 0.06583819
  0.3139061 0.06557562
  0.3079936 0.06529794
  0.3020826 0.06500506
  0.2961732 0.06469686
  0.2902658 0.06437303
  0.2843607 0.06403322
  0.2784579 0.06367706
  0.272558 0.06330419
  0.2666609 0.06291425
  0.2607669 0.06250688
  0.2548763 0.06208171
  0.2489891 0.06163837
  0.2431055 0.06117641
  0.2372256 0.06069541
  0.2313493 0.06019492
  0.2254768 0.05967451
  0.2196078 0.05913372
  0.2137422 0.05857209
  0.2078799 0.0579891
  0.202021 0.05738419
  0.196166 0.05675679
  0.1903155 0.05610641
  0.1844706 0.05543257
  0.1786326 0.05473488
  0.1728033 0.05401291
  0.1669844 0.05326577
  0.1611768 0.05249217
  0.1553808 0.05169076
  0.1495956 0.05086006
  0.1438197 0.04999844
  0.1380509 0.04910412
  0.132287 0.04817523
