E474  (14.09%)               
  1.0 0.0
  0.9960423 0.0002974798
  0.9912607 0.0007522735
  0.9862165 0.00132039
  0.9808868 0.001986741
  0.9752604 0.002740487
  0.9693377 0.003568643
  0.9631363 0.004451745
  0.9566912 0.005378253
  0.950044 0.006340801
  0.9432328 0.007331982
  0.9362867 0.008346028
  0.9292327 0.009378431
  0.9220994 0.01042444
  0.914916 0.01147913
  0.9077091 0.012536
  0.9004998 0.01358704
  0.8933009 0.01462524
  0.8861176 0.01564485
  0.8789476 0.01664182
  0.8717847 0.01761562
  0.8646227 0.01856661
  0.8574553 0.0194951
  0.8502765 0.02040131
  0.8430801 0.02128564
  0.8358608 0.02215027
  0.8286148 0.02299795
  0.8213404 0.02383121
  0.8140374 0.02465244
  0.8067077 0.02546383
  0.799355 0.02626689
  0.791983 0.02706206
  0.7845951 0.02784978
  0.7771941 0.02863054
  0.7697825 0.02940493
  0.7623619 0.03017359
  0.7549337 0.030937
  0.7474988 0.03169527
  0.7400581 0.03244851
  0.7326124 0.03319684
  0.7251623 0.03394039
  0.7177084 0.03467929
  0.7102511 0.03541369
  0.7027907 0.03614366
  0.6953276 0.03686926
  0.6878623 0.03759053
  0.680395 0.03830753
  0.6729262 0.03902032
  0.6654562 0.03972895
  0.6579854 0.04043343
  0.6505142 0.0411337
  0.6430426 0.04182973
  0.6355709 0.04252146
  0.628099 0.04320886
  0.6206268 0.04389192
  0.6131542 0.04457061
  0.6056808 0.04524497
  0.5982065 0.04591505
  0.5907314 0.0465809
  0.5832554 0.04724255
  0.5757789 0.04790004
  0.5683022 0.04855337
  0.5608259 0.04920254
  0.5533506 0.04984745
  0.5458768 0.05048787
  0.5384048 0.05112358
  0.530935 0.05175437
  0.5234675 0.05238004
  0.5160022 0.0530004
  0.5085391 0.05361528
  0.5010778 0.05422455
  0.4936181 0.05482809
  0.4861599 0.05542583
  0.4787032 0.05601764
  0.4712481 0.05660342
  0.4637947 0.05718304
  0.4563433 0.05775637
  0.4488943 0.05832324
  0.4414481 0.05888337
  0.4340051 0.05943646
  0.4265657 0.05998222
  0.4191302 0.06052036
