AH 94-156
  0.02301957 -0.01652007
  0.02547971 -0.01723473
  0.02819216 -0.01797512
  0.03118497 -0.01874368
  0.03448641 -0.01953983
  0.0381189 -0.02036191
  0.04209617 -0.02120814
  0.04642319 -0.02207373
  0.05108987 -0.02294903
  0.0560715 -0.02382378
  0.06134132 -0.02468991
  0.06687061 -0.0255406
  0.0726217 -0.02637024
  0.07855382 -0.02717494
  0.08462981 -0.02794992
  0.09082025 -0.02869172
  0.0971082 -0.02939963
  0.1034841 -0.03007539
  0.1099352 -0.0307213
  0.1164444 -0.03133927
  0.1229955 -0.03192888
  0.1295787 -0.03248979
  0.1361915 -0.03302266
  0.1428349 -0.03352922
  0.149509 -0.03401133
  0.1562128 -0.03447087
  0.1629432 -0.0349096
  0.1696948 -0.03532924
  0.1764601 -0.03573074
  0.1832342 -0.03611378
  0.1900169 -0.03647819
  0.1968119 -0.03682459
  0.2036206 -0.03715442
  0.2104399 -0.0374689
  0.2172634 -0.0377682
  0.2240883 -0.03805158
  0.2309169 -0.03831859
  0.2377548 -0.03856995
  0.2446048 -0.03880711
  0.2514652 -0.03903131
  0.258332 -0.03924296
  0.2652032 -0.03944214
  0.272079 -0.03962904
  0.2789606 -0.03980417
  0.2858478 -0.03996811
  0.2927391 -0.04012131
  0.2996322 -0.04026377
  0.3065258 -0.04039537
  0.3134189 -0.04051602
  0.320312 -0.04062555
  0.3272067 -0.04072382
  0.3341058 -0.040811
  0.3410106 -0.04088779
  0.3479195 -0.04095494
  0.3548292 -0.04101268
  0.3617381 -0.04106065
  0.3686479 -0.04109846
  0.3755622 -0.04112641
  0.3824821 -0.04114541
  0.3894049 -0.0411563
  0.3963258 -0.04115892
  0.403242 -0.04115249
  0.4101533 -0.04113626
  0.4170616 -0.04110984
  0.4239708 -0.04107301
  0.4308865 -0.04102575
  0.4378122 -0.04096934
  0.4447458 -0.04090552
  0.4516792 -0.0408354
  0.4586049 -0.04075786
  0.4655201 -0.04067126
  0.4724277 -0.04057438
  0.4793329 -0.04046693
  0.4862425 -0.04034873
  0.4931633 -0.04022035
  0.5000954 -0.04008373
  0.5070296 -0.03994103
  0.5139514 -0.03979212
  0.5208557 -0.03963415
  0.5277514 -0.03946406
  0.534654 -0.03928173
  0.5415694 -0.03908955
  0.5484892 -0.03889004
  0.5553995 -0.03868283
  0.5622962 -0.03846575
  0.5691868 -0.03823672
  0.5760818 -0.03799611
  0.582983 -0.03774546
  0.589883 -0.03748606
  0.5967731 -0.03721703
  0.603651 -0.03693676
  0.6105209 -0.03664387
  0.6173883 -0.03633822
  0.6242567 -0.03601993
  0.6311271 -0.03568928
  0.637997 -0.03534685
  0.6448604 -0.0349934
  0.651709 -0.03462862
  0.6585399 -0.03425046
  0.6653573 -0.03385646
  0.6721699 -0.03344564
  0.678981 -0.03301881
  0.6857857 -0.03257721
  0.6925745 -0.03212061
  0.6993413 -0.03164744
  0.7060851 -0.03115592
  0.7128071 -0.03064453
  0.7195069 -0.03011214
  0.7261819 -0.02955773
  0.7328282 -0.02898016
  0.7394406 -0.02837833
  0.7460132 -0.02775096
  0.7525387 -0.0270954
  0.7590081 -0.02640903
  0.765412 -0.02568872
  0.7717473 -0.02492812
  0.7780229 -0.02411915
  0.7842585 -0.02325412
  0.7904792 -0.02232886
  0.7967125 -0.02133861
  0.8029887 -0.02028014
  0.8093356 -0.01915728
  0.815771 -0.0179767
  0.8223007 -0.0167479
  0.8289125 -0.0154847
  0.8355709 -0.0142065
  0.8422221 -0.01293526
  0.8488243 -0.01168807
  0.8553619 -0.01047619
  0.8618386 -0.009305583
  0.8682602 -0.008180307
  0.8746287 -0.007104693
  0.8809439 -0.006083098
  0.8872045 -0.005119543
  0.8934098 -0.004217746
  0.8995591 -0.003381636
  0.9056542 -0.002615052
  0.9116989 -0.001921324
  0.9176978 -0.001303353
  0.9236549 -0.0007639239
  0.9295737 -0.0003058195
  0.9354591 6.896534e-05
  0.9413242 0.0003590884
  0.9471916 0.0005633371
  0.9530857 0.000687835
  0.9590135 0.0007440916
  0.9649585 0.0007440212
  0.9708738 0.0007022182
  0.9766727 0.000635771
  0.982245 0.0005615786
  0.9874767 0.0004923637
  0.9922753 0.0004362373
  0.9966048 0.0003953483
  1.0 0.00037
