DAE-31 AIRFOIL
  0.1968955 -0.003229512
  0.2053668 -0.002434353
  0.2138927 -0.001639076
  0.2224591 -0.0008458586
  0.2310549 -5.658134e-05
  0.2396721 0.0007273422
  0.2483041 0.00150492
  0.2569456 0.002275282
  0.2655918 0.003037656
  0.274239 0.0037913
  0.2828838 0.004535485
  0.2915232 0.005269522
  0.3001546 0.005992741
  0.3087761 0.006704383
  0.3173871 0.007403755
  0.3259884 0.008090273
  0.3345815 0.008763645
  0.3431674 0.009423959
  0.3517453 0.01007123
  0.3603131 0.01070534
  0.3688676 0.01132566
  0.3774066 0.01193122
  0.3859295 0.01252119
  0.3944372 0.01309486
  0.4029312 0.0136519
  0.4114129 0.01419206
  0.4198829 0.0147151
  0.4283417 0.01522073
  0.4367893 0.01570876
  0.4452253 0.01617897
  0.453649 0.01663114
  0.4620593 0.01706487
  0.4704552 0.01747953
  0.4788362 0.01787449
  0.4872018 0.01824916
  0.4955521 0.01860288
  0.5038884 0.01893495
  0.5122131 0.01924476
  0.5205302 0.0195318
  0.5288434 0.0197963
  0.5371557 0.0200387
  0.5454685 0.02025941
  0.5537819 0.02045874
  0.5620953 0.02063682
  0.5704078 0.02079374
  0.5787181 0.02092961
  0.5870246 0.02104435
  0.5953266 0.02113758
  0.603624 0.02120891
  0.6119179 0.02125794
  0.62021 0.02128453
  0.6285018 0.02128873
  0.6367942 0.02127062
  0.6450877 0.02123023
  0.6533825 0.02116764
  0.6616791 0.02108289
  0.6699786 0.02097605
  0.678282 0.0208472
  0.6865903 0.02069672
  0.6949036 0.02052507
  0.703221 0.02033274
  0.7115407 0.02012008
  0.7198604 0.01988715
  0.7281779 0.01963398
  0.7364907 0.01936062
  0.7447966 0.01906687
  0.7530944 0.01875222
  0.7613843 0.01841607
  0.769668 0.01805786
  0.7779476 0.01767745
  0.7862243 0.01727507
  0.7944981 0.01685096
  0.8027677 0.01640543
  0.8110312 0.01593861
  0.819287 0.01545055
  0.827534 0.01494131
  0.8357714 0.0144111
  0.8439974 0.01386052
  0.8522088 0.01329033
  0.8604006 0.01270147
  0.8685665 0.01209501
  0.8766976 0.01147227
  0.8847825 0.01083482
  0.8928082 0.01018452
  0.9007589 0.009523442
  0.9086166 0.008854025
  0.9163605 0.008179015
  0.9239691 0.007501397
  0.9314182 0.006824737
  0.938678 0.006153389
  0.9457158 0.005492036
  0.952501 0.004844712
  0.9590103 0.004213107
  0.9652304 0.003598031
  0.9711571 0.003000157
  0.9767895 0.002422692
  0.982124 0.001870022
  0.9871586 0.0013455
  0.9918969 0.0008502829
  0.9963516 0.0003833746
  1.0 0.0
