DAE-31 AIRFOIL
  1.0 0.0
  0.9964301 0.0007805282
  0.9921107 0.001741196
  0.9875596 0.002772728
  0.9827641 0.003881137
  0.977716 0.005071134
  0.9724114 0.006344705
  0.9668504 0.007701977
  0.9610373 0.009141412
  0.9549809 0.01066164
  0.9486947 0.01226109
  0.9421963 0.013937
  0.9355048 0.01568602
  0.92864 0.01750492
  0.921621 0.01939052
  0.9144641 0.02134022
  0.9071807 0.02335218
  0.8997792 0.02542369
  0.8922692 0.02755119
  0.8846614 0.0297305
  0.8769672 0.03195703
  0.8691977 0.0342267
  0.861362 0.036536
  0.8534664 0.03888204
  0.8455146 0.04126229
  0.8375116 0.04367272
  0.829468 0.04610728
  0.8214006 0.04855791
  0.8133309 0.05101408
  0.8052802 0.05346404
  0.7972666 0.05589696
  0.7893047 0.05830319
  0.7814059 0.06067461
  0.7735775 0.06300469
  0.7658236 0.06528826
  0.758145 0.06752144
  0.7505396 0.06970138
  0.7430019 0.0718263
  0.7355236 0.07389541
  0.7280939 0.07590889
  0.7207021 0.07786882
  0.7133392 0.07977743
  0.7059984 0.08163629
  0.6986745 0.08344647
  0.6913639 0.08520893
  0.6840641 0.08692448
  0.6767736 0.0885936
  0.6694918 0.09021648
  0.6622182 0.09179287
  0.6549512 0.0933226
  0.6476881 0.09480565
  0.6404253 0.09624231
  0.6331592 0.09763342
  0.625887 0.09897981
  0.6186068 0.1002821
  0.6113179 0.1015406
  0.6040198 0.1027555
  0.5967118 0.1039271
  0.5893931 0.1050555
  0.5820626 0.1061411
  0.5747191 0.1071843
  0.5673619 0.1081854
  0.5599905 0.1091449
  0.5526047 0.110063
  0.5452047 0.1109401
  0.5377911 0.1117763
  0.530365 0.112572
  0.5229279 0.1133273
  0.5154812 0.114042
  0.5080262 0.1147163
  0.5005636 0.1153499
  0.4930939 0.115943
  0.4856177 0.1164957
  0.4781363 0.1170084
  0.4706521 0.117481
  0.4631682 0.1179137
  0.4556879 0.1183061
  0.4482139 0.1186575
  0.4407482 0.1189675
  0.4332922 0.1192358
  0.4258468 0.1194618
  0.4184125 0.1196452
  0.4109892 0.1197857
  0.4035764 0.1198828
  0.3961739 0.1199367
  0.3887819 0.1199474
  0.3814015 0.119915
  0.3740344 0.1198396
  0.3666827 0.119721
  0.3593483 0.1195589
  0.3520329 0.1193534
  0.3447381 0.119104
  0.3374656 0.1188107
  0.3302166 0.1184729
  0.3229925 0.1180905
  0.3157944 0.1176631
  0.3086232 0.1171905
  0.3014801 0.1166724
  0.2943659 0.1161088
  0.2872817 0.1154994
  0.2802284 0.1148443
  0.2732078 0.1141436
  0.2662217 0.1133974
  0.2592728 0.1126062
  0.2523641 0.1117702
  0.2454988 0.1108894
  0.2386807 0.1099644
  0.2319139 0.1089956
  0.2252025 0.1079833
  0.2185502 0.1069276
  0.2119601 0.1058284
  0.2054345 0.1046861
  0.1989755 0.1035008
  0.1925859 0.1022735
  0.1862695 0.1010054
  0.1800312 0.09969802
  0.1738764 0.09835328
  0.1678111 0.09697272
  0.1618411 0.09555807
  0.1559721 0.09411133
  0.1502095 0.09263471
  0.1445583 0.09113028
  0.1390237 0.08960018
  0.1336108 0.08804683
  0.1283241 0.08647294
  0.1231676 0.08488129
  0.1181449 0.08327449
  0.1132593 0.08165518
  0.1085133 0.08002615
  0.1039085 0.07839021
  0.09944561 0.07675011
  0.09512514 0.07510846
  0.09094757 0.073468
  0.08691299 0.07183158
  0.08302087 0.07020202
  0.07926995 0.06858199
  0.07565852 0.0669736
  0.07218458 0.06537818
  0.06884537 0.06379686
  0.06563742 0.06223066
  0.06255674 0.06068042
  0.05959889 0.0591468
  0.05675928 0.0576303
  0.0540336 0.05613125
  0.0514177 0.05465001
  0.04890744 0.05318694
  0.0464987 0.05174235
  0.04418735 0.05031651
  0.04196926 0.0489096
  0.03984045 0.0475217
  0.03779734 0.04615264
  0.03583651 0.04480213
  0.03395453 0.04346988
  0.03214799 0.04215553
  0.03041354 0.04085875
  0.02874791 0.03957914
  0.02714795 0.03831632
  0.02561063 0.03706987
  0.02413333 0.03583924
  0.02271373 0.03462386
  0.0213496 0.03342326
  0.02003882 0.03223706
  0.01877935 0.03106488
  0.01756919 0.02990642
  0.01640644 0.02876138
  0.01528925 0.02762949
  0.01421598 0.02651045
  0.01318598 0.02540363
  0.01219872 0.02430827
  0.0112535 0.02322358
  0.01034948 0.02214878
  0.009485757 0.02108308
  0.008661364 0.02002572
  0.00787532 0.01897596
  0.007126638 0.01793307
  0.006414256 0.01689644
  0.005736957 0.01586564
  0.005093616 0.01484037
  0.004483204 0.01382045
  0.00390477 0.01280576
  0.00335742 0.01179626
  0.002840307 0.01079195
  0.002352745 0.009792882
  0.001897692 0.008798922
  0.001481641 0.007809623
  0.001110501 0.006824344
  0.0007895045 0.005842294
  0.0005233556 0.004862567
  0.0003163397 0.003884159
  0.0001687969 0.00290698
  7.255352e-05 0.001932979
  1.893103e-05 0.0009638259
  2.651288e-09 6.287795e-07
  1.049873e-05 -0.000956395
  5.3642e-05 -0.001908657
  0.0001348312 -0.002857197
  0.0002595319 -0.003802017
  0.0004335397 -0.004739609
  0.0006629689 -0.005664304
  0.0009540959 -0.00657074
  0.001313447 -0.007453849
  0.001745178 -0.00830775
  0.002249975 -0.00912503
  0.002828687 -0.009897775
  0.003482 -0.01061804
  0.004205999 -0.01128113
  0.004994573 -0.01188361
  0.005841615 -0.01242144
  0.00674158 -0.01289314
  0.007690228 -0.01330475
  0.008682999 -0.0136637
  0.009714511 -0.01397798
  0.01077886 -0.0142558
  0.01187453 -0.01450164
  0.01300258 -0.01471802
  0.0141641 -0.01490782
  0.0153601 -0.01507446
  0.01659147 -0.01522197
  0.01785894 -0.01535503
  0.01916368 -0.01547624
  0.02050766 -0.01558547
  0.021893 -0.01568249
  0.023322 -0.01576713
  0.02479715 -0.01583924
  0.02632116 -0.0158988
  0.027897 -0.01594583
  0.0295279 -0.01598053
  0.03121748 -0.01600311
  0.03296987 -0.01601324
  0.03478968 -0.01601042
  0.03668197 -0.01599414
  0.03865228 -0.01596392
  0.04070666 -0.01591939
  0.04285171 -0.01586024
  0.04509458 -0.01578635
  0.047443 -0.01569782
  0.04990527 -0.01559505
  0.05249034 -0.01547797
  0.05520799 -0.01534535
  0.05806874 -0.01519575
  0.06108375 -0.01502768
  0.06426457 -0.01483958
  0.0676231 -0.01462989
  0.07117192 -0.01439707
  0.07492491 -0.01413958
  0.07889788 -0.01385571
  0.08310784 -0.01354324
  0.08757171 -0.01319988
  0.09230545 -0.01282352
  0.09732346 -0.01241236
  0.1026381 -0.01196505
  0.10826 -0.01148066
  0.1141965 -0.01095839
  0.1204492 -0.01039813
  0.1270129 -0.00980086
  0.1338767 -0.009168694
  0.1410258 -0.008504364
  0.1484403 -0.007810359
  0.1560943 -0.007089816
  0.1639576 -0.006346537
  0.1719991 -0.005584662
  0.1801883 -0.004808407
  0.1884957 -0.004022011
