OAF102 AIRFOIL
  1.0 0.00495
  0.9966895 0.005362838
  0.9924689 0.005906329
  0.9878133 0.006528216
  0.9827485 0.007229157
  0.9773241 0.008005515
  0.9716034 0.008850359
  0.9656508 0.009755267
  0.9595223 0.01071162
  0.9532615 0.01171115
  0.9469031 0.012746
  0.9404732 0.01381011
  0.9339894 0.01489876
  0.9274622 0.01600817
  0.9208996 0.01713484
  0.9143076 0.01827559
  0.9076911 0.01942774
  0.9010536 0.02058881
  0.8943982 0.02175665
  0.8877291 0.02292911
  0.8810523 0.02410375
  0.8743746 0.0252782
  0.8677007 0.02645066
  0.8610324 0.02761982
  0.8543697 0.02878491
  0.8477119 0.02994538
  0.8410588 0.03110066
  0.8344104 0.03225018
  0.8277663 0.03339352
  0.8211258 0.03453033
  0.8144879 0.03566034
  0.8078514 0.03678353
  0.8012155 0.03789992
  0.7945802 0.03900948
  0.7879459 0.04011201
  0.7813131 0.04120719
  0.774682 0.04229473
  0.7680522 0.04337441
  0.7614232 0.04444609
  0.7547942 0.04550982
  0.748165 0.04656559
  0.7415358 0.04761333
  0.7349072 0.04865285
  0.72828 0.0496838
  0.7216549 0.05070578
  0.715032 0.05171845
  0.7084113 0.05272152
  0.7017928 0.05371471
  0.6951764 0.05469772
  0.6885624 0.05567023
  0.6819511 0.05663189
  0.6753432 0.05758222
  0.6687392 0.05852068
  0.6621394 0.05944668
  0.6555444 0.06035968
  0.6489542 0.06125916
  0.642369 0.06214452
  0.6357891 0.06301512
  0.6292145 0.06387037
  0.6226455 0.06470964
  0.6160822 0.06553231
  0.6095247 0.0663377
  0.6029732 0.06712515
  0.5964277 0.067894
  0.5898881 0.06864362
  0.5833545 0.06937335
  0.5768267 0.07008252
  0.570305 0.07077046
  0.5637892 0.07143649
  0.5572796 0.07207996
  0.5507761 0.07270027
  0.5442783 0.07329691
  0.5377851 0.07386938
  0.5312954 0.07441722
  0.5248072 0.07494006
  0.5183191 0.07543778
  0.5118309 0.07591022
  0.5053431 0.07635716
  0.4988576 0.07677832
  0.4923768 0.07717335
  0.4859018 0.07754192
  0.4794304 0.07788389
  0.4729573 0.07819921
  0.4664741 0.07848787
  0.4599703 0.07875089
  0.4534401 0.07899064
  0.4468851 0.07920934
  0.4403153 0.07940906
  0.4337492 0.07959161
  0.4272086 0.07975518
  0.4207074 0.07989517
  0.414248 0.0800074
  0.4078226 0.080088
  0.4014141 0.08013364
  0.3950024 0.08014495
  0.3885733 0.08012428
  0.3821206 0.08007383
  0.375646 0.07999587
  0.3691595 0.07989227
  0.3626728 0.07976275
  0.3561948 0.07960654
  0.3497297 0.07942289
  0.3432778 0.079211
  0.3368364 0.07897015
  0.3304021 0.07869991
  0.3239727 0.07839984
  0.3175466 0.0780695
  0.3111235 0.07770852
  0.3047035 0.07731677
  0.2982867 0.07689421
  0.2918729 0.07644082
  0.2854619 0.07595653
  0.2790532 0.07544131
  0.2726465 0.07489524
  0.2662418 0.07431839
  0.2598394 0.0737109
  0.2534399 0.07307288
  0.2470439 0.07240437
  0.2406521 0.07170537
  0.2342651 0.07097589
  0.2278836 0.07021592
  0.2215082 0.06942539
  0.2151393 0.06860419
  0.2087776 0.06775219
  0.2024238 0.0668693
  0.1960786 0.06595533
  0.1897429 0.06501008
  0.183418 0.06403342
  0.1771055 0.06302524
  0.1708071 0.06198522
  0.1645244 0.06091286
  0.1582585 0.05980761
  0.1520103 0.05866889
  0.1457808 0.05749612
  0.1395716 0.0562888
  0.1333849 0.05504662
  0.1272236 0.05376921
  0.1210909 0.05245604
  0.1149908 0.05110674
  0.1089274 0.0497211
  0.1029062 0.04829875
  0.09693411 0.04683979
  0.09101948 0.04534487
  0.08517306 0.04381483
  0.07940907 0.04225158
  0.07374446 0.04065843
  0.06820061 0.03903955
  0.06280489 0.03740162
  0.0575875 0.0357537
  0.05258225 0.03410563
  0.04782477 0.03247001
  0.04334478 0.03086021
  0.03916639 0.02928799
  0.03530463 0.0277649
  0.03176096 0.02629944
  0.02852937 0.02489545
  0.02559703 0.02355567
  0.02294317 0.02228086
  0.02054359 0.02106732
  0.0183728 0.01990925
  0.01640497 0.01880131
  0.01461603 0.01773849
  0.01298696 0.01671495
  0.01150289 0.01572577
  0.01015032 0.01476766
  0.008916673 0.01383824
  0.007790938 0.01293516
  0.006765147 0.01205443
  0.005831159 0.0111915
  0.004980785 0.0103422
  0.004206472 0.00950278
  0.003501761 0.008670001
  0.002864023 0.007841887
  0.002293302 0.007018371
  0.001789633 0.006200667
  0.001352478 0.005390716
  0.0009804685 0.004590774
  0.0006716546 0.003803725
  0.0004240038 0.003033068
  0.0002347942 0.002279218
  0.0001015699 0.001540105
  2.292835e-05 0.0008121127
  -9.573775e-07 9.044439e-05
  3.152728e-05 -0.0006307331
  0.0001205705 -0.001356571
  0.0002672394 -0.002090554
  0.0004744386 -0.002834519
  0.0007464189 -0.003588138
  0.001087961 -0.004347848
  0.001502335 -0.00510838
  0.001990109 -0.005867169
  0.002550456 -0.006622326
  0.003181377 -0.007372506
  0.003879923 -0.008117238
  0.00464373 -0.008857282
  0.005476419 -0.009594394
  0.006384113 -0.01033066
  0.007373478 -0.01106844
  0.008451355 -0.01181039
  0.009624181 -0.01255926
  0.01090003 -0.01331633
  0.01228907 -0.01408201
  0.01380226 -0.01485714
  0.01545133 -0.01564339
  0.01724961 -0.01644344
  0.01921502 -0.01725868
  0.02136841 -0.01808975
  0.02373177 -0.01893759
  0.02632726 -0.01980344
  0.02917745 -0.02068606
  0.03230248 -0.02158168
  0.03571688 -0.02248614
  0.03943009 -0.02339453
  0.04344459 -0.02429796
  0.04775102 -0.02518665
  0.05233157 -0.0260515
  0.0571622 -0.0268821
  0.06221194 -0.02766929
  0.06744991 -0.02840651
  0.07284872 -0.02908806
  0.07838461 -0.02971038
  0.0840412 -0.03027251
  0.08980588 -0.03077519
  0.09566421 -0.0312202
  0.1016002 -0.03160976
  0.1076001 -0.03194509
  0.1136565 -0.03222789
  0.119769 -0.03246057
  0.1259373 -0.03264598
  0.1321489 -0.03278706
  0.1383763 -0.0328869
  0.1445851 -0.03294427
  0.1507618 -0.03295334
  0.1569232 -0.0329082
  0.1631138 -0.03280397
  0.1693851 -0.03264679
  0.1757647 -0.03244756
  0.1822456 -0.03221918
  0.1887835 -0.03197268
  0.1953276 -0.03170813
  0.2018496 -0.03142318
  0.2083461 -0.03111471
  0.2148337 -0.03078055
  0.2213295 -0.03042108
  0.2278429 -0.03003713
  0.2343753 -0.02962993
  0.240921 -0.02920079
  0.247474 -0.02875059
  0.254031 -0.02828
  0.2605913 -0.02778955
  0.2671571 -0.0272797
  0.2737308 -0.02675108
  0.2803142 -0.02620442
  0.2869081 -0.02564052
  0.2935124 -0.02506023
  0.3001266 -0.0244645
  0.3067506 -0.02385423
  0.3133843 -0.02323036
  0.3200277 -0.02259378
  0.3266813 -0.02194544
  0.3333454 -0.02128627
  0.3400203 -0.02061725
  0.3467063 -0.01993936
  0.3534036 -0.01925357
  0.3601121 -0.01856093
  0.366831 -0.01786253
  0.373559 -0.01715957
  0.3802939 -0.01645331
  0.3870331 -0.01574501
  0.3937742 -0.01503589
  0.4005148 -0.01432719
  0.4072524 -0.01362011
  0.4139851 -0.0129158
  0.420711 -0.01221532
  0.4274289 -0.01151962
  0.4341383 -0.01082962
  0.4408389 -0.01014615
  0.4475312 -0.009469938
  0.4542156 -0.008801687
  0.4608926 -0.008142074
  0.4675628 -0.007491775
  0.4742268 -0.006851436
  0.4808849 -0.006221563
  0.4875378 -0.005602606
  0.4941858 -0.004995023
  0.5008293 -0.004399273
  0.5074687 -0.003815793
  0.5141042 -0.003244945
  0.5207362 -0.002687074
  0.5273649 -0.002142528
  0.5339907 -0.001611651
  0.5406139 -0.001094734
  0.5472349 -0.0005919961
  0.553854 -0.0001036526
  0.5604716 0.0003700805
  0.567088 0.0008289935
  0.5737037 0.001272969
  0.5803189 0.001701945
  0.5869341 0.002115858
  0.5935495 0.002514637
  0.6001654 0.002898228
  0.6067821 0.003266648
  0.6133997 0.003619935
  0.6200185 0.003958118
  0.6266385 0.004281227
  0.6332598 0.004589308
  0.6398825 0.004882439
  0.6465068 0.0051607
  0.6531327 0.00542417
  0.6597606 0.005672937
  0.6663905 0.00590713
  0.6730225 0.0061269
  0.6796566 0.006332394
  0.6862929 0.006523755
  0.6929311 0.006701115
  0.6995711 0.006864589
  0.7062128 0.007014292
  0.7128561 0.00715034
  0.7195008 0.007272844
  0.7261468 0.007381893
  0.732794 0.007477569
  0.739442 0.007559953
  0.7460904 0.00762912
  0.752739 0.007685064
  0.7593871 0.007727742
  0.7660344 0.007757115
  0.7726804 0.007773137
  0.7793244 0.007775667
  0.785966 0.007764512
