NACA 0008-34
  1.0 0.0008
  0.9972689 0.001140825
  0.9939619 0.001551822
  0.9904678 0.001984065
  0.9867653 0.002439847
  0.9828302 0.002921711
  0.9786362 0.003432407
  0.9741551 0.003974771
  0.9693592 0.004551492
  0.9642243 0.005164659
  0.9587368 0.005815026
  0.9529025 0.006500912
  0.9468093 0.00721111
  0.9408334 0.007901453
  0.9349745 0.008572152
  0.9291613 0.009231453
  0.9233404 0.009885299
  0.9174708 0.01053803
  0.9115219 0.01119265
  0.9054737 0.01185085
  0.8993296 0.01251172
  0.8932252 0.01316042
  0.8871924 0.0137938
  0.8812127 0.01441411
  0.8752702 0.01502323
  0.8693511 0.01562273
  0.8634438 0.01621392
  0.8575381 0.0167979
  0.8516251 0.0173756
  0.8456971 0.01794776
  0.839748 0.01851501
  0.8337723 0.01907781
  0.8277661 0.0196365
  0.8217266 0.02019129
  0.8156525 0.02074225
  0.8095437 0.02128931
  0.8034021 0.02183226
  0.7972311 0.02237075
  0.7910489 0.02290311
  0.7848831 0.02342691
  0.7787305 0.02394239
  0.7725866 0.02444989
  0.7664475 0.02494968
  0.7603099 0.02544195
  0.7541708 0.02592688
  0.7480276 0.02640458
  0.7418782 0.02687511
  0.735721 0.0273385
  0.7295546 0.02779474
  0.7233783 0.02824377
  0.7171915 0.0286855
  0.7109967 0.02911965
  0.7048077 0.02954517
  0.6986265 0.02996188
  0.6924515 0.03036983
  0.6862814 0.03076912
  0.6801148 0.03115984
  0.6739506 0.03154206
  0.6677876 0.03191583
  0.6616251 0.03228121
  0.655462 0.0326382
  0.6492977 0.03298685
  0.6431316 0.03332716
  0.6369633 0.03365912
  0.6307923 0.03398274
  0.6246185 0.03429799
  0.6184417 0.03460484
  0.612262 0.03490328
  0.6060794 0.03519326
  0.5998943 0.03547474
  0.5937069 0.03574768
  0.5875177 0.03601208
  0.5813271 0.03626793
  0.5751354 0.03651524
  0.5689429 0.03675401
  0.5627498 0.03698425
  0.5565565 0.03720597
  0.5503631 0.0374192
  0.5441697 0.03762393
  0.5379765 0.0378202
