NACA 64A410
  1.0 0.00021
  0.9970337 0.0008100928
  0.9934402 0.001537709
  0.9896421 0.0023075
  0.9856175 0.003124063
  0.9813423 0.00399241
  0.9767917 0.004917806
  0.971941 0.005905436
  0.9667695 0.006959778
  0.9612652 0.008083557
  0.9554323 0.009276214
  0.9493002 0.01053202
  0.9429407 0.01183616
  0.9366114 0.01313468
  0.9303494 0.01441863
  0.9240935 0.01569928
  0.9178005 0.0169842
  0.9114427 0.01827758
  0.9050318 0.01957555
  0.8986667 0.02085677
  0.8923379 0.02212291
  0.8860204 0.02338003
  0.8796954 0.02463291
  0.8733505 0.02588508
  0.8669788 0.02713886
  0.8605801 0.02839537
  0.8541605 0.02965446
  0.8477329 0.03091452
  0.8413141 0.03217052
  0.8349179 0.03341597
  0.8285533 0.03464531
  0.822225 0.03585404
  0.8159335 0.0370386
  0.8096755 0.03819626
  0.8034442 0.03932504
  0.7972297 0.04042376
  0.7910208 0.04149424
  0.7848082 0.04253956
  0.7785841 0.04356239
  0.7723425 0.04456502
  0.7660789 0.04554941
  0.7597906 0.04651722
  0.7534768 0.04746982
  0.7471383 0.04840833
  0.7407774 0.04933347
  0.734397 0.05024583
  0.7280002 0.05114595
  0.7215906 0.05203439
  0.715172 0.0529117
  0.7087486 0.05377841
  0.7023249 0.05463506
  0.6959056 0.05548194
  0.6894948 0.05631775
  0.6830955 0.05714066
  0.6767091 0.05794902
  0.6703361 0.05874139
  0.6639753 0.05951651
  0.6576248 0.06027324
  0.651281 0.06101061
  0.6449397 0.061728
  0.6385963 0.06242615
  0.6322476 0.06310605
  0.6258911 0.06376859
  0.6195253 0.0644145
  0.6131498 0.0650444
  0.6067653 0.06565882
  0.6003736 0.06625819
  0.5939771 0.0668427
  0.5875789 0.0674118
  0.5811812 0.06796487
  0.5747859 0.06850135
  0.568394 0.06902074
  0.5620064 0.0695226
  0.5556231 0.07000655
  0.5492437 0.07047225
  0.5428674 0.07091942
  0.5364932 0.07134794
  0.5301203 0.07175765
  0.5237481 0.07214841
  0.5173763 0.07252003
  0.5110047 0.07287233
  0.5046332 0.07320508
  0.498262 0.07351809
  0.4918915 0.07381106
  0.4855222 0.07408356
  0.4791546 0.07433516
  0.4727893 0.07456542
  0.4664272 0.07477392
  0.4600691 0.07496023
  0.4537159 0.07512395
  0.4473685 0.07526469
  0.4410281 0.07538195
  0.4346953 0.07547512
  0.4283703 0.07554358
  0.4220528 0.07558671
  0.4157419 0.07560392
  0.4094363 0.07559456
  0.403134 0.07555801
  0.3968328 0.07549356
  0.39053 0.07540113
  0.3842229 0.07528141
  0.3779099 0.07513518
  0.3715894 0.07496318
  0.3652607 0.07476617
  0.3589237 0.07454492
  0.3525788 0.07430021
  0.3462269 0.07403288
  0.3398696 0.07374341
  0.3335087 0.07343182
  0.3271459 0.0730981
  0.3207833 0.0727423
  0.3144228 0.07236448
  0.3080666 0.07196475
  0.3017168 0.07154322
  0.2953756 0.07110006
  0.2890451 0.07063529
  0.2827264 0.07014867
  0.2764192 0.0696399
  0.270122 0.06910852
  0.2638321 0.06855396
  0.2575453 0.0679755
  0.2512563 0.06737221
  0.2449586 0.06674295
  0.2386449 0.06608693
  0.2323109 0.06540403
  0.2259565 0.06469457
  0.2195858 0.06395941
  0.2132078 0.06320006
  0.2068358 0.0624187
  0.2004878 0.06161829
  0.1941852 0.06080232
  0.1879493 0.05997161
  0.1817931 0.05912374
  0.1757184 0.05825521
  0.1697184 0.05736155
  0.1637788 0.05643719
  0.1578787 0.0554753
  0.1519905 0.05446739
  0.1460793 0.0534027
  0.140102 0.05227299
  0.1340215 0.05108132
  0.127822 0.04983689
  0.1215161 0.04855619
  0.1151525 0.04726477
  0.1088186 0.04599663
  0.1026271 0.04478916
  0.09669196 0.04367532
  0.09109922 0.04265845
  0.08586379 0.04168384
  0.08093166 0.04069481
  0.07622249 0.03964129
  0.07164579 0.03847258
  0.06709765 0.03714562
  0.06247441 0.03565564
  0.05769853 0.03400922
  0.05272968 0.03223015
  0.04759394 0.03037724
  0.04242067 0.02853793
  0.03742075 0.02675183
  0.03277143 0.0250368
  0.02856099 0.02340072
  0.02479857 0.02184236
  0.02144886 0.02035529
  0.01847349 0.01893438
  0.01585832 0.0175875
  0.01358359 0.01632555
  0.01161287 0.01515219
  0.009901704 0.01406387
  0.008410775 0.01305369
  0.00710831 0.01211378
  0.005965698 0.01123601
  0.004958656 0.01040833
  0.004068521 0.009598419
  0.003280741 0.008780374
  0.002586901 0.007951306
  0.001983697 0.00712637
  0.001465831 0.006314802
  0.001027634 0.005521061
  0.0006641299 0.004746991
  0.0003714092 0.00399302
  0.000146725 0.003258816
  -1.148685e-05 0.002543646
  -0.0001035838 0.001846576
  -0.0001286403 0.00116657
  -8.428253e-05 0.0005025408
  3.359375e-05 -0.0001466405
  0.0002280772 -0.0007829318
  0.0004978366 -0.001409618
  0.0008425395 -0.00202962
  0.001263481 -0.002645408
  0.001763528 -0.003259056
  0.002347134 -0.003872211
  0.003020346 -0.004485925
  0.003790647 -0.005100249
  0.004666194 -0.00571335
  0.005653415 -0.006319709
  0.006750613 -0.006906714
  0.007952339 -0.00746185
  0.009279633 -0.007998291
  0.01077211 -0.008543223
  0.0124693 -0.009106046
  0.01441518 -0.009691487
  0.01665764 -0.01030303
  0.01925177 -0.01093762
  0.02224392 -0.01158597
  0.02565161 -0.01223447
  0.02947083 -0.01287353
  0.03371144 -0.0135024
  0.03835931 -0.01412409
  0.04333949 -0.01474871
  0.04851903 -0.01539544
  0.05374549 -0.01609047
  0.0589002 -0.01683223
  0.06392756 -0.01756366
  0.06882431 -0.01823417
  0.07362405 -0.01880516
  0.07838716 -0.01924383
  0.0831953 -0.01953583
  0.08812861 -0.01971404
  0.09325543 -0.01981792
  0.09862922 -0.01989278
  0.1042729 -0.01999652
  0.110159 -0.02017361
  0.1162297 -0.02042106
  0.1224197 -0.02072573
  0.1286667 -0.02107069
  0.1349213 -0.02143728
  0.1411517 -0.02180713
  0.1473461 -0.02216319
  0.1535111 -0.02249005
  0.1596688 -0.02277857
  0.1658435 -0.02303249
  0.1720551 -0.02325687
  0.178318 -0.02345642
  0.184642 -0.02363566
  0.1910308 -0.02379912
  0.1974814 -0.02395143
  0.2039834 -0.02409733
  0.2105192 -0.02423967
  0.2170704 -0.02437747
  0.2236222 -0.02450943
  0.2301631 -0.02463438
  0.236686 -0.02475127
  0.2431876 -0.02485917
  0.2496685 -0.02495722
  0.2561328 -0.0250447
  0.2625866 -0.02512148
  0.2690357 -0.02518781
  0.2754846 -0.02524392
  0.2819367 -0.02528998
  0.2883944 -0.02532616
  0.2948591 -0.02535259
  0.3013308 -0.0253694
  0.3078088 -0.02537669
  0.3142914 -0.02537448
  0.3207772 -0.02536276
  0.3272644 -0.02534151
  0.3337512 -0.02531075
  0.340236 -0.0252705
  0.3467168 -0.02522079
  0.3531917 -0.02516165
  0.3596589 -0.02509279
  0.366117 -0.02501333
  0.3725651 -0.02492236
  0.3790032 -0.02481895
  0.3854319 -0.02470217
  0.3918524 -0.0245711
  0.3982666 -0.02442476
  0.4046769 -0.02426223
  0.4110863 -0.02408338
  0.4174971 -0.02388873
  0.4239117 -0.02367879
  0.4303316 -0.02345409
  0.4367579 -0.02321515
  0.4431914 -0.02296252
  0.4496323 -0.02269675
  0.4560803 -0.02241843
  0.462535 -0.02212818
  0.4689957 -0.02182661
  0.4754621 -0.02151436
  0.4819336 -0.02119208
  0.4884096 -0.0208604
  0.4948898 -0.02051999
  0.5013737 -0.02017149
  0.5078609 -0.01981546
  0.5143508 -0.01945224
  0.5208433 -0.01908213
  0.5273381 -0.01870542
  0.5338351 -0.01832243
  0.5403341 -0.01793342
  0.5468352 -0.01753871
  0.5533385 -0.01713856
  0.5598441 -0.01673329
  0.5663523 -0.01632323
  0.572863 -0.01590871
  0.5793766 -0.01549006
  0.585893 -0.01506761
  0.5924125 -0.0146417
  0.5989351 -0.01421266
  0.6054608 -0.01378087
  0.6119898 -0.01334676
  0.6185216 -0.01291086
  0.625056 -0.01247367
  0.6315922 -0.01203572
  0.6381294 -0.01159758
  0.6446665 -0.01115979
  0.6512022 -0.01072296
  0.657735 -0.01028762
  0.6642637 -0.009854282
  0.6707879 -0.009423397
  0.6773073 -0.008995382
  0.6838224 -0.008570621
  0.690334 -0.008149463
  0.6968436 -0.007732226
  0.703353 -0.007319208
  0.709864 -0.006910788
  0.7163773 -0.006507475
  0.7228919 -0.006109872
  0.7294055 -0.005718667
  0.7359141 -0.005334625
  0.7424123 -0.004958575
  0.7488936 -0.004591394
  0.7553501 -0.004234421
  0.7617755 -0.003890515
  0.7681669 -0.003562623
  0.774525 -0.003253408
  0.7808535 -0.002965308
  0.7871592 -0.002700604
  0.7934517 -0.002461511
  0.7997435 -0.002250259
  0.8060493 -0.002067387
  0.8123827 -0.001909593
  0.8187532 -0.001773221
  0.8251663 -0.001654694
  0.831623 -0.001550417
  0.8381196 -0.001456717
  0.8446466 -0.001369818
  0.8511894 -0.001285919
  0.8577293 -0.001203272
  0.8642522 -0.001122721
  0.8707506 -0.001045168
  0.8772244 -0.0009714092
  0.8836799 -0.0009021512
  0.8901296 -0.0008380447
  0.8965927 -0.0007797212
  0.9030948 -0.0007277601
  0.9096351 -0.0006819669
  0.9161135 -0.0006419511
  0.9225273 -0.0006065276
  0.9289042 -0.000574421
  0.9352882 -0.0005443721
  0.9417414 -0.0005150902
  0.9482369 -0.0004856676
  0.9545027 -0.0004564176
  0.9604613 -0.0004275496
  0.966083 -0.0003993736
  0.9713637 -0.0003720747
  0.9763158 -0.0003457415
  0.980961 -0.0003203966
  0.9853244 -0.0002960214
  0.9894315 -0.0002725744
  0.9933071 -0.0002500026
  0.9969736 -0.0002282485
  1.0 -0.00021
