AH 93-W-215
  0.03751274 -0.04299976
  0.03951883 -0.04394039
  0.04159923 -0.04487849
  0.04375745 -0.04581389
  0.04599711 -0.0467464
  0.04832206 -0.04767592
  0.05073627 -0.04860242
  0.05324396 -0.04952591
  0.05584985 -0.05044639
  0.05855906 -0.05136378
  0.06137684 -0.05227809
  0.06430859 -0.05318943
  0.06735972 -0.05409805
  0.07053584 -0.05500408
  0.07384311 -0.05590697
  0.07728788 -0.05680605
  0.0808765 -0.05770072
  0.08461536 -0.05859046
  0.08851091 -0.05947469
  0.09256985 -0.06035225
  0.09679867 -0.06122182
  0.1012034 -0.06208216
  0.1057898 -0.06293207
  0.1105631 -0.06377009
  0.115528 -0.06459441
  0.1206884 -0.06540331
  0.1260473 -0.06619529
  0.1316068 -0.06696886
  0.1373677 -0.06772243
  0.1433289 -0.06845461
  0.1494869 -0.06916436
  0.1558366 -0.0698499
  0.1623714 -0.07050862
  0.1690842 -0.07113822
  0.1759679 -0.07173685
  0.1830151 -0.07230342
  0.1902168 -0.07283734
  0.1975626 -0.07333845
  0.2050405 -0.07380646
  0.212638 -0.07424034
  0.220342 -0.07463928
  0.22814 -0.07500279
  0.2360203 -0.07532966
  0.2439724 -0.07561846
  0.251988 -0.07586802
  0.2600606 -0.07607769
  0.2681843 -0.07624756
  0.2763529 -0.07637794
  0.2845599 -0.07646921
  0.2927989 -0.07652125
  0.3010639 -0.07653367
  0.30935 -0.07650619
  0.317653 -0.07643847
  0.32597 -0.07632989
  0.3342994 -0.07617977
  0.3426408 -0.07598742
  0.3509952 -0.07575261
  0.3593633 -0.07547576
  0.367745 -0.07515733
  0.3761396 -0.07479778
  0.384546 -0.07439731
  0.3929641 -0.07395585
  0.401395 -0.07347324
  0.4098411 -0.07294936
  0.4183051 -0.07238479
  0.4267882 -0.07178042
  0.4352904 -0.07113725
  0.4438104 -0.07045616
  0.4523473 -0.06973721
  0.4609023 -0.06898011
  0.4694792 -0.06818434
  0.4780836 -0.06734996
  0.4867205 -0.06647876
  0.4953918 -0.06557302
  0.5040963 -0.06463536
  0.5128303 -0.06366771
  0.5215908 -0.06267087
  0.5303764 -0.06164544
  0.5391876 -0.06059184
  0.5480263 -0.05951092
  0.5568933 -0.05840391
  0.5657885 -0.05727219
  0.574711 -0.05611727
  0.5836591 -0.0549405
  0.5926314 -0.05374323
  0.6016267 -0.05252679
  0.610644 -0.05129241
  0.6196809 -0.05004135
  0.6287342 -0.04877502
  0.6377993 -0.04749483
  0.6468722 -0.04620092
  0.655952 -0.04489264
  0.6650407 -0.04356892
  0.6741429 -0.04222972
  0.6832602 -0.04087681
  0.6923901 -0.03951269
  0.7015258 -0.03813973
  0.7106608 -0.03675793
  0.7197926 -0.03536629
  0.7289233 -0.03396348
  0.738056 -0.03255021
  0.747191 -0.03112849
  0.7563244 -0.02970092
  0.7654491 -0.02827016
  0.7745556 -0.02683891
  0.7836328 -0.02541024
  0.7926687 -0.02398826
  0.8016508 -0.02257763
  0.810567 -0.02118297
  0.8194063 -0.01980922
  0.8281591 -0.01846119
  0.8368179 -0.01714311
  0.8453755 -0.01585833
  0.8538233 -0.01460995
  0.8621521 -0.01340114
  0.8703518 -0.01223572
  0.878412 -0.0111173
  0.886323 -0.01005026
  0.8940771 -0.009040084
  0.9016692 -0.008091267
  0.9090963 -0.00720748
  0.9163569 -0.006391566
  0.9234504 -0.005644723
  0.9303749 -0.004965374
  0.9371262 -0.004351785
  0.9436993 -0.003806442
  0.9500884 -0.003334071
  0.9562901 -0.002944242
  0.9623174 -0.002654951
  0.9681982 -0.002461461
  0.9739458 -0.00229533
  0.9795498 -0.00211795
  0.9849969 -0.001991109
  0.9902898 -0.001825472
  0.9954949 -0.001385609
  1.0 -0.00087
