S9000 (9%)
  0.4434026 0.06502316
  0.4371688 0.06530887
  0.4309436 0.06558022
  0.4247249 0.06583616
  0.418508 0.06607585
  0.4122876 0.06629967
  0.4060611 0.06650846
  0.3998289 0.06670298
  0.3935945 0.06688379
  0.3873626 0.06705048
  0.3811355 0.06720231
  0.3749133 0.06733865
  0.3686934 0.06745897
  0.3624731 0.06756335
  0.3562514 0.06765197
  0.3500297 0.06772498
  0.3438115 0.06778224
  0.3376001 0.06782276
  0.3313975 0.06784539
  0.325204 0.06784903
  0.3190182 0.06783284
  0.3128378 0.06779638
  0.3066595 0.06773923
  0.3004794 0.06766095
  0.2942937 0.06756177
  0.288102 0.06744256
  0.2819082 0.06730425
  0.2757201 0.06714751
  0.269545 0.06697105
  0.2633857 0.06677299
  0.2572394 0.06655135
  0.2511 0.06630483
  0.2449637 0.06603311
  0.2388309 0.06573611
  0.2327058 0.06541376
  0.2265927 0.06506514
  0.2204915 0.06468891
  0.2143977 0.06428352
  0.2083049 0.06384841
  0.2022117 0.06338413
  0.1961226 0.06289171
  0.1900471 0.0623713
  0.1839929 0.06182113
  0.1779633 0.06123905
  0.1719574 0.06062271
  0.1659727 0.05996989
  0.1600069 0.05927832
  0.1540574 0.05854615
  0.1481217 0.0577725
  0.1421974 0.05695655
  0.1362833 0.05609766
  0.1303832 0.05519616
  0.1245089 0.05425366
  0.1186763 0.05326996
  0.1128952 0.0522414
  0.1071655 0.05116304
  0.101483 0.05003036
  0.09584531 0.0488397
  0.09025297 0.04758822
  0.08470709 0.04627383
  0.07920854 0.04489453
  0.07376174 0.04344987
  0.06837997 0.04194229
  0.06308532 0.04037414
  0.05790434 0.03874706
  0.05286274 0.03706209
  0.04797301 0.03531349
  0.04323272 0.03349409
  0.0386531 0.03160962
  0.0342714 0.02967885
  0.03013363 0.02772492
  0.02627938 0.02577297
  0.02275495 0.02385515
  0.01959958 0.02200517
  0.01681748 0.02023043
  0.01437535 0.01852657
  0.0122347 0.01690219
  0.01036628 0.0153725
  0.008744083 0.01394393
  0.007342333 0.01261406
  0.006132187 0.01137678
  0.005086105 0.0102225
  0.004179259 0.00914005
  0.003389888 0.008119275
  0.002702076 0.007151931
  0.002109133 0.006233349
  0.001605338 0.005361227
  0.001183941 0.004533849
  0.0008374622 0.003748184
  0.0005577864 0.002996685
  0.0003370205 0.002270097
  0.0001687511 0.001559349
  4.96662e-05 0.0008570631
  -9.781919e-06 0.0001671503
  7.959495e-06 -0.0005024351
  0.000122784 -0.001145494
  0.0003591346 -0.001757024
  0.0007239181 -0.002342466
  0.001208355 -0.002913624
  0.00180054 -0.003480473
  0.002477259 -0.00404999
  0.003227992 -0.004622527
  0.004059448 -0.005196212
  0.004980215 -0.005771768
  0.006004287 -0.006355137
  0.007152688 -0.006953424
  0.008451353 -0.007571883
  0.009930993 -0.008216371
  0.01162379 -0.008891831
  0.01356795 -0.009599672
  0.01580428 -0.01033969
  0.01838181 -0.01111466
  0.02136214 -0.01192672
  0.02479357 -0.01277428
  0.02868589 -0.01364558
  0.03300344 -0.0145158
  0.03769631 -0.01536411
  0.04270999 -0.01617545
  0.04798499 -0.01694124
  0.05346068 -0.01765773
  0.05907501 -0.01832381
  0.06478291 -0.01893582
  0.07056891 -0.0194942
  0.07643125 -0.02000441
  0.08235651 -0.02047221
  0.08832296 -0.02089983
  0.09431752 -0.0212881
  0.1003392 -0.0216391
  0.1063894 -0.02195564
  0.1124649 -0.02224041
  0.1185599 -0.0224952
  0.1246711 -0.02272131
  0.1307997 -0.02292034
  0.1369485 -0.02309463
  0.1431177 -0.02324672
  0.1493039 -0.02337893
  0.155502 -0.02349235
  0.1617067 -0.02358771
  0.167913 -0.02366571
  0.1741184 -0.02372634
  0.1803248 -0.02376933
  0.1865396 -0.02379459
  0.1927716 -0.02380366
  0.1990232 -0.02379923
  0.2052887 -0.02378404
  0.2115556 -0.02375939
  0.2178152 -0.0237242
  0.2240672 -0.02367715
  0.2303193 -0.02361722
  0.2365815 -0.02354542
  0.2428578 -0.02346358
  0.2491452 -0.0233736
  0.2554347 -0.02327657
  0.2617192 -0.02317189
  0.2679975 -0.02305869
  0.2742742 -0.02293611
  0.2805575 -0.02280451
  0.2868523 -0.02266537
  0.2931587 -0.02252026
  0.2994722 -0.02237075
  0.3057859 -0.02221701
  0.3120955 -0.02205856
  0.3183997 -0.02189483
  0.3247001 -0.02172531
  0.3309998 -0.02154998
  0.3373013 -0.02136905
  0.3436067 -0.02118269
  0.3499174 -0.0209912
  0.3562339 -0.02079517
  0.3625558 -0.02059536
  0.3688815 -0.02039254
  0.3752086 -0.0201874
  0.3815345 -0.01997986
  0.3878576 -0.01976957
  0.3941774 -0.01955614
  0.4004945 -0.01933918
  0.4068104 -0.01911861
  0.4131265 -0.01889447
  0.4194445 -0.01866683
  0.425766 -0.01843574
  0.4320922 -0.01820159
  0.4384235 -0.01796501
  0.4447591 -0.01772667
  0.4510969 -0.01748731
  0.4574341 -0.01724718
  0.4637685 -0.01700595
  0.4700993 -0.01676321
  0.4764272 -0.01651848
  0.4827538 -0.01627143
  0.4890809 -0.01602216
  0.4954098 -0.01577082
  0.5017407 -0.0155176
  0.5080734 -0.0152627
  0.5144073 -0.01500628
  0.520742 -0.01474848
  0.527077 -0.01448943
  0.5334119 -0.01422924
  0.5397465 -0.01396784
  0.5460802 -0.01370507
  0.5524121 -0.01344079
  0.5587409 -0.01317484
  0.5650655 -0.01290699
  0.5713858 -0.01263685
  0.5777034 -0.01236398
  0.5840209 -0.01208787
  0.5903422 -0.01180829
  0.5966689 -0.01152563
  0.6029993 -0.01124053
  0.6093281 -0.01095376
  0.6156468 -0.01066559
  0.6219493 -0.01037439
  0.6282349 -0.010078
  0.6345085 -0.009774015
  0.6407803 -0.009460451
  0.6470609 -0.009138047
  0.6533564 -0.008808481
  0.6596674 -0.008473717
  0.6659896 -0.008135768
  0.6723164 -0.007795429
  0.678643 -0.007452941
  0.6849672 -0.007108419
  0.6912893 -0.006761975
  0.6976106 -0.006414387
  0.7039321 -0.006066702
  0.7102543 -0.005719998
  0.7165773 -0.005375237
  0.7229005 -0.005032708
  0.7292232 -0.004692503
  0.7355446 -0.004354723
  0.7418637 -0.004019555
  0.7481798 -0.003687426
  0.7544926 -0.003358786
  0.7608024 -0.003034059
  0.7671098 -0.002713621
  0.773415 -0.002397836
  0.7797172 -0.002087104
  0.7860147 -0.001781887
  0.7923059 -0.001482879
  0.7985909 -0.001190861
  0.8048721 -0.0009065072
  0.8111539 -0.000630181
  0.8174393 -0.0003615021
  0.8237263 -0.0001001127
  0.8300085 0.0001540623
  0.836278 0.0003996241
  0.8425325 0.0006343679
  0.8487777 0.0008563859
  0.8550242 0.001065174
  0.8612783 0.001262105
  0.8675371 0.001448436
  0.8737891 0.001624187
  0.8800251 0.001786891
  0.8862448 0.001933996
  0.8924557 0.002063875
  0.8986642 0.00217659
  0.9048697 0.002272278
  0.9110655 0.00235013
  0.9172457 0.002408142
  0.9234081 0.002444316
  0.929553 0.00245662
  0.9356814 0.002442998
  0.9417944 0.002401991
  0.9478908 0.002333146
  0.9539644 0.002235781
  0.9599937 0.002108349
  0.9659392 0.001948229
  0.9717784 0.001747776
  0.9775022 0.001506942
  0.9829994 0.001241704
  0.9881153 0.0009486689
  0.9927722 0.0006276065
  0.9968933 0.0002993455
  1.0 0.0
