S9000 (9%)
  1.0 0.0
  0.996928 0.0004630662
  0.9928668 0.001179429
  0.9882471 0.002051898
  0.9831038 0.003067728
  0.9775472 0.004182152
  0.9717643 0.00533404
  0.9658894 0.006483639
  0.9599782 0.007610091
  0.9540508 0.00870278
  0.9481024 0.00975903
  0.9421153 0.01078421
  0.9360757 0.01178615
  0.9299805 0.01277244
  0.9238441 0.0137486
  0.9176896 0.01471397
  0.9115269 0.01566648
  0.9053501 0.01660753
  0.899155 0.01754008
  0.8929465 0.01846558
  0.8867329 0.01938335
  0.8805169 0.02029287
  0.8742958 0.02119477
  0.8680673 0.0220902
  0.861834 0.02297971
  0.8556015 0.02386264
  0.8493724 0.02473783
  0.8431441 0.02560489
  0.8369102 0.02646482
  0.8306673 0.02731934
  0.8244167 0.02816953
  0.8181636 0.02901528
  0.811912 0.02985565
  0.8056633 0.03069003
  0.7994161 0.03151824
  0.7931689 0.03234037
  0.7869213 0.03315641
  0.780674 0.03396613
  0.7744282 0.03476924
  0.7681835 0.03556554
  0.7619378 0.03635506
  0.7556883 0.0371382
  0.7494343 0.03791545
  0.7431785 0.03868691
  0.7369269 0.0394521
  0.7306855 0.04020921
  0.7244553 0.04095642
  0.7182318 0.04169262
  0.7120054 0.042418
  0.7057683 0.04313481
  0.6995182 0.04384496
  0.6932586 0.04454969
  0.6869979 0.04524868
  0.6807422 0.04594035
  0.6744936 0.04662353
  0.6682494 0.04729759
  0.6620047 0.04796281
  0.6557566 0.04861982
  0.6495055 0.04926888
  0.6432552 0.04990985
  0.6370102 0.05054169
  0.6307725 0.05116319
  0.6245402 0.05177349
  0.6183079 0.05237226
  0.6120695 0.05296054
  0.6058221 0.05353972
  0.5995662 0.05411081
  0.5933065 0.05467435
  0.5870487 0.05522956
  0.5807961 0.05577535
  0.5745488 0.05631094
  0.5683043 0.05683586
  0.562059 0.05735039
  0.5558109 0.05785498
  0.5495599 0.05834987
  0.5433083 0.05883509
  0.5370587 0.05931008
  0.5308128 0.05977409
  0.5245711 0.0602265
  0.5183327 0.06066682
  0.5120959 0.06109492
  0.5058591 0.06151084
  0.4996213 0.06191456
  0.4933814 0.06230608
  0.4871389 0.06268562
  0.4808935 0.06305354
  0.4746455 0.06341015
  0.4683952 0.06375572
  0.4621439 0.06409015
  0.455893 0.06441311
  0.4496449 0.06472426
