NACA 65(4)-221
  1.0 0.0
  0.9961779 0.0005524326
  0.9916204 0.001234681
  0.9868929 0.001969498
  0.9819851 0.002761656
  0.9768867 0.003616324
  0.9715876 0.004539028
  0.9660788 0.00553557
  0.9603528 0.006611895
  0.9544045 0.007773866
  0.9482328 0.009026912
  0.9418412 0.01037409
  0.9352369 0.01181458
  0.928431 0.01334546
  0.9214375 0.01496194
  0.9142729 0.01665738
  0.9069548 0.01842364
  0.8995003 0.02025147
  0.8919248 0.02213248
  0.884243 0.02406186
  0.8764685 0.02603538
  0.8686136 0.02804893
  0.8606881 0.03009874
  0.852699 0.03218167
  0.8446498 0.03429521
  0.8365423 0.03643679
  0.8283799 0.03860304
  0.8201683 0.04078976
  0.8119162 0.04299193
  0.8036349 0.04520366
  0.7953386 0.04741831
  0.7870424 0.0496295
  0.778759 0.05183192
  0.7704977 0.05402124
  0.7622641 0.05619413
  0.7540605 0.05834819
  0.7458861 0.06048196
  0.7377383 0.06259472
  0.7296149 0.06468577
  0.7215155 0.06675411
  0.7134405 0.06879843
  0.7053917 0.0708172
  0.697372 0.07280863
  0.6893847 0.0747705
  0.6814321 0.07670058
  0.6735148 0.07859703
  0.6656319 0.08045848
  0.6577812 0.08228392
  0.649959 0.08407266
  0.6421607 0.08582446
  0.6343829 0.08753952
  0.626624 0.08921765
  0.6188849 0.09085821
  0.6111684 0.09246016
  0.6034791 0.09402216
  0.5958235 0.0955425
  0.5882085 0.09701827
  0.580639 0.09844617
  0.5731176 0.09982354
  0.5656448 0.1011483
  0.5582192 0.1024187
  0.5508376 0.1036335
  0.5434954 0.1047918
  0.536188 0.1058935
  0.5289113 0.1069385
  0.5216616 0.1079266
  0.5144359 0.1088573
  0.5072317 0.1097303
  0.5000469 0.1105449
  0.4928798 0.1113005
  0.4857289 0.1119969
  0.4785924 0.1126341
  0.4714683 0.1132118
  0.4643541 0.1137298
  0.4572469 0.1141879
  0.4501437 0.1145856
  0.4430409 0.1149228
  0.4359349 0.1152
  0.4288223 0.1154178
  0.4216993 0.115577
  0.4145624 0.1156778
  0.407408 0.1157208
  0.4002323 0.115706
  0.3930315 0.1156337
  0.3858022 0.1155047
  0.3785424 0.1153202
  0.3712516 0.1150815
  0.3639309 0.1147897
  0.3565834 0.1144464
  0.3492141 0.1140533
