AH 80-129
  0.4125415 0.1049723
  0.4064955 0.1049398
  0.4004514 0.104875
  0.394409 0.104778
  0.3883681 0.1046487
  0.3823284 0.104487
  0.3762895 0.1042929
  0.3702509 0.1040664
  0.3642122 0.1038074
  0.358173 0.1035162
  0.3521334 0.103193
  0.3460941 0.1028381
  0.340056 0.1024519
  0.3340208 0.1020347
  0.32799 0.1015862
  0.3219646 0.1011062
  0.3159448 0.1005941
  0.3099303 0.1000493
  0.3039201 0.09947148
  0.2979129 0.09886032
  0.2919083 0.09821587
  0.2859064 0.09753823
  0.2799084 0.09682763
  0.273916 0.09608429
  0.2679312 0.09530795
  0.2619554 0.09449803
  0.2559887 0.09365386
  0.2500304 0.09277459
  0.2440791 0.09185941
  0.2381329 0.09090812
  0.2321911 0.08992081
  0.2262538 0.0888977
  0.2203222 0.08783918
  0.2143982 0.08674553
  0.2084834 0.08561654
  0.2025788 0.08445188
  0.1966848 0.08325106
  0.1908008 0.08201349
  0.1849262 0.08073877
  0.1790607 0.07942666
  0.1732046 0.07807707
  0.1673587 0.07668998
  0.1615242 0.07526524
  0.1557028 0.07380244
  0.1498961 0.07230124
  0.1441057 0.07076131
  0.1383336 0.06918202
  0.1325813 0.06756227
  0.1268504 0.06590084
  0.1211418 0.06419644
  0.1154565 0.06244759
  0.1097965 0.06065283
  0.1041639 0.05881095
  0.09856204 0.05692094
  0.092994 0.05498127
  0.08746181 0.05298977
  0.08196604 0.05094383
  0.0765072 0.0488406
  0.07108981 0.04667864
  0.06572352 0.04445881
  0.06042218 0.0421824
  0.05519745 0.03984665
  0.05005342 0.03744568
  0.0449903 0.0349727
  0.04001815 0.032427
  0.03516189 0.02981642
  0.03046328 0.02715099
  0.02597484 0.0244459
  0.02174742 0.02172835
  0.01782913 0.01904227
  0.01426532 0.01643703
  0.01119275 0.01401899
  0.00873618 0.01192675
  0.006823298 0.01016491
  0.005300481 0.008648858
  0.004047377 0.007301988
  0.002998473 0.006073989
  0.002140493 0.004952444
  0.001460318 0.003945387
  0.000927966 0.003049162
  0.0005230478 0.002250052
  0.0002384857 0.001524524
  6.448943e-05 0.0008466514
  -1.899927e-06 0.0001941335
  4.535186e-05 -0.0004537043
  0.0002071323 -0.001111364
  0.0004865505 -0.001785482
  0.0008972382 -0.002474918
  0.001458558 -0.003162513
  0.002193521 -0.003834394
  0.003124949 -0.004494093
  0.004263074 -0.005160667
  0.005608448 -0.005874037
  0.007207976 -0.006651381
  0.009140388 -0.007498138
  0.01150629 -0.00841524
  0.01440445 -0.009392036
  0.01788302 -0.0104008
  0.02193933 -0.01140857
  0.0265177 -0.01237759
  0.0315079 -0.01328338
  0.03680244 -0.01411032
  0.0423102 -0.01485772
  0.04797973 -0.01553297
  0.05377028 -0.01614648
  0.05964785 -0.01670831
  0.06558632 -0.01722444
  0.07156752 -0.01770191
  0.0775803 -0.01814514
  0.08361613 -0.01855717
  0.08966822 -0.01894109
  0.09573203 -0.01929858
  0.1018055 -0.01963095
  0.1078892 -0.0199397
  0.1139847 -0.0202269
  0.1200928 -0.02049478
  0.1262128 -0.02074552
  0.1323426 -0.02098091
  0.1384803 -0.02120215
  0.144624 -0.02141044
  0.1507723 -0.02160696
  0.1569242 -0.02179242
  0.1630789 -0.02196722
  0.1692359 -0.0221318
  0.1753949 -0.02228657
  0.1815556 -0.02243191
  0.1877182 -0.02256814
  0.1938829 -0.02269562
  0.20005 -0.0228147
  0.20622 -0.02292581
  0.2123928 -0.02302945
  0.2185681 -0.0231261
  0.2247452 -0.02321623
  0.230923 -0.02330011
  0.2371009 -0.02337778
  0.2432787 -0.02344925
  0.249457 -0.02351455
  0.2556367 -0.02357379
  0.2618189 -0.02362737
  0.2680041 -0.02367583
  0.274192 -0.02371967
  0.280382 -0.02375942
  0.2865726 -0.02379536
  0.2927627 -0.02382734
  0.2989515 -0.02385517
  0.3051391 -0.02387865
  0.3113259 -0.0238976
  0.3175127 -0.02391202
  0.3237004 -0.02392212
  0.3298894 -0.02392815
  0.3360799 -0.02393032
  0.3422718 -0.02392886
  0.348465 -0.02392394
  0.3546589 -0.02391569
  0.3608535 -0.02390423
  0.3670483 -0.02388967
  0.3732432 -0.02387213
  0.3794382 -0.02385167
  0.385633 -0.02382829
  0.3918277 -0.02380197
  0.3980224 -0.02377272
  0.4042171 -0.02374051
  0.4104122 -0.02370537
  0.4166077 -0.02366733
  0.4228037 -0.02362647
  0.4289998 -0.02358284
  0.435196 -0.0235365
  0.4413916 -0.02348746
  0.4475865 -0.0234356
  0.4537803 -0.02338078
  0.4599733 -0.02332282
  0.4661656 -0.02326159
  0.4723579 -0.02319694
  0.4785507 -0.02312894
  0.4847443 -0.02305777
  0.4909389 -0.02298358
  0.4971344 -0.02290655
  0.5033303 -0.02282682
  0.5095261 -0.02274442
  0.5157212 -0.0226592
  0.5219155 -0.02257103
  0.5281088 -0.02247976
  0.5343011 -0.02238524
  0.5404926 -0.02228734
  0.5466836 -0.02218597
  0.5528742 -0.02208104
  0.5590644 -0.02197245
  0.565254 -0.02186011
  0.5714431 -0.02174394
  0.5776313 -0.02162388
  0.5838189 -0.02149984
  0.590006 -0.02137176
  0.596193 -0.02123955
  0.6023804 -0.02110316
  0.6085687 -0.0209626
  0.614758 -0.02081797
  0.6209479 -0.02066938
  0.6271375 -0.02051692
  0.6333255 -0.02036071
  0.6395105 -0.02020042
  0.6456916 -0.02003541
  0.6518688 -0.01986502
  0.6580427 -0.01968859
  0.6642147 -0.01950543
  0.6703868 -0.01931529
  0.67656 -0.0191183
  0.6827344 -0.01891463
  0.6889092 -0.01870447
  0.6950827 -0.01848802
  0.7012525 -0.01826496
  0.7074172 -0.0180345
  0.7135768 -0.01779582
  0.7197324 -0.01754805
  0.7258861 -0.01729036
  0.7320407 -0.01702274
  0.7381977 -0.01674562
  0.7443576 -0.01645948
  0.7505192 -0.01616486
  0.7566806 -0.01586219
  0.7628398 -0.01555133
  0.7689962 -0.01523194
  0.7751504 -0.01490366
  0.7813046 -0.01456605
  0.7874616 -0.0142194
  0.7936234 -0.01386467
  0.799791 -0.01350289
  0.8059636 -0.01313519
  0.8121396 -0.01276247
  0.8183171 -0.01238506
  0.8244948 -0.01200319
  0.8306717 -0.0116171
  0.8368474 -0.01122691
  0.8430221 -0.01083252
  0.8491961 -0.01043382
  0.8553707 -0.01003065
  0.8615472 -0.009623454
  0.8677268 -0.009213758
  0.8739103 -0.008803248
  0.8800978 -0.008393528
  0.8862887 -0.007984867
  0.8924813 -0.007576716
  0.8986732 -0.007168583
  0.9048615 -0.006760863
  0.911044 -0.006355256
  0.9172196 -0.005953488
  0.923389 -0.005556914
  0.9295538 -0.005166255
  0.9357176 -0.004782011
  0.9418829 -0.004402589
  0.9480444 -0.004024347
  0.9541868 -0.003646201
  0.9602763 -0.003278019
  0.9662525 -0.002930664
  0.9720305 -0.002589537
  0.9775157 -0.002242114
  0.9825001 -0.001969619
  0.9867123 -0.001804922
  0.9902156 -0.001576698
  0.993266 -0.001261188
  0.9959879 -0.001190499
  0.9982716 -0.001146019
  1.0 0.0
