AH 93-W-174
  1.0 1e-05
  0.9962712 0.001159573
  0.9917672 0.002483682
  0.9870033 0.003813259
  0.982024 0.005156314
  0.9768106 0.006474782
  0.9713285 0.007783442
  0.9655734 0.009095979
  0.9595526 0.01042028
  0.9532735 0.01176418
  0.9467492 0.01313254
  0.9400025 0.01452804
  0.9330616 0.01594947
  0.9259556 0.01739575
  0.9187136 0.01886504
  0.9113655 0.02035536
  0.90394 0.02186325
  0.8964625 0.02338429
  0.8889541 0.02491535
  0.8814305 0.02645588
  0.8739014 0.02800694
  0.8663702 0.02957007
  0.8588373 0.03114603
  0.8513018 0.03273568
  0.8437618 0.03433955
  0.8362166 0.03595707
  0.8286672 0.03758716
  0.8211166 0.03922873
  0.8135668 0.04088179
  0.8060173 0.04254712
  0.7984647 0.04422603
  0.7909042 0.04591884
  0.7833329 0.0476249
  0.7757507 0.04934295
  0.7681596 0.05107158
  0.7605613 0.05281016
  0.7529552 0.05455856
  0.7453388 0.05631713
  0.7377082 0.05808565
  0.7300615 0.0598628
  0.7223995 0.06164661
  0.7147257 0.06343459
  0.7070455 0.06522512
  0.6993629 0.06701725
  0.691681 0.06881038
  0.6840012 0.07060406
  0.6763245 0.07239737
  0.6686524 0.07418905
  0.660987 0.07597774
  0.6533308 0.07776191
  0.6456865 0.07953998
  0.6380553 0.08131062
  0.6304378 0.08307271
  0.6228334 0.08482545
  0.6152419 0.08656829
  0.6076642 0.08830049
  0.600103 0.09002098
  0.5925623 0.0917283
  0.5850467 0.09341994
  0.57756 0.09509302
  0.570105 0.09674495
  0.5626834 0.09837342
  0.5552965 0.09997616
  0.5479452 0.1015507
  0.540631 0.1030945
  0.5333553 0.1046052
  0.5261199 0.1060804
  0.5189262 0.1075171
  0.5117751 0.1089124
  0.5046664 0.1102638
  0.4975995 0.1115688
  0.4905731 0.1128255
  0.4835857 0.1140319
  0.4766351 0.1151863
  0.4697185 0.1162869
  0.4628328 0.1173325
  0.4559748 0.1183219
  0.4491421 0.1192547
  0.4423324 0.1201299
  0.435544 0.120947
  0.4287757 0.1217049
  0.4220264 0.122403
  0.4152949 0.1230405
  0.4085794 0.1236169
  0.4018783 0.1241315
  0.3951894 0.1245837
  0.3885109 0.1249733
  0.3818411 0.1253003
  0.3751787 0.1255645
  0.3685227 0.1257657
  0.3618722 0.1259037
  0.3552266 0.1259786
  0.3485858 0.1259902
  0.3419494 0.1259386
  0.3353175 0.1258238
  0.3286904 0.1256456
  0.322068 0.1254041
  0.3154505 0.1250992
  0.3088377 0.1247308
  0.3022293 0.1242988
  0.2956253 0.1238034
  0.2890257 0.1232448
  0.2824309 0.1226231
  0.2758417 0.1219386
  0.269259 0.1211914
  0.2626837 0.1203817
  0.2561169 0.1195096
  0.2495595 0.1185752
  0.2430121 0.1175788
  0.2364758 0.1165206
  0.2299514 0.1154009
  0.2234397 0.1142201
  0.2169416 0.1129785
  0.2104587 0.1116768
  0.2039937 0.110316
  0.1975509 0.1088973
  0.191136 0.1074227
  0.1847556 0.1058929
  0.1784147 0.1043079
  0.1721168 0.1026677
  0.1658639 0.1009717
  0.1596575 0.0992201
  0.1535006 0.09741397
  0.1473982 0.09555509
  0.141357 0.09364579
  0.1353847 0.0916881
  0.1294891 0.089684
  0.1236774 0.08763573
  0.1179567 0.08554578
  0.1123345 0.0834171
  0.1068198 0.08125354
  0.1014219 0.07905979
  0.09615037 0.07684105
  0.09101548 0.07460292
  0.08602687 0.07235168
  0.08119318 0.07009395
  0.07652263 0.06783678
  0.07202403 0.0655882
  0.06770552 0.06335687
  0.06357349 0.06115107
  0.05963275 0.05897705
  0.05588528 0.05683978
  0.05232983 0.05474331
  0.04896239 0.05269077
  0.04577752 0.05068525
  0.04276951 0.04872995
  0.03993202 0.04682757
  0.0372578 0.04498001
  0.03473949 0.04318761
  0.03237011 0.04144915
  0.03014207 0.03976309
  0.0280473 0.03812771
  0.02607752 0.03654112
  0.02422472 0.03500122
  0.02248149 0.03350574
  0.02084056 0.03205237
  0.01929495 0.03063883
  0.01783799 0.02926293
  0.01646346 0.02792253
  0.01516598 0.02661559
  0.01394118 0.02534037
  0.01278517 0.02409551
  0.01169429 0.02287989
  0.0106651 0.02169258
  0.009694307 0.02053269
  0.008778929 0.01939932
  0.007916946 0.01829091
  0.007106255 0.01720546
  0.006344501 0.01614087
  0.005629259 0.015095
  0.004958149 0.01406575
  0.004328905 0.01305111
  0.003739814 0.01204918
  0.003191379 0.01105846
  0.002684852 0.01007829
  0.002221401 0.009108748
  0.001801952 0.008150425
  0.001427072 0.007204253
  0.001096901 0.006271356
  0.0008112297 0.005353157
  0.0005698161 0.004451519
  0.0003719222 0.003566732
  0.0002165937 0.00269751
  0.0001030626 0.001841485
  3.102955e-05 0.0009954898
  8.941038e-07 0.0001556639
  1.366231e-05 -0.0006825213
  6.911477e-05 -0.00152339
  0.000167082 -0.002370326
  0.0003082304 -0.003225846
  0.0004938532 -0.004091541
  0.0007256356 -0.004967876
  0.001005334 -0.005853819
  0.001334284 -0.006746593
  0.001712905 -0.007643407
  0.002141026 -0.008541977
  0.002618113 -0.00944018
  0.003143379 -0.01033616
  0.003715922 -0.01122841
  0.004334899 -0.01211593
  0.005000112 -0.01299838
  0.00571282 -0.0138762
  0.006474613 -0.01474982
  0.007287116 -0.01561958
  0.008151913 -0.0164856
  0.009070444 -0.01734782
  0.01004386 -0.01820589
