AH 93-W-174
  0.01107355 -0.01905942
  0.01216153 -0.01990829
  0.01330983 -0.02075247
  0.01452051 -0.02159206
  0.01579565 -0.02242735
  0.0171373 -0.02325881
  0.018548 -0.02408705
  0.02003178 -0.02491244
  0.02159319 -0.02573534
  0.02323698 -0.02655623
  0.02496806 -0.02737578
  0.02679135 -0.02819484
  0.02871212 -0.02901409
  0.03073692 -0.02983329
  0.03287285 -0.03065202
  0.03512742 -0.03146999
  0.03750852 -0.0322871
  0.04002461 -0.03310343
  0.04268539 -0.03391855
  0.04550131 -0.03473175
  0.04848292 -0.03554239
  0.05164067 -0.03635003
  0.05498487 -0.03715419
  0.05852609 -0.03795315
  0.0622742 -0.03874483
  0.06623781 -0.03952736
  0.07042439 -0.04029914
  0.0748403 -0.04105772
  0.079489 -0.04180026
  0.0843701 -0.04252432
  0.08947955 -0.04322753
  0.09481038 -0.04390574
  0.100353 -0.04455473
  0.1060972 -0.04517119
  0.1120331 -0.04575288
  0.1181498 -0.04629842
  0.1244333 -0.04680733
  0.1308688 -0.04727966
  0.1374408 -0.04771476
  0.1441345 -0.04811244
  0.1509369 -0.04847331
  0.1578372 -0.0487981
  0.1648248 -0.0490877
  0.1718897 -0.0493434
  0.1790221 -0.04956652
  0.1862138 -0.0497578
  0.1934575 -0.04991814
  0.2007477 -0.05004866
  0.2080803 -0.05015052
  0.2154515 -0.05022493
  0.2228583 -0.05027321
  0.2302978 -0.05029673
  0.2377672 -0.05029677
  0.2452625 -0.05027467
  0.252779 -0.05023185
  0.2603112 -0.05016913
  0.2678551 -0.05008644
  0.275408 -0.04998365
  0.2829698 -0.04986067
  0.2905414 -0.04971776
  0.2981234 -0.0495556
  0.3057156 -0.04937487
  0.313317 -0.04917628
  0.3209258 -0.04896029
  0.3285403 -0.04872717
  0.3361586 -0.0484772
  0.343779 -0.04821064
  0.3514001 -0.04792754
  0.3590213 -0.04762768
  0.3666433 -0.04731082
  0.3742677 -0.04697666
  0.3818967 -0.04662534
  0.3895317 -0.04625746
  0.3971723 -0.04587375
  0.4048166 -0.04547501
  0.4124616 -0.04506168
  0.4201045 -0.04463349
  0.4277446 -0.04419002
  0.4353822 -0.04373076
  0.4430193 -0.04325531
  0.4506583 -0.04276383
  0.4583005 -0.04225663
  0.4659463 -0.04173406
  0.4735955 -0.04119653
  0.481247 -0.04064429
  0.4889001 -0.04007749
  0.4965542 -0.0394963
  0.5042088 -0.03890084
  0.5118639 -0.03829119
  0.5195194 -0.03766732
  0.5271761 -0.03702919
  0.5348346 -0.03637672
  0.5424962 -0.03570993
  0.5501617 -0.03502915
  0.5578317 -0.03433474
  0.565506 -0.03362713
  0.5731841 -0.03290672
  0.5808654 -0.03217374
  0.5885498 -0.03142832
  0.5962375 -0.03067056
  0.6039293 -0.02990054
  0.6116261 -0.02911851
  0.6193288 -0.0283248
  0.627038 -0.02751977
  0.6347543 -0.02670379
  0.6424779 -0.02587733
  0.6502091 -0.02504089
  0.657948 -0.02419499
  0.6656945 -0.02334017
  0.6734487 -0.02247701
  0.6812105 -0.02160607
  0.6889799 -0.02072793
  0.696757 -0.01984315
  0.7045417 -0.01895245
  0.7123327 -0.01805674
  0.7201276 -0.01715707
  0.7279226 -0.01625476
  0.7357137 -0.01535189
  0.7434977 -0.01445073
  0.751272 -0.01355345
  0.7590348 -0.01266182
  0.7667834 -0.0117769
  0.7745143 -0.01089976
  0.7822226 -0.01003164
  0.7899031 -0.009174731
  0.7975517 -0.008331791
  0.8051657 -0.007505373
  0.8127439 -0.006697808
  0.8202856 -0.005911276
  0.8277912 -0.005147823
  0.8352613 -0.004409299
  0.8426961 -0.003696929
  0.8500931 -0.003011782
  0.8574479 -0.002355117
  0.864754 -0.001729153
  0.8720057 -0.001136764
  0.8791977 -0.0005805859
  0.8863252 -6.341917e-05
  0.8933832 0.0004117001
  0.900366 0.0008419804
  0.9072677 0.001224625
  0.9140836 0.00155695
  0.9208095 0.001836713
  0.9274397 0.002062031
  0.9339629 0.002231363
  0.9403643 0.002342203
  0.9466374 0.002389097
  0.9527876 0.002368031
  0.9588177 0.00228492
  0.9647062 0.002150673
  0.9704212 0.001965882
  0.9759554 0.001721734
  0.9813149 0.001427943
  0.986476 0.0011105
  0.9914054 0.0007635683
  0.9961016 0.0003643431
  1.0 1e-05
