AH 81-131
  1.0 0.0
  0.9968491 -0.000345087
  0.992693 -0.0006062665
  0.9880205 -0.0007672308
  0.9829259 -0.0008301075
  0.9775206 -0.000802757
  0.9719252 -0.0006918711
  0.9662191 -0.0005050288
  0.9604458 -0.0002468399
  0.9546273 7.815641e-05
  0.94878 0.0004656802
  0.9429241 0.0009113682
  0.9370745 0.001414816
  0.9312313 0.001977863
  0.9253806 0.00260156
  0.9195115 0.003283233
  0.9136254 0.004018608
  0.907734 0.004803774
  0.9018478 0.005637397
  0.8959702 0.006519113
  0.8900981 0.007449144
  0.8842267 0.008427055
  0.8783535 0.009451973
  0.8724784 0.01052264
  0.8666034 0.01163769
  0.8607305 0.01279589
  0.8548616 0.01399604
  0.848998 0.01523697
  0.8431406 0.01651797
  0.8372899 0.01783866
  0.8314452 0.01919883
  0.8256053 0.02059843
  0.8197683 0.02203694
  0.8139327 0.0235135
  0.8080971 0.02502712
  0.8022609 0.0265767
  0.7964234 0.02816077
  0.7905833 0.02977755
  0.7847383 0.03142546
  0.7788851 0.03310324
  0.7730194 0.03480977
  0.767137 0.03654299
  0.7612362 0.03829966
  0.755318 0.04007556
  0.7493867 0.04186542
  0.7434496 0.04366285
  0.7375143 0.04546095
  0.7315873 0.0472532
  0.7256732 0.04903357
  0.7197753 0.05079662
  0.7138953 0.05253745
  0.7080337 0.05425171
  0.7021894 0.05593557
  0.6963601 0.05758568
  0.6905422 0.05919911
  0.6847312 0.06077386
  0.6789232 0.06230951
  0.6731146 0.06380567
  0.6673028 0.06526176
  0.6614854 0.066677
  0.6556608 0.06805059
  0.6498277 0.06938273
  0.6439852 0.07067391
  0.6381322 0.07192462
  0.6322678 0.07313531
  0.6263908 0.07430639
  0.6205003 0.07543872
  0.6145958 0.07653345
  0.6086774 0.07759168
  0.6027454 0.0786144
  0.596801 0.07960253
  0.5908454 0.08055675
  0.5848804 0.08147714
  0.5789075 0.08236371
  0.5729282 0.0832165
  0.5669445 0.08403557
  0.5609579 0.08482098
  0.5549699 0.08557235
  0.5489814 0.0862892
  0.5429921 0.08697112
  0.5370011 0.0876178
  0.5310067 0.08822899
  0.5250066 0.08880478
  0.5189991 0.08934578
  0.5129839 0.08985252
  0.506962 0.0903254
  0.500936 0.09076475
  0.4949096 0.09117076
  0.4888862 0.09154287
  0.4828674 0.09188043
  0.476852 0.09218291
  0.4708368 0.09244987
  0.4648161 0.09268091
  0.4587825 0.09287716
  0.4527304 0.0930416
  0.4466571 0.09317719
  0.4405628 0.09328688
  0.434451 0.09337362
  0.4283283 0.09343978
  0.4222016 0.09348546
  0.4160759 0.09351036
  0.4099539 0.09351425
  0.4038364 0.0934969
  0.3977218 0.09345815
  0.3916078 0.09339801
  0.3854929 0.0933166
  0.3793767 0.09321404
  0.37326 0.09309049
  0.367145 0.09294605
  0.3610345 0.09278006
  0.3549313 0.09259111
  0.348838 0.09237784
  0.3427566 0.0921389
  0.3366889 0.09187298
  0.3306362 0.09157874
  0.3245983 0.09125467
  0.3185731 0.09089918
  0.312557 0.09051053
  0.3065444 0.09008679
  0.3005286 0.08962728
  0.2945042 0.08913351
  0.2884683 0.08860729
  0.2824212 0.08805067
  0.2763658 0.087466
  0.2703077 0.08685483
  0.2642519 0.08621735
  0.2582019 0.08555357
  0.2521599 0.08486341
  0.2461263 0.0841466
  0.2401008 0.08340257
  0.2340829 0.08263062
  0.2280727 0.08183009
  0.2220704 0.08100035
  0.2160766 0.08014078
  0.2100921 0.07925065
  0.204118 0.07832923
  0.1981552 0.07737583
  0.1922051 0.07638979
  0.1862691 0.07537008
